日期,品类,预测批发价,损耗率,正常销售价格弹性,价格关系可靠,R,latent维度,建议加成率,建议售价,建议补货量,预测需求量,预计满足量,预计满足率,预计利润
2023-07-02,茄类,4.590124850948491,0.0668,-0.1686553058648785,False,1,85,0.5746668014388212,7.227917217247906,18.37536062048799,23.41019821239676,16.046407522428456,0.6854451797819959,31.63690577709475
2023-07-03,茄类,4.590124850948491,0.0668,-0.1686553058648785,False,1,85,0.5746668014388212,7.227917217247906,14.273129780270521,17.786700973584868,12.365541726334246,0.6952127741225528,23.861664239135994
2023-07-04,茄类,4.590124850948491,0.0668,-0.1686553058648785,False,1,85,0.5746668014388212,7.227917217247906,12.88356844968234,16.352290683154486,11.17834073162467,0.6835947909818028,21.658933724590685
2023-07-05,茄类,4.590124850948491,0.0668,-0.1686553058648785,False,1,85,0.5746668014388212,7.227917217247906,12.806130187607454,15.863443826303973,11.118135514365258,0.7008651864061017,21.579226689357416
2023-07-06,茄类,4.590124850948491,0.0668,-0.1686553058648785,False,1,85,0.5746668014388212,7.227917217247906,13.138011379550067,16.278827231731665,11.468842587439497,0.7045251125390496,22.590732274343114
2023-07-07,茄类,4.590124850948491,0.0668,-0.1686553058648785,False,1,85,0.5746668014388212,7.227917217247906,15.022060433780851,18.52717483180746,13.19152022776962,0.7120092700330335,26.394083266422506
2023-07-01,辣椒类,3.547082087016438,0.0924,-0.6346499616294883,True,1,85,0.7441965554077989,6.186808357922778,113.90488966930516,131.9808170398673,95.28933719904333,0.7219938422586017,185.50687403438704
2023-07-02,辣椒类,3.547082087016438,0.0924,-0.6346499616294883,True,1,85,0.7415263200126971,6.177336813784695,108.44239043982931,123.5109789826653,90.6320647395265,0.7337976387689928,175.21072942243356
2023-07-03,辣椒类,3.547082087016438,0.0924,-0.6346499616294883,True,1,85,0.7279447182867601,6.129161757589633,79.25653223919184,90.47051863412325,66.11971196035923,0.7308426320374878,124.12898418559736
2023-07-04,辣椒类,3.547082087016438,0.0924,-0.6346499616294883,True,1,85,0.725129626515191,6.119176395993392,74.59198300097394,87.9267929813958,62.391892902625926,0.7095890886845749,117.20311161330687
2023-07-05,辣椒类,3.547082087016438,0.0924,-0.6346499616294883,True,1,85,0.727225124429287,6.126609299107863,78.89898878969142,90.01366073683685,65.81535498452052,0.7311707405938941,123.36377605262327
2023-07-06,辣椒类,3.547082087016438,0.0924,-0.6346499616294883,True,1,85,0.7275495687636787,6.127760129794617,79.10003145418736,90.79733091114663,66.0604962012249,0.7275598912248978,124.22857012272996
2023-07-07,辣椒类,3.547082087016438,0.0924,-0.6346499616294883,True,1,85,0.7306896124776353,6.138898122604841,85.25219795533398,98.94978128219111,71.58184101622493,0.7234158589202274,137.0370851809569
2023-07-01,食用菌,3.7092366594593202,0.09449999999999999,-0.16834598851778015,False,1,85,0.6143794133185154,5.988115302157468,53.021547302092074,68.09053636910421,44.48121625433728,0.6532657638825774,69.68918471699624
2023-07-02,食用菌,3.7092366594593202,0.09449999999999999,-0.16834598851778015,False,1,85,0.6143794133185154,5.988115302157468,51.96533488251319,65.34736351911309,43.455027097712104,0.6649851617196796,67.46198755217917
2023-07-03,食用菌,3.7092366594593202,0.09449999999999999,-0.16834598851778015,False,1,85,0.6143794133185154,5.988115302157468,34.294720374983676,44.855662054897245,28.891074939381312,0.6440898119845507,45.79585389949142
2023-07-04,食用菌,3.7092366594593202,0.09449999999999999,-0.16834598851778015,False,1,85,0.6143794133185154,5.988115302157468,32.777206219206015,42.070066560546714,27.471635460000215,0.6529971950594227,42.924905770382026
2023-07-05,食用菌,3.7092366594593202,0.09449999999999999,-0.16834598851778015,False,1,85,0.6143794133185154,5.988115302157468,36.518683510618445,46.33762229668661,30.65314156244648,0.6615173598287615,48.098106416506305
2023-07-06,食用菌,3.7092366594593202,0.09449999999999999,-0.16834598851778015,False,1,85,0.6143794133185154,5.988115302157468,35.22101456456829,44.1192874712984,29.561597651678554,0.6700379662955734,46.375176847991256
2023-07-07,食用菌,3.7092366594593202,0.09449999999999999,-0.16834598851778015,False,1,85,0.6143794133185154,5.988115302157468,42.735401751927604,54.002408990313725,35.84327734789918,0.6637347855042596,56.11795873145729
