product_code_a,product_name_a,category_a,product_code_b,product_name_b,category_b,same_category,n_days,positive_days_a,positive_days_b,min_positive_days,joint_positive_days,union_positive_days,jaccard_positive_days,raw_spearman_rho,raw_spearman_p,raw_spearman_p_fdr,raw_spearman_ci_low,raw_spearman_ci_high,residual_spearman_rho,residual_spearman_p,residual_spearman_p_fdr,residual_spearman_ci_low,residual_spearman_ci_high,residual_change,eligible_for_overlap_screen,raw_strong,residual_strong,residual_significant_fdr,robust_residual_relation
102900011034200,苋菜(份),花叶类,102900011034217,小白菜(份),花叶类,True,1085,56,47,47,28,75,0.37333333,0.5336062,0.0,0.0,0.48964158,0.57486438,0.71927949,0.0,0.0,0.68927114,0.74682415,0.18567329,True,True,True,True,True
102900011001561,莲蓬(个),水生根茎类,102900011034217,小白菜(份),花叶类,False,1085,86,47,47,39,94,0.41489362,0.6020358,0.0,0.0,0.5626823,0.6386668,0.71428676,0.0,0.0,0.68384283,0.74224787,0.11225096,True,True,True,True,True
102900011022849,本地黄心油菜,花叶类,102900011035771,黄白菜(1),花叶类,True,1085,115,70,70,62,123,0.50406504,0.6751185,0.0,0.0,0.64137413,0.70625597,0.71002746,0.0,0.0,0.67921462,0.73834179,0.03490897,True,True,True,True,True
102900011031995,姬菇(份),食用菌,102900011032619,西峡香菇(2),食用菌,True,1085,100,69,69,51,118,0.43220339,0.59778228,0.0,0.0,0.55812418,0.63471553,0.70931402,0.0,0.0,0.67843963,0.73768732,0.11153174,True,True,True,True,True
102900011031995,姬菇(份),食用菌,102900011033937,金针菇(2),食用菌,True,1085,100,89,89,67,122,0.54918033,0.68928328,0.0,0.0,0.65670865,0.71929066,0.70754904,0.0,0.0,0.67652266,0.73606802,0.01826576,True,True,True,True,True
102900011030134,菜心(份),花叶类,102900011034224,小青菜(份),花叶类,True,1085,275,179,179,151,303,0.49834983,0.671853,0.0,0.0,0.63784278,0.70324799,0.70750695,0.0,0.0,0.67647695,0.7360294,0.03565396,True,True,True,True,True
102900011022849,本地黄心油菜,花叶类,102900011035764,龙牙菜,花叶类,True,1085,115,63,63,53,125,0.424,0.60690862,0.0,0.0,0.56790701,0.64319099,0.70629133,0.0,0.0,0.67515689,0.73491391,0.09938271,True,True,True,True,True
102900011001813,金针菇(袋)(1),食用菌,102900011011546,海鲜菇(袋)(1),食用菌,True,1085,123,172,123,104,191,0.54450262,0.70440079,0.0,0.0,0.67310435,0.7331788,0.70358432,0.0,0.0,0.67221805,0.73242934,-0.00081647,True,True,True,True,True
102900011035771,黄白菜(1),花叶类,102900011035788,西峡香菇(份),食用菌,False,1085,70,65,65,49,86,0.56976744,0.70592803,0.0,0.0,0.67476243,0.73458051,0.70077583,0.0,0.0,0.66917009,0.72985081,-0.0051522,True,True,True,True,True
102900011035764,龙牙菜,花叶类,102900011035788,西峡香菇(份),食用菌,False,1085,63,65,63,42,86,0.48837209,0.62993879,0.0,0.0,0.59264293,0.66453924,0.69871993,0.0,0.0,0.66693956,0.72796273,0.06878114,True,True,True,True,True
102900005115960,大白菜,花叶类,102900011018095,虫草花(袋),食用菌,False,1085,480,141,141,141,480,0.29375,0.61341509,0.0,0.0,0.57488825,0.64922801,0.6985467,0.0,0.0,0.66675164,0.72780362,0.08513162,True,True,True,True,True
102900011031995,姬菇(份),食用菌,102900011034217,小白菜(份),花叶类,False,1085,100,47,47,43,104,0.41346154,0.61026495,0.0,0.0,0.57150755,0.64630572,0.69659721,0.0,0.0,0.66463713,0.72601281,0.08633226,True,True,True,True,True
102900011032206,青杭椒(份),辣椒类,102900011032787,竹叶菜(份),花叶类,False,1085,110,77,77,61,126,0.48412698,0.64546199,0.0,0.0,0.60935565,0.67889696,0.69641974,0.0,0.0,0.66444467,0.72584977,0.05095775,True,True,True,True,True
106930274220092,蟹味菇(袋),食用菌,106949711300068,金针菇(袋)(3),食用菌,True,1085,99,258,99,98,259,0.37837838,0.60909577,0.0,0.0,0.57025313,0.64522084,0.69490781,0.0,0.0,0.66280514,0.7244606,0.08581204,True,True,True,True,True
106949711300068,金针菇(袋)(3),食用菌,106958851400125,海鲜菇(袋)(4),食用菌,True,1085,258,314,258,216,356,0.60674157,0.68175403,0.0,0.0,0.64855428,0.71236474,0.69266914,0.0,0.0,0.66037811,0.72240326,0.0109151,True,True,True,True,True
102900011032206,青杭椒(份),辣椒类,102900011033234,红薯尖(份),花叶类,False,1085,110,58,58,52,116,0.44827586,0.64182328,0.0,0.0,0.60543523,0.67553374,0.69172398,0.0,0.0,0.65935363,0.7215345,0.0499007,True,True,True,True,True
102900011031582,青尖椒(份),辣椒类,102900011032213,红杭椒(份),辣椒类,True,1085,193,192,192,142,243,0.58436214,0.70131355,0.0,0.0,0.66975357,0.73034456,0.68817957,0.0,0.0,0.65551283,0.71827577,-0.01313397,True,True,True,True,True
102900011001561,莲蓬(个),水生根茎类,102900011033975,青茄子(2),茄类,False,1085,86,52,52,35,103,0.33980583,0.508241,0.0,0.0,0.46272301,0.55108622,0.68289658,0.0,0.0,0.64979119,0.71341611,0.17465558,True,True,True,True,True
102900011032251,螺丝椒(份),辣椒类,102900011035078,红椒(2),辣椒类,True,1085,382,288,288,285,385,0.74025974,0.85578954,0.0,0.0,0.83900734,0.8709451,0.68144916,0.0,0.0,0.64822425,0.71208417,-0.17434038,True,True,True,True,True
102900011032732,高瓜(2),水生根茎类,102900011033982,紫茄子(1),茄类,False,1085,159,44,44,38,165,0.23030303,0.45567142,0.0,0.0,0.40720001,0.50158326,0.67128253,0.0,0.0,0.63722602,0.7027224,0.21561111,True,False,True,True,True
102900011001561,莲蓬(个),水生根茎类,102900011033234,红薯尖(份),花叶类,False,1085,86,58,58,32,112,0.28571429,0.43767669,0.0,0.0,0.38827626,0.48456888,0.67021956,0.0,0.0,0.6360769,0.70174295,0.23254287,True,False,True,True,True
102900011031995,姬菇(份),食用菌,102900011032732,高瓜(2),水生根茎类,False,1085,100,159,100,61,198,0.30808081,0.46202815,0.0,0.0,0.41389488,0.50758519,0.66882677,0.0,0.0,0.63457146,0.70045942,0.20679862,True,False,True,True,True
102900011007969,红莲藕带,水生根茎类,106972776821582,鲜粽叶(袋)(3),花叶类,False,1085,96,31,31,30,97,0.30927835,0.53265922,0.0,0.0,0.4886351,0.5739779,0.66649764,0.0,0.0,0.63205453,0.69831254,0.13383842,True,True,True,True,True
102900011031582,青尖椒(份),辣椒类,102900011031995,姬菇(份),食用菌,False,1085,193,100,100,89,204,0.43627451,0.61053859,0.0,0.0,0.57180117,0.64655961,0.6654146,0.0,0.0,0.63088442,0.69731406,0.05487601,True,True,True,True,True
102900011010891,野藕(1),水生根茎类,102900011035740,蟹味菇与白玉菇双拼(盒),食用菌,False,1085,164,137,137,108,193,0.55958549,0.68673122,0.0,0.0,0.65394385,0.71694377,0.66072793,0.0,0.0,0.62582274,0.69299185,-0.02600329,True,True,True,True,True
102900005115625,本地小毛白菜,花叶类,102900011035771,黄白菜(1),花叶类,True,1085,47,70,47,31,86,0.36046512,0.51448289,0.0,0.0,0.46933937,0.55694403,0.6599266,0.0,0.0,0.62495758,0.6922526,0.14544371,True,True,True,True,True
102900011031995,姬菇(份),食用菌,102900011034200,苋菜(份),花叶类,False,1085,100,56,56,37,119,0.31092437,0.47215568,0.0,0.0,0.4245719,0.51713834,0.65906396,0.0,0.0,0.62402633,0.69145671,0.18690828,True,False,True,True,True
102900011023464,小青菜(1),花叶类,102900011034224,小青菜(份),花叶类,True,1085,492,179,179,38,633,0.0600316,-0.24742522,0.0,0.0,-0.30248527,-0.19071938,-0.54613503,0.0,0.0,-0.58658365,-0.50296868,-0.2987098,True,False,True,True,True
102900011008164,奶白菜,花叶类,102900011034231,奶白菜(份),花叶类,True,1085,762,244,244,58,948,0.06118143,-0.48285763,0.0,0.0,-0.52722117,-0.43586891,-0.5378704,0.0,0.0,-0.57885495,-0.49417518,-0.05501278,True,False,True,True,True
102900011022764,长线茄,茄类,102900011032251,螺丝椒(份),辣椒类,False,1085,454,382,382,123,713,0.17251052,-0.21695914,0.0,0.0,-0.27294902,-0.15950444,-0.5046903,0.0,0.0,-0.54775212,-0.45896155,-0.28773117,True,False,True,True,True
102900011022764,长线茄,茄类,102900011034026,枝江青梗散花,花菜类,False,1085,454,337,337,73,718,0.10167131,-0.24615812,0.0,0.0,-0.30125895,-0.18941885,-0.49321775,0.0,0.0,-0.53697006,-0.44681921,-0.24705963,True,False,False,True,False
102900005115779,云南生菜,花叶类,102900011030059,云南生菜(份),花叶类,True,1085,810,400,400,135,1075,0.1255814,-0.74589195,0.0,0.0,-0.77117291,-0.71826223,-0.48794576,0.0,0.0,-0.53201057,-0.44124516,0.25794619,True,True,False,True,False
102900011022764,长线茄,茄类,102900011033944,杏鲍菇(2),食用菌,False,1085,454,293,293,49,698,0.07020057,-0.29294546,0.0,0.0,-0.34642007,-0.23757317,-0.45581665,0.0,0.0,-0.50172043,-0.40735291,-0.16287119,True,False,False,True,False
102900011022764,长线茄,茄类,102900011034231,奶白菜(份),花叶类,False,1085,454,244,244,38,660,0.05757576,-0.28190604,0.0,0.0,-0.33578664,-0.22618662,-0.439973,0.0,0.0,-0.48674207,-0.39068881,-0.15806697,True,False,False,True,False
102900011009970,青梗散花,花菜类,106949711300167,金针菇(袋)(2),食用菌,False,1085,444,215,215,18,641,0.02808112,-0.33542033,0.0,0.0,-0.38720508,-0.28152599,-0.43880283,0.0,0.0,-0.48563471,-0.38945932,-0.10338249,True,False,False,True,False
102900005116547,金针菇(1),食用菌,106949711300167,金针菇(袋)(2),食用菌,True,1085,448,215,215,20,643,0.0311042,-0.32860486,0.0,0.0,-0.38067438,-0.2744581,-0.43773155,0.0,0.0,-0.48462081,-0.38833389,-0.10912668,True,False,False,True,False
102900011023464,小青菜(1),花叶类,102900011030141,上海青(份),花叶类,True,1085,492,287,287,129,650,0.19846154,-0.10008102,0.00096309,0.00147943,-0.15865031,-0.04080985,-0.43336037,0.0,0.0,-0.48048244,-0.38374329,-0.33327934,True,False,False,True,False
102900005115250,西峡花菇(1),食用菌,102900005116530,西峡香菇(1),食用菌,True,1085,297,821,297,59,1059,0.05571294,-0.66701249,0.0,0.0,-0.69878716,-0.63261083,-0.4322482,0.0,0.0,-0.47942916,-0.38257569,0.23476429,True,True,False,True,False
102900005116837,平菇,食用菌,102900005119975,红薯尖,花叶类,False,1085,362,567,362,112,817,0.1370869,-0.38607261,0.0,0.0,-0.43557864,-0.33423809,-0.43124975,0.0,0.0,-0.47848347,-0.3815276,-0.04517714,True,False,False,True,False
102900005125815,杏鲍菇(1),食用菌,102900011001561,莲蓬(个),水生根茎类,False,1085,452,86,86,15,523,0.02868069,-0.13099564,1.501e-05,2.734e-05,-0.18903614,-0.07204305,-0.43119728,0.0,0.0,-0.47843377,-0.38147253,-0.30020163,True,False,False,True,False
102900011009970,青梗散花,花菜类,102900011022764,长线茄,茄类,False,1085,444,454,444,83,815,0.10184049,-0.35023204,0.0,0.0,-0.40138,-0.29690645,-0.43079598,0.0,0.0,-0.47805365,-0.38105132,-0.08056394,True,False,False,True,False
102900011023464,小青菜(1),花叶类,102900011030134,菜心(份),花叶类,True,1085,492,275,275,132,635,0.20787402,-0.07437276,0.01427135,0.01914174,-0.133297,-0.01492458,-0.42694784,0.0,0.0,-0.47440763,-0.37701331,-0.35257508,True,False,False,True,False
102900011022764,长线茄,茄类,102900011030059,云南生菜(份),花叶类,False,1085,454,400,400,145,709,0.2045134,-0.13664752,6.27e-06,1.179e-05,-0.19457935,-0.0777657,-0.42469344,0.0,0.0,-0.47227089,-0.37464855,-0.28804592,True,False,False,True,False
102900005115779,云南生菜,花叶类,102900011030097,云南油麦菜(份),花叶类,True,1085,810,410,410,141,1079,0.13067655,-0.72980818,0.0,0.0,-0.75646609,-0.7007294,-0.41757729,0.0,0.0,-0.46552247,-0.36718834,0.31223089,True,True,False,True,False
102900011023464,小青菜(1),花叶类,102900011034026,枝江青梗散花,花菜类,False,1085,492,337,337,189,640,0.2953125,0.11048735,0.00026599,0.00043244,0.0513105,0.16889104,-0.4164158,0.0,0.0,-0.46442047,-0.3659713,-0.52690315,True,False,False,True,False
102900011032251,螺丝椒(份),辣椒类,106949711300167,金针菇(袋)(2),食用菌,False,1085,382,215,215,61,536,0.11380597,-0.14577979,1.42e-06,2.83e-06,-0.20352823,-0.08702054,-0.41404239,0.0,0.0,-0.46216815,-0.36348493,-0.26826259,True,False,False,True,False
102900011023464,小青菜(1),花叶类,102900011030059,云南生菜(份),花叶类,True,1085,492,400,400,244,648,0.37654321,0.17595906,1e-08,1e-08,0.11767714,0.23303297,-0.41324919,0.0,0.0,-0.46141529,-0.36265414,-0.58920826,True,False,False,True,False
102900011022764,长线茄,茄类,106949711300259,金针菇(盒),食用菌,False,1085,454,429,429,164,719,0.22809458,-0.11952075,7.929e-05,0.00013506,-0.17777048,-0.06043641,-0.41264633,0.0,0.0,-0.46084304,-0.36202276,-0.29312558,True,False,False,True,False
102900005116912,姬菇(1),食用菌,102900011001561,莲蓬(个),水生根茎类,False,1085,308,86,86,15,379,0.03957784,-0.06931563,0.02241118,0.02932363,-0.1283006,-0.00984199,-0.39359103,0.0,0.0,-0.44273454,-0.34209,-0.3242754,True,False,False,True,False
102900011023464,小青菜(1),花叶类,102900011030912,海鲜菇(份),食用菌,False,1085,492,162,162,40,614,0.06514658,-0.19216058,0.0,0.0,-0.24882915,-0.13418087,-0.39357807,0.0,0.0,-0.44272221,-0.34207646,-0.20141749,True,False,False,True,False
102900011022764,长线茄,茄类,102900011031100,小米椒(份),辣椒类,False,1085,454,488,454,213,729,0.29218107,-0.0638307,0.03553036,0.04520377,-0.12287816,-0.00433292,-0.39071984,0.0,0.0,-0.44000254,-0.33909061,-0.32688914,True,False,False,True,False
102900005115793,小白菜,花叶类,102900005116837,平菇,食用菌,False,1085,478,362,362,137,703,0.19487909,-0.16103354,1e-07,2.1e-07,-0.21845416,-0.10250165,-0.39059873,0.0,0.0,-0.43988727,-0.3389641,-0.22956519,True,False,False,True,False
102900011008164,奶白菜,花叶类,102900011030059,云南生菜(份),花叶类,True,1085,762,400,400,192,970,0.19793814,-0.33556728,0.0,0.0,-0.38734583,-0.28167844,-0.38868774,0.0,0.0,-0.43806838,-0.3369684,-0.05312046,True,False,False,True,False
102900005119975,红薯尖,花叶类,102900011033234,红薯尖(份),花叶类,True,1085,567,58,58,18,607,0.02965404,-0.14118902,3.03e-06,5.87e-06,-0.19903086,-0.08236689,-0.38792738,0.0,0.0,-0.43734456,-0.33617446,-0.24673836,True,False,False,True,False
102900005116219,红尖椒,辣椒类,102900005118831,娃娃菜,花叶类,False,1085,314,688,314,99,903,0.10963455,-0.41938513,0.0,0.0,-0.46723741,-0.36908297,-0.38754227,0.0,0.0,-0.43697793,-0.33577238,0.03184285,True,False,False,True,False
102900005116219,红尖椒,辣椒类,102900005116547,金针菇(1),食用菌,False,1085,314,448,314,91,671,0.13561848,-0.17901732,0.0,1e-08,-0.23601702,-0.12078999,-0.38630709,0.0,0.0,-0.43580191,-0.33448286,-0.20728976,True,False,False,True,False
102900011011546,海鲜菇(袋)(1),食用菌,102900011016701,芜湖青椒(1),辣椒类,False,1085,172,858,172,23,1007,0.02284012,-0.49545915,0.0,0.0,-0.53907768,-0.44919012,-0.38141747,0.0,0.0,-0.43114482,-0.32938008,0.11404168,True,False,False,True,False
102900011023464,小青菜(1),花叶类,102900011030929,鲜木耳(份),食用菌,False,1085,492,182,182,63,611,0.10310966,-0.12353687,4.5e-05,7.851e-05,-0.18171511,-0.06449682,-0.37991193,0.0,0.0,-0.42971035,-0.32780951,-0.25637506,True,False,False,True,False
102900011022764,长线茄,茄类,102900011035078,红椒(2),辣椒类,False,1085,454,288,288,51,691,0.07380608,-0.25568141,0.0,0.0,-0.31047131,-0.19919831,-0.37773369,0.0,0.0,-0.42763448,-0.32553771,-0.12205227,True,False,False,True,False
102900005116219,红尖椒,辣椒类,102900011032848,姜蒜小米椒组合装(小份),辣椒类,True,1085,314,366,314,36,644,0.05590062,-0.32212276,0.0,0.0,-0.37445831,-0.26774136,-0.37634407,0.0,0.0,-0.4263099,-0.32408871,-0.05422131,True,False,False,True,False
102900005115779,云南生菜,花叶类,102900011030110,菠菜(份),花叶类,True,1085,810,386,386,167,1029,0.16229349,-0.63314074,0.0,0.0,-0.66750288,-0.5960876,-0.37508505,0.0,0.0,-0.42510961,-0.32277611,0.25805569,True,True,False,True,False
102900005115823,上海青,花叶类,102900011030141,上海青(份),花叶类,True,1085,919,287,287,129,1077,0.11977716,-0.56720868,0.0,0.0,-0.60625749,-0.52543142,-0.37114592,0.0,0.0,-0.42135312,-0.31867062,0.19606277,True,True,False,True,False
102900005115793,小白菜,花叶类,102900011033937,金针菇(2),食用菌,False,1085,478,89,89,26,541,0.04805915,-0.09384922,0.00197079,0.00293237,-0.15251163,-0.03452782,-0.3657962,0.0,0.0,-0.41624868,-0.31309813,-0.27194699,True,False,False,True,False
102900011001219,红灯笼椒(1),辣椒类,102900011016701,芜湖青椒(1),辣椒类,True,1085,272,858,272,88,1042,0.08445298,-0.43296658,0.0,0.0,-0.48010951,-0.38332985,-0.36416924,0.0,0.0,-0.41469568,-0.31140414,0.06879734,True,False,False,True,False
102900005117056,泡泡椒(精品),辣椒类,106958851400125,海鲜菇(袋)(4),食用菌,False,1085,228,314,228,45,497,0.09054326,-0.0775342,0.01062402,0.01449895,-0.13641896,-0.0181035,-0.36244607,0.0,0.0,-0.41305053,-0.30961034,-0.28491187,True,False,False,True,False
102900011030059,云南生菜(份),花叶类,106949711300167,金针菇(袋)(2),食用菌,False,1085,400,215,215,67,548,0.12226277,-0.12419418,4.095e-05,7.18e-05,-0.18236054,-0.06516157,-0.36209765,0.0,0.0,-0.41271783,-0.30924768,-0.23790347,True,False,False,True,False
102900011022849,本地黄心油菜,花叶类,102900011023464,小青菜(1),花叶类,True,1085,115,492,115,22,585,0.03760684,-0.1845439,0.0,0.0,-0.24140678,-0.12641811,-0.36062255,0.0,0.0,-0.4113092,-0.30771249,-0.17607865,True,False,False,True,False
102900005116219,红尖椒,辣椒类,102900011032343,七彩椒(2),辣椒类,True,1085,314,258,258,25,547,0.04570384,-0.25025721,0.0,0.0,-0.30522546,-0.19362681,-0.35312109,0.0,0.0,-0.40414199,-0.29990966,-0.10286388,True,False,False,True,False
102900005118831,娃娃菜,花叶类,102900011022764,长线茄,茄类,False,1085,688,454,454,152,990,0.15353535,-0.41783231,0.0,0.0,-0.4657644,-0.36745558,-0.35175597,0.0,0.0,-0.40283703,-0.29849047,0.06607634,True,False,False,True,False
102900011013274,白玉菇(袋),食用菌,106949711300167,金针菇(袋)(2),食用菌,True,1085,698,215,215,70,843,0.08303677,-0.33951478,0.0,0.0,-0.39112594,-0.28577489,-0.35029667,0.0,0.0,-0.4014418,-0.29697362,-0.01078189,True,False,False,True,False
102900005115960,大白菜,花叶类,106949711300167,金针菇(袋)(2),食用菌,False,1085,480,215,215,22,673,0.03268945,-0.3384589,0.0,0.0,-0.39011501,-0.28467898,-0.34835673,0.0,0.0,-0.39958667,-0.2949576,-0.00989783,True,False,False,True,False
102900005119975,红薯尖,花叶类,102900011032787,竹叶菜(份),花叶类,True,1085,567,77,77,35,609,0.05747126,-0.08840617,0.00356382,0.00514956,-0.14714622,-0.02904475,-0.34711428,0.0,0.0,-0.39839832,-0.29366668,-0.25870811,True,False,False,True,False
102900005119975,红薯尖,花叶类,102900011034217,小白菜(份),花叶类,True,1085,567,47,47,15,599,0.02504174,-0.11409309,0.0001658,0.00027523,-0.17243647,-0.05495198,-0.34407949,0.0,0.0,-0.39549493,-0.29051429,-0.22998639,True,False,False,True,False
102900011008164,奶白菜,花叶类,102900011033944,杏鲍菇(2),食用菌,False,1085,762,293,293,104,951,0.10935857,-0.36774147,0.0,0.0,-0.41810512,-0.31512398,-0.34235058,0.0,0.0,-0.39384043,-0.28871891,0.02539089,True,False,False,True,False
102900011008164,奶白菜,花叶类,102900011034026,枝江青梗散花,花菜类,False,1085,762,337,337,134,965,0.1388601,-0.33610074,0.0,0.0,-0.38785677,-0.28223192,-0.33859897,0.0,0.0,-0.39024912,-0.28482435,-0.00249823,True,False,False,True,False
102900005116219,红尖椒,辣椒类,102900011034330,双孢菇(盒),食用菌,False,1085,314,293,293,53,554,0.09566787,-0.16668555,3e-08,7e-08,-0.2239779,-0.10824512,-0.33788221,0.0,0.0,-0.38956281,-0.28408049,-0.17119666,True,False,False,True,False
102900011001806,姬菇(包),食用菌,106949711300167,金针菇(袋)(2),食用菌,True,1085,359,215,215,20,554,0.03610108,-0.25418784,0.0,0.0,-0.30902718,-0.19766381,-0.33753996,0.0,0.0,-0.38923508,-0.28372532,-0.08335213,True,False,False,True,False
