sales_date,date_has_records,category_code,category_name,category_has_records,sales_qty_kg,return_qty_kg,net_sales_kg,transaction_rows,sales_rows,return_rows,active_product_count
2020-07-04,1,1011010504,辣椒类,1,81.282,0.0,81.282,293,293,0,10
2020-07-04,1,1011010801,食用菌,1,47.262,0.0,47.262,171,171,0,5
2020-07-05,1,1011010101,花叶类,1,223.899,0.0,223.899,508,508,0,13
2020-07-05,1,1011010201,花菜类,1,55.474,0.0,55.474,106,106,0,2
2020-07-05,1,1011010402,水生根茎类,1,4.019,0.0,4.019,12,12,0,1
2020-07-05,1,1011010501,茄类,1,61.816,0.0,61.816,111,111,0,3
2020-07-05,1,1011010504,辣椒类,1,98.496,0.0,98.496,352,352,0,10
2020-07-05,1,1011010801,食用菌,1,73.213,0.0,73.213,207,207,0,5
2020-07-06,1,1011010101,花叶类,1,195.74,0.0,195.74,419,419,0,14
2020-07-06,1,1011010201,花菜类,1,42.721,0.0,42.721,86,86,0,2
2020-07-06,1,1011010402,水生根茎类,1,3.089,0.0,3.089,11,11,0,1
2020-07-06,1,1011010501,茄类,1,30.727,0.0,30.727,57,57,0,3
2020-07-06,1,1011010504,辣椒类,1,58.682,0.0,58.682,223,223,0,10
2020-07-06,1,1011010801,食用菌,1,40.578,0.0,40.578,137,137,0,6
2020-07-07,1,1011010101,花叶类,1,175.052,-3.0,172.052,382,379,3,15
2020-07-07,1,1011010201,花菜类,1,45.749,0.0,45.749,97,97,0,2
2020-07-07,1,1011010402,水生根茎类,1,3.117,0.0,3.117,11,11,0,1
2020-07-07,1,1011010501,茄类,1,32.112,0.0,32.112,56,56,0,2
2020-07-07,1,1011010504,辣椒类,1,42.213,0.0,42.213,191,191,0,10
2020-07-07,1,1011010801,食用菌,1,52.56,0.0,52.56,175,175,0,7
2020-07-08,1,1011010101,花叶类,1,158.57,-6.0,152.57,336,331,5,16
2020-07-08,1,1011010201,花菜类,1,45.433,0.0,45.433,95,95,0,2
2020-07-08,1,1011010402,水生根茎类,1,10.605,0.0,10.605,26,26,0,2
2020-07-08,1,1011010501,茄类,1,39.67,0.0,39.67,64,64,0,2
2020-07-08,1,1011010504,辣椒类,1,65.88,0.0,65.88,242,242,0,10
2020-07-08,1,1011010801,食用菌,1,43.968,0.0,43.968,153,153,0,5
2020-07-09,1,1011010101,花叶类,1,187.439,0.0,187.439,391,391,0,15
2020-07-09,1,1011010201,花菜类,1,41.131,0.0,41.131,89,89,0,2
2020-07-09,1,1011010402,水生根茎类,1,2.106,0.0,2.106,7,7,0,1
2020-07-09,1,1011010501,茄类,1,25.921,0.0,25.921,48,48,0,3
2020-07-09,1,1011010504,辣椒类,1,58.86,0.0,58.86,219,219,0,10
2020-07-09,1,1011010801,食用菌,1,37.837,0.0,37.837,133,133,0,5
2020-07-10,1,1011010101,花叶类,1,179.833,0.0,179.833,383,383,0,16
2020-07-10,1,1011010201,花菜类,1,62.344,0.0,62.344,136,136,0,2
2020-07-10,1,1011010402,水生根茎类,1,9.025,0.0,9.025,28,28,0,2
2020-07-10,1,1011010501,茄类,1,37.86,0.0,37.86,62,62,0,3
2020-07-10,1,1011010504,辣椒类,1,58.936,0.0,58.936,243,243,0,8
2020-07-10,1,1011010801,食用菌,1,41.429,0.0,41.429,135,135,0,6
2020-07-11,1,1011010101,花叶类,1,271.12,-0.777,270.343,572,571,1,15
2020-07-11,1,1011010201,花菜类,1,76.564,0.0,76.564,139,139,0,2
2020-07-11,1,1011010402,水生根茎类,1,8.928,0.0,8.928,23,23,0,2
2020-07-11,1,1011010501,茄类,1,68.277,0.0,68.277,116,116,0,2
2020-07-11,1,1011010504,辣椒类,1,85.936,0.0,85.936,306,306,0,9
2020-07-11,1,1011010801,食用菌,1,52.238,0.0,52.238,184,184,0,5
2020-07-12,1,1011010101,花叶类,1,300.189,0.0,300.189,653,653,0,15
2020-07-12,1,1011010201,花菜类,1,71.615,0.0,71.615,148,148,0,2
2020-07-12,1,1011010402,水生根茎类,1,13.994,0.0,13.994,36,36,0,3
2020-07-12,1,1011010501,茄类,1,81.706,0.0,81.706,135,135,0,3
2020-07-12,1,1011010504,辣椒类,1,72.459,-0.291,72.168,298,297,1,10
2020-07-12,1,1011010801,食用菌,1,55.96,0.0,55.96,185,185,0,6
2020-07-13,1,1011010101,花叶类,1,190.832,0.0,190.832,396,396,0,13
2020-07-13,1,1011010201,花菜类,1,32.028,0.0,32.028,73,73,0,2
2020-07-13,1,1011010402,水生根茎类,1,11.605,0.0,11.605,31,31,0,2
2020-07-13,1,1011010501,茄类,1,44.379,0.0,44.379,79,79,0,3
2020-07-13,1,1011010504,辣椒类,1,61.24,0.0,61.24,220,220,0,10
2020-07-13,1,1011010801,食用菌,1,42.113,0.0,42.113,145,145,0,5
2020-07-14,1,1011010101,花叶类,1,190.599,0.0,190.599,413,413,0,13
2020-07-14,1,1011010201,花菜类,1,57.575,0.0,57.575,115,115,0,2
2020-07-14,1,1011010402,水生根茎类,1,9.007,0.0,9.007,22,22,0,2
2020-07-14,1,1011010501,茄类,1,34.747,0.0,34.747,64,64,0,3
2020-07-14,1,1011010504,辣椒类,1,66.745,0.0,66.745,225,225,0,10
2020-07-14,1,1011010801,食用菌,1,44.836,0.0,44.836,148,148,0,7
2020-07-15,1,1011010101,花叶类,1,218.094,-0.652,217.442,457,456,1,12
2020-07-15,1,1011010201,花菜类,1,37.962,0.0,37.962,77,77,0,2
2020-07-15,1,1011010402,水生根茎类,1,10.238,0.0,10.238,24,24,0,2
2020-07-15,1,1011010501,茄类,1,38.17,0.0,38.17,70,70,0,3
2020-07-15,1,1011010504,辣椒类,1,73.354,0.0,73.354,242,242,0,10
2020-07-15,1,1011010801,食用菌,1,42.196,0.0,42.196,139,139,0,7
2020-07-16,1,1011010101,花叶类,1,215.526,-3.0,212.526,466,463,3,13
2020-07-16,1,1011010201,花菜类,1,39.45,0.0,39.45,83,83,0,2
2020-07-16,1,1011010402,水生根茎类,1,11.354,0.0,11.354,30,30,0,2
2020-07-16,1,1011010501,茄类,1,26.586,0.0,26.586,54,54,0,3
2020-07-16,1,1011010504,辣椒类,1,72.656,0.0,72.656,237,237,0,10
2020-07-16,1,1011010801,食用菌,1,53.685,-0.426,53.259,170,169,1,7
2020-07-17,1,1011010101,花叶类,1,201.67,-6.0,195.67,436,431,5,14
2020-07-17,1,1011010201,花菜类,1,44.198,0.0,44.198,92,92,0,2
2020-07-17,1,1011010402,水生根茎类,1,10.727,0.0,10.727,29,29,0,2
2020-07-17,1,1011010501,茄类,1,37.251,0.0,37.251,69,69,0,3
2020-07-17,1,1011010504,辣椒类,1,61.025,0.0,61.025,218,218,0,10
2020-07-17,1,1011010801,食用菌,1,51.908,0.0,51.908,169,169,0,7
2020-07-18,1,1011010101,花叶类,1,275.265,-1.0,274.265,604,603,1,13
2020-07-18,1,1011010201,花菜类,1,61.088,0.0,61.088,128,128,0,2
2020-07-18,1,1011010402,水生根茎类,1,10.418,0.0,10.418,24,24,0,2
2020-07-18,1,1011010501,茄类,1,56.585,0.0,56.585,95,95,0,3
2020-07-18,1,1011010504,辣椒类,1,85.051,0.0,85.051,318,318,0,10
2020-07-18,1,1011010801,食用菌,1,71.884,-0.192,71.692,228,227,1,7
2020-07-19,1,1011010101,花叶类,1,321.164,-1.373,319.791,680,678,2,12
2020-07-19,1,1011010201,花菜类,1,76.351,0.0,76.351,165,165,0,2
2020-07-19,1,1011010402,水生根茎类,1,11.124,0.0,11.124,25,25,0,2
2020-07-19,1,1011010501,茄类,1,71.772,0.0,71.772,125,125,0,3
2020-07-19,1,1011010504,辣椒类,1,103.776,-1.065,102.711,347,345,2,10
2020-07-19,1,1011010801,食用菌,1,80.322,-0.501,79.821,287,286,1,7
2020-07-20,1,1011010101,花叶类,1,204.997,0.0,204.997,432,432,0,12
2020-07-20,1,1011010201,花菜类,1,47.431,0.0,47.431,99,99,0,2
2020-07-20,1,1011010402,水生根茎类,1,9.548,0.0,9.548,23,23,0,2
2020-07-20,1,1011010501,茄类,1,33.947,0.0,33.947,63,63,0,3
2020-07-20,1,1011010504,辣椒类,1,67.35,0.0,67.35,246,246,0,9
2020-07-20,1,1011010801,食用菌,1,52.617,0.0,52.617,181,181,0,7
2020-07-21,1,1011010101,花叶类,1,214.99,0.0,214.99,428,428,0,13
2020-07-21,1,1011010201,花菜类,1,49.005,0.0,49.005,114,114,0,2
2020-07-21,1,1011010402,水生根茎类,1,12.744,0.0,12.744,29,29,0,3
2020-07-21,1,1011010501,茄类,1,27.094,0.0,27.094,51,51,0,3
2020-07-21,1,1011010504,辣椒类,1,56.993,0.0,56.993,203,203,0,10
2020-07-21,1,1011010801,食用菌,1,45.905,0.0,45.905,158,158,0,7
2020-07-22,1,1011010101,花叶类,1,232.783,-0.373,232.41,500,499,1,13
2020-07-22,1,1011010201,花菜类,1,53.675,0.0,53.675,116,116,0,2
2020-07-22,1,1011010402,水生根茎类,1,11.05,-0.2,10.85,30,29,1,3
2020-07-22,1,1011010501,茄类,1,48.247,0.0,48.247,90,90,0,3
2020-07-22,1,1011010504,辣椒类,1,81.36,-0.051,81.309,289,288,1,9
2020-07-22,1,1011010801,食用菌,1,66.794,-0.116,66.678,206,205,1,7
2020-07-23,1,1011010101,花叶类,1,200.441,-0.457,199.984,434,433,1,13
2020-07-23,1,1011010201,花菜类,1,39.425,0.0,39.425,88,88,0,2
2020-07-23,1,1011010402,水生根茎类,1,30.417,0.0,30.417,39,39,0,3
2020-07-23,1,1011010501,茄类,1,44.142,0.0,44.142,72,72,0,3
2020-07-23,1,1011010504,辣椒类,1,57.639,0.0,57.639,212,212,0,10
2020-07-23,1,1011010801,食用菌,1,56.759,0.0,56.759,169,169,0,7
2020-07-24,1,1011010101,花叶类,1,176.325,0.0,176.325,371,371,0,11
2020-07-24,1,1011010201,花菜类,1,38.284,-0.589,37.695,80,79,1,2
2020-07-24,1,1011010402,水生根茎类,1,11.74,0.0,11.74,29,29,0,3
2020-07-24,1,1011010501,茄类,1,34.97,0.0,34.97,56,56,0,3
2020-07-24,1,1011010504,辣椒类,1,58.738,-1.158,57.58,198,197,1,9
2020-07-24,1,1011010801,食用菌,1,49.201,0.0,49.201,147,147,0,7
2020-07-25,1,1011010101,花叶类,1,227.137,0.0,227.137,514,514,0,13
2020-07-25,1,1011010201,花菜类,1,57.421,0.0,57.421,120,120,0,2
2020-07-25,1,1011010402,水生根茎类,1,10.424,0.0,10.424,23,23,0,2
2020-07-25,1,1011010501,茄类,1,61.874,0.0,61.874,108,108,0,3
2020-07-25,1,1011010504,辣椒类,1,94.206,0.0,94.206,313,313,0,10
2020-07-25,1,1011010801,食用菌,1,67.013,0.0,67.013,208,208,0,7
2020-07-26,1,1011010101,花叶类,1,250.825,0.0,250.825,548,548,0,13
2020-07-26,1,1011010201,花菜类,1,64.119,0.0,64.119,139,139,0,2
2020-07-26,1,1011010402,水生根茎类,1,12.988,0.0,12.988,36,36,0,3
2020-07-26,1,1011010501,茄类,1,69.521,0.0,69.521,112,112,0,3
2020-07-26,1,1011010504,辣椒类,1,102.061,0.0,102.061,348,348,0,9
2020-07-26,1,1011010801,食用菌,1,71.295,0.0,71.295,209,209,0,7
2020-07-27,1,1011010101,花叶类,1,198.009,0.0,198.009,408,408,0,12
2020-07-27,1,1011010201,花菜类,1,42.876,0.0,42.876,88,88,0,2
2020-07-27,1,1011010402,水生根茎类,1,17.265,0.0,17.265,39,39,0,3
2020-07-27,1,1011010501,茄类,1,36.121,0.0,36.121,59,59,0,3
2020-07-27,1,1011010504,辣椒类,1,71.402,0.0,71.402,255,255,0,10
2020-07-27,1,1011010801,食用菌,1,52.777,0.0,52.777,172,172,0,8
2020-07-28,1,1011010101,花叶类,1,165.443,0.0,165.443,360,360,0,13
2020-07-28,1,1011010201,花菜类,1,34.937,0.0,34.937,71,71,0,2
2020-07-28,1,1011010402,水生根茎类,1,13.959,0.0,13.959,34,34,0,2
2020-07-28,1,1011010501,茄类,1,40.34,0.0,40.34,60,60,0,3
2020-07-28,1,1011010504,辣椒类,1,66.001,0.0,66.001,225,225,0,10
2020-07-28,1,1011010801,食用菌,1,47.728,0.0,47.728,138,138,0,8
2020-07-29,1,1011010101,花叶类,1,193.729,0.0,193.729,413,413,0,12
2020-07-29,1,1011010201,花菜类,1,42.22,0.0,42.22,94,94,0,2
2020-07-29,1,1011010402,水生根茎类,1,18.597,0.0,18.597,34,34,0,2
2020-07-29,1,1011010501,茄类,1,40.777,0.0,40.777,69,69,0,3
2020-07-29,1,1011010504,辣椒类,1,82.494,0.0,82.494,282,282,0,10
2020-07-29,1,1011010801,食用菌,1,54.315,0.0,54.315,174,174,0,7
2020-07-30,1,1011010101,花叶类,1,201.743,0.0,201.743,413,413,0,11
2020-07-30,1,1011010201,花菜类,1,38.198,0.0,38.198,82,82,0,2
2020-07-30,1,1011010402,水生根茎类,1,10.645,0.0,10.645,26,26,0,2
2020-07-30,1,1011010501,茄类,1,46.311,0.0,46.311,81,81,0,3
2020-07-30,1,1011010504,辣椒类,1,68.219,-0.576,67.643,236,235,1,10
2020-07-30,1,1011010801,食用菌,1,50.774,0.0,50.774,155,155,0,7
2020-07-31,1,1011010101,花叶类,1,197.166,0.0,197.166,437,437,0,13
2020-07-31,1,1011010201,花菜类,1,37.549,0.0,37.549,74,74,0,2
2020-07-31,1,1011010402,水生根茎类,1,19.062,0.0,19.062,37,37,0,2
2020-07-31,1,1011010501,茄类,1,34.092,0.0,34.092,53,53,0,3
2020-07-31,1,1011010504,辣椒类,1,41.104,0.0,41.104,152,152,0,10
2020-07-31,1,1011010801,食用菌,1,45.587,0.0,45.587,127,127,0,7
2020-08-01,1,1011010101,花叶类,1,229.89,0.0,229.89,527,527,0,14
2020-08-01,1,1011010201,花菜类,1,54.362,0.0,54.362,121,121,0,2
2020-08-01,1,1011010402,水生根茎类,1,21.432,0.0,21.432,44,44,0,2
2020-08-01,1,1011010501,茄类,1,48.805,0.0,48.805,90,90,0,3
2020-08-01,1,1011010504,辣椒类,1,66.156,0.0,66.156,265,265,0,11
2020-08-01,1,1011010801,食用菌,1,53.797,0.0,53.797,175,175,0,7
2020-08-02,1,1011010101,花叶类,1,243.138,0.0,243.138,547,547,0,17
2020-08-02,1,1011010201,花菜类,1,49.219,0.0,49.219,99,99,0,2
2020-08-02,1,1011010402,水生根茎类,1,56.154,0.0,56.154,107,107,0,3
2020-08-02,1,1011010501,茄类,1,50.893,0.0,50.893,93,93,0,3
2020-08-02,1,1011010504,辣椒类,1,67.963,0.0,67.963,252,252,0,11
2020-08-02,1,1011010801,食用菌,1,54.961,0.0,54.961,163,163,0,8
2020-08-03,1,1011010101,花叶类,1,207.843,0.0,207.843,470,470,0,16
2020-08-03,1,1011010201,花菜类,1,44.426,0.0,44.426,89,89,0,2
2020-08-03,1,1011010402,水生根茎类,1,15.555,0.0,15.555,41,41,0,3
2020-08-03,1,1011010501,茄类,1,45.191,0.0,45.191,82,82,0,3
2020-08-03,1,1011010504,辣椒类,1,86.474,0.0,86.474,295,295,0,11
2020-08-03,1,1011010801,食用菌,1,48.575,0.0,48.575,151,151,0,8
2020-08-04,1,1011010101,花叶类,1,180.012,0.0,180.012,387,387,0,17
2020-08-04,1,1011010201,花菜类,1,44.534,0.0,44.534,99,99,0,2
2020-08-04,1,1011010402,水生根茎类,1,26.208,0.0,26.208,51,51,0,3
2020-08-04,1,1011010501,茄类,1,30.591,0.0,30.591,56,56,0,3
2020-08-04,1,1011010504,辣椒类,1,73.365,0.0,73.365,225,225,0,8
2020-08-04,1,1011010801,食用菌,1,45.301,0.0,45.301,140,140,0,7
2020-08-05,1,1011010101,花叶类,1,244.395,0.0,244.395,544,544,0,18
2020-08-05,1,1011010201,花菜类,1,43.631,0.0,43.631,101,101,0,2
2020-08-05,1,1011010402,水生根茎类,1,21.452,0.0,21.452,38,38,0,3
2020-08-05,1,1011010501,茄类,1,49.472,0.0,49.472,85,85,0,3
2020-08-05,1,1011010504,辣椒类,1,82.229,0.0,82.229,272,272,0,7
2020-08-05,1,1011010801,食用菌,1,62.84,0.0,62.84,179,179,0,7
2020-08-06,1,1011010101,花叶类,1,234.777,0.0,234.777,495,495,0,17
2020-08-06,1,1011010201,花菜类,1,40.827,0.0,40.827,84,84,0,2
2020-08-06,1,1011010402,水生根茎类,1,19.115,0.0,19.115,36,36,0,3
2020-08-06,1,1011010501,茄类,1,31.596,0.0,31.596,57,57,0,2
2020-08-06,1,1011010504,辣椒类,1,74.047,0.0,74.047,249,249,0,11
2020-08-06,1,1011010801,食用菌,1,48.611,0.0,48.611,155,155,0,8
2020-08-07,1,1011010101,花叶类,1,204.941,0.0,204.941,426,426,0,17
2020-08-07,1,1011010201,花菜类,1,40.272,0.0,40.272,89,89,0,2
2020-08-07,1,1011010402,水生根茎类,1,25.415,0.0,25.415,50,50,0,4
2020-08-07,1,1011010501,茄类,1,51.799,0.0,51.799,90,90,0,3
2020-08-07,1,1011010504,辣椒类,1,78.611,0.0,78.611,262,262,0,10
2020-08-07,1,1011010801,食用菌,1,68.177,0.0,68.177,179,179,0,11
2020-08-08,1,1011010101,花叶类,1,311.161,0.0,311.161,648,648,0,16
2020-08-08,1,1011010201,花菜类,1,58.156,0.0,58.156,132,132,0,2
2020-08-08,1,1011010402,水生根茎类,1,27.461,0.0,27.461,55,55,0,4
2020-08-08,1,1011010501,茄类,1,63.764,0.0,63.764,111,111,0,3
2020-08-08,1,1011010504,辣椒类,1,100.292,0.0,100.292,340,340,0,8
2020-08-08,1,1011010801,食用菌,1,92.144,0.0,92.144,222,222,0,12
2020-08-09,1,1011010101,花叶类,1,250.59,0.0,250.59,504,504,0,16
2020-08-09,1,1011010201,花菜类,1,54.876,0.0,54.876,117,117,0,2
2020-08-09,1,1011010402,水生根茎类,1,25.9,0.0,25.9,57,57,0,3
2020-08-09,1,1011010501,茄类,1,51.835,0.0,51.835,95,95,0,3
2020-08-09,1,1011010504,辣椒类,1,73.684,0.0,73.684,255,255,0,10
2020-08-09,1,1011010801,食用菌,1,73.073,0.0,73.073,232,232,0,10
2020-08-10,1,1011010101,花叶类,1,210.292,0.0,210.292,464,464,0,15
2020-08-10,1,1011010201,花菜类,1,50.7,0.0,50.7,116,116,0,2
2020-08-10,1,1011010402,水生根茎类,1,30.683,0.0,30.683,64,64,0,4
2020-08-10,1,1011010501,茄类,1,47.664,0.0,47.664,85,85,0,3
2020-08-10,1,1011010504,辣椒类,1,78.905,-0.17,78.735,263,262,1,9
2020-08-10,1,1011010801,食用菌,1,36.094,0.0,36.094,123,123,0,5
2020-08-11,1,1011010101,花叶类,1,216.713,0.0,216.713,455,455,0,15
2020-08-11,1,1011010201,花菜类,1,56.279,0.0,56.279,133,133,0,2
2020-08-11,1,1011010402,水生根茎类,1,20.458,0.0,20.458,47,47,0,4
2020-08-11,1,1011010501,茄类,1,33.572,0.0,33.572,60,60,0,3
2020-08-11,1,1011010504,辣椒类,1,73.292,0.0,73.292,256,256,0,10
2020-08-11,1,1011010801,食用菌,1,40.017,0.0,40.017,131,131,0,5
2020-08-12,1,1011010101,花叶类,1,206.877,0.0,206.877,438,438,0,14
2020-08-12,1,1011010201,花菜类,1,50.065,0.0,50.065,111,111,0,2
2020-08-12,1,1011010402,水生根茎类,1,27.355,0.0,27.355,57,57,0,4
2020-08-12,1,1011010501,茄类,1,36.009,0.0,36.009,66,66,0,3
2020-08-12,1,1011010504,辣椒类,1,85.166,0.0,85.166,276,276,0,10
2020-08-12,1,1011010801,食用菌,1,34.195,0.0,34.195,123,123,0,6
2020-08-13,1,1011010101,花叶类,1,188.208,0.0,188.208,386,386,0,15
2020-08-13,1,1011010201,花菜类,1,47.468,0.0,47.468,113,113,0,2
2020-08-13,1,1011010402,水生根茎类,1,19.324,0.0,19.324,44,44,0,3
2020-08-13,1,1011010501,茄类,1,31.109,0.0,31.109,58,58,0,3
2020-08-13,1,1011010504,辣椒类,1,61.768,0.0,61.768,222,222,0,9
2020-08-13,1,1011010801,食用菌,1,35.65,0.0,35.65,129,129,0,5
2020-08-14,1,1011010101,花叶类,1,217.758,0.0,217.758,483,483,0,15
2020-08-14,1,1011010201,花菜类,1,58.582,0.0,58.582,137,137,0,2
2020-08-14,1,1011010402,水生根茎类,1,29.991,0.0,29.991,50,50,0,4
2020-08-14,1,1011010501,茄类,1,37.826,0.0,37.826,67,67,0,3
2020-08-14,1,1011010504,辣椒类,1,76.489,0.0,76.489,261,261,0,10
2020-08-14,1,1011010801,食用菌,1,53.795,0.0,53.795,158,158,0,10
2020-08-15,1,1011010101,花叶类,1,245.136,0.0,245.136,507,507,0,14
2020-08-15,1,1011010201,花菜类,1,79.38,0.0,79.38,169,169,0,2
2020-08-15,1,1011010402,水生根茎类,1,25.642,0.0,25.642,47,47,0,3
2020-08-15,1,1011010501,茄类,1,43.279,0.0,43.279,82,82,0,3
2020-08-15,1,1011010504,辣椒类,1,94.285,0.0,94.285,327,327,0,10
2020-08-15,1,1011010801,食用菌,1,58.015,0.0,58.015,166,166,0,10
2020-08-16,1,1011010101,花叶类,1,241.48,0.0,241.48,483,483,0,13
2020-08-16,1,1011010201,花菜类,1,60.231,0.0,60.231,137,137,0,2
2020-08-16,1,1011010402,水生根茎类,1,24.454,0.0,24.454,52,52,0,3
2020-08-16,1,1011010501,茄类,1,48.366,0.0,48.366,84,84,0,3
2020-08-16,1,1011010504,辣椒类,1,95.285,0.0,95.285,329,329,0,9
2020-08-16,1,1011010801,食用菌,1,55.093,0.0,55.093,176,176,0,9
2020-08-17,1,1011010101,花叶类,1,215.633,0.0,215.633,465,465,0,13
2020-08-17,1,1011010201,花菜类,1,51.749,0.0,51.749,121,121,0,2
2020-08-17,1,1011010402,水生根茎类,1,15.916,0.0,15.916,32,32,0,3
2020-08-17,1,1011010501,茄类,1,35.014,0.0,35.014,64,64,0,3
2020-08-17,1,1011010504,辣椒类,1,72.953,0.0,72.953,251,251,0,9
2020-08-17,1,1011010801,食用菌,1,47.418,0.0,47.418,140,140,0,9
2020-08-18,1,1011010101,花叶类,1,225.113,0.0,225.113,470,470,0,13
2020-08-18,1,1011010201,花菜类,1,55.92,0.0,55.92,129,129,0,2
2020-08-18,1,1011010402,水生根茎类,1,21.753,0.0,21.753,38,38,0,3
2020-08-18,1,1011010501,茄类,1,34.019,0.0,34.019,66,66,0,3
2020-08-18,1,1011010504,辣椒类,1,76.92,0.0,76.92,258,258,0,10
2020-08-18,1,1011010801,食用菌,1,45.716,0.0,45.716,135,135,0,8
2020-08-19,1,1011010101,花叶类,1,214.173,0.0,214.173,437,437,0,13
2020-08-19,1,1011010201,花菜类,1,64.061,0.0,64.061,140,140,0,2
2020-08-19,1,1011010402,水生根茎类,1,17.95,0.0,17.95,35,35,0,3
2020-08-19,1,1011010501,茄类,1,30.347,0.0,30.347,57,57,0,3
2020-08-19,1,1011010504,辣椒类,1,80.919,0.0,80.919,277,277,0,9
2020-08-19,1,1011010801,食用菌,1,50.126,0.0,50.126,154,154,0,10
2020-08-20,1,1011010101,花叶类,1,233.532,0.0,233.532,470,470,0,13
2020-08-20,1,1011010201,花菜类,1,69.587,0.0,69.587,150,150,0,2
2020-08-20,1,1011010402,水生根茎类,1,22.966,0.0,22.966,48,48,0,3
2020-08-20,1,1011010501,茄类,1,37.957,0.0,37.957,67,67,0,3
2020-08-20,1,1011010504,辣椒类,1,75.953,0.0,75.953,270,270,0,10
2020-08-20,1,1011010801,食用菌,1,54.411,0.0,54.411,150,150,0,11
2020-08-21,1,1011010101,花叶类,1,207.076,0.0,207.076,422,422,0,13
2020-08-21,1,1011010201,花菜类,1,50.062,0.0,50.062,108,108,0,2
2020-08-21,1,1011010402,水生根茎类,1,34.598,0.0,34.598,54,54,0,4
2020-08-21,1,1011010501,茄类,1,29.694,0.0,29.694,54,54,0,3
2020-08-21,1,1011010504,辣椒类,1,85.198,0.0,85.198,282,282,0,10
2020-08-21,1,1011010801,食用菌,1,50.0,0.0,50.0,157,157,0,9
2020-08-22,1,1011010101,花叶类,1,273.081,0.0,273.081,557,557,0,14
2020-08-22,1,1011010201,花菜类,1,55.886,0.0,55.886,132,132,0,2
2020-08-22,1,1011010402,水生根茎类,1,42.772,0.0,42.772,54,54,0,3
2020-08-22,1,1011010501,茄类,1,30.422,0.0,30.422,58,58,0,3
2020-08-22,1,1011010504,辣椒类,1,116.801,0.0,116.801,374,374,0,9
2020-08-22,1,1011010801,食用菌,1,49.895,0.0,49.895,165,165,0,9
2020-08-23,1,1011010101,花叶类,1,261.552,0.0,261.552,524,524,0,13
2020-08-23,1,1011010201,花菜类,1,71.556,0.0,71.556,158,158,0,2
2020-08-23,1,1011010402,水生根茎类,1,46.057,0.0,46.057,58,58,0,4
2020-08-23,1,1011010501,茄类,1,47.316,0.0,47.316,90,90,0,3
2020-08-23,1,1011010504,辣椒类,1,93.714,0.0,93.714,336,336,0,9
2020-08-23,1,1011010801,食用菌,1,55.226,0.0,55.226,179,179,0,8
2020-08-24,1,1011010101,花叶类,1,260.694,0.0,260.694,485,485,0,15
2020-08-24,1,1011010201,花菜类,1,41.784,0.0,41.784,89,89,0,2
2020-08-24,1,1011010402,水生根茎类,1,20.305,0.0,20.305,37,37,0,3
2020-08-24,1,1011010501,茄类,1,26.874,0.0,26.874,55,55,0,3
2020-08-24,1,1011010504,辣椒类,1,97.079,0.0,97.079,281,281,0,10
2020-08-24,1,1011010801,食用菌,1,39.576,0.0,39.576,111,111,0,9
2020-08-25,1,1011010101,花叶类,1,343.427,0.0,343.427,568,568,0,14
2020-08-25,1,1011010201,花菜类,1,47.761,0.0,47.761,106,106,0,2
2020-08-25,1,1011010402,水生根茎类,1,20.062,0.0,20.062,42,42,0,3
2020-08-25,1,1011010501,茄类,1,23.272,0.0,23.272,52,52,0,3
