product_code_a,product_name_a,category_a,product_code_b,product_name_b,category_b,same_category,n_days,positive_days_a,positive_days_b,min_positive_days,joint_positive_days,union_positive_days,jaccard_positive_days,raw_spearman_rho,raw_spearman_p,raw_spearman_p_fdr,raw_spearman_ci_low,raw_spearman_ci_high,residual_spearman_rho,residual_spearman_p,residual_spearman_p_fdr,residual_spearman_ci_low,residual_spearman_ci_high,residual_change,eligible_for_overlap_screen,raw_strong,residual_strong,residual_significant_fdr,robust_residual_relation
102900011034200,苋菜(份),花叶类,102900011034217,小白菜(份),花叶类,True,1085,56,47,47,28,75,0.37333333,0.5336062,0.0,0.0,0.48964158,0.57486438,0.71927949,0.0,0.0,0.68927114,0.74682415,0.18567329,True,True,True,True,True
102900011001561,莲蓬(个),水生根茎类,102900011034217,小白菜(份),花叶类,False,1085,86,47,47,39,94,0.41489362,0.6020358,0.0,0.0,0.5626823,0.6386668,0.71428676,0.0,0.0,0.68384283,0.74224787,0.11225096,True,True,True,True,True
102900011022849,本地黄心油菜,花叶类,102900011035771,黄白菜(1),花叶类,True,1085,115,70,70,62,123,0.50406504,0.6751185,0.0,0.0,0.64137413,0.70625597,0.71002746,0.0,0.0,0.67921462,0.73834179,0.03490897,True,True,True,True,True
102900011031995,姬菇(份),食用菌,102900011032619,西峡香菇(2),食用菌,True,1085,100,69,69,51,118,0.43220339,0.59778228,0.0,0.0,0.55812418,0.63471553,0.70931402,0.0,0.0,0.67843963,0.73768732,0.11153174,True,True,True,True,True
102900011031995,姬菇(份),食用菌,102900011033937,金针菇(2),食用菌,True,1085,100,89,89,67,122,0.54918033,0.68928328,0.0,0.0,0.65670865,0.71929066,0.70754904,0.0,0.0,0.67652266,0.73606802,0.01826576,True,True,True,True,True
102900011030134,菜心(份),花叶类,102900011034224,小青菜(份),花叶类,True,1085,275,179,179,151,303,0.49834983,0.671853,0.0,0.0,0.63784278,0.70324799,0.70750695,0.0,0.0,0.67647695,0.7360294,0.03565396,True,True,True,True,True
102900011022849,本地黄心油菜,花叶类,102900011035764,龙牙菜,花叶类,True,1085,115,63,63,53,125,0.424,0.60690862,0.0,0.0,0.56790701,0.64319099,0.70629133,0.0,0.0,0.67515689,0.73491391,0.09938271,True,True,True,True,True
102900011001813,金针菇(袋)(1),食用菌,102900011011546,海鲜菇(袋)(1),食用菌,True,1085,123,172,123,104,191,0.54450262,0.70440079,0.0,0.0,0.67310435,0.7331788,0.70358432,0.0,0.0,0.67221805,0.73242934,-0.00081647,True,True,True,True,True
102900011035771,黄白菜(1),花叶类,102900011035788,西峡香菇(份),食用菌,False,1085,70,65,65,49,86,0.56976744,0.70592803,0.0,0.0,0.67476243,0.73458051,0.70077583,0.0,0.0,0.66917009,0.72985081,-0.0051522,True,True,True,True,True
102900011035764,龙牙菜,花叶类,102900011035788,西峡香菇(份),食用菌,False,1085,63,65,63,42,86,0.48837209,0.62993879,0.0,0.0,0.59264293,0.66453924,0.69871993,0.0,0.0,0.66693956,0.72796273,0.06878114,True,True,True,True,True
102900005115960,大白菜,花叶类,102900011018095,虫草花(袋),食用菌,False,1085,480,141,141,141,480,0.29375,0.61341509,0.0,0.0,0.57488825,0.64922801,0.6985467,0.0,0.0,0.66675164,0.72780362,0.08513162,True,True,True,True,True
102900011031995,姬菇(份),食用菌,102900011034217,小白菜(份),花叶类,False,1085,100,47,47,43,104,0.41346154,0.61026495,0.0,0.0,0.57150755,0.64630572,0.69659721,0.0,0.0,0.66463713,0.72601281,0.08633226,True,True,True,True,True
102900011032206,青杭椒(份),辣椒类,102900011032787,竹叶菜(份),花叶类,False,1085,110,77,77,61,126,0.48412698,0.64546199,0.0,0.0,0.60935565,0.67889696,0.69641974,0.0,0.0,0.66444467,0.72584977,0.05095775,True,True,True,True,True
106930274220092,蟹味菇(袋),食用菌,106949711300068,金针菇(袋)(3),食用菌,True,1085,99,258,99,98,259,0.37837838,0.60909577,0.0,0.0,0.57025313,0.64522084,0.69490781,0.0,0.0,0.66280514,0.7244606,0.08581204,True,True,True,True,True
106949711300068,金针菇(袋)(3),食用菌,106958851400125,海鲜菇(袋)(4),食用菌,True,1085,258,314,258,216,356,0.60674157,0.68175403,0.0,0.0,0.64855428,0.71236474,0.69266914,0.0,0.0,0.66037811,0.72240326,0.0109151,True,True,True,True,True
102900011032206,青杭椒(份),辣椒类,102900011033234,红薯尖(份),花叶类,False,1085,110,58,58,52,116,0.44827586,0.64182328,0.0,0.0,0.60543523,0.67553374,0.69172398,0.0,0.0,0.65935363,0.7215345,0.0499007,True,True,True,True,True
102900011031582,青尖椒(份),辣椒类,102900011032213,红杭椒(份),辣椒类,True,1085,193,192,192,142,243,0.58436214,0.70131355,0.0,0.0,0.66975357,0.73034456,0.68817957,0.0,0.0,0.65551283,0.71827577,-0.01313397,True,True,True,True,True
102900011001561,莲蓬(个),水生根茎类,102900011033975,青茄子(2),茄类,False,1085,86,52,52,35,103,0.33980583,0.508241,0.0,0.0,0.46272301,0.55108622,0.68289658,0.0,0.0,0.64979119,0.71341611,0.17465558,True,True,True,True,True
102900011032251,螺丝椒(份),辣椒类,102900011035078,红椒(2),辣椒类,True,1085,382,288,288,285,385,0.74025974,0.85578954,0.0,0.0,0.83900734,0.8709451,0.68144916,0.0,0.0,0.64822425,0.71208417,-0.17434038,True,True,True,True,True
102900011032732,高瓜(2),水生根茎类,102900011033982,紫茄子(1),茄类,False,1085,159,44,44,38,165,0.23030303,0.45567142,0.0,0.0,0.40720001,0.50158326,0.67128253,0.0,0.0,0.63722602,0.7027224,0.21561111,True,False,True,True,True
102900011001561,莲蓬(个),水生根茎类,102900011033234,红薯尖(份),花叶类,False,1085,86,58,58,32,112,0.28571429,0.43767669,0.0,0.0,0.38827626,0.48456888,0.67021956,0.0,0.0,0.6360769,0.70174295,0.23254287,True,False,True,True,True
102900011031995,姬菇(份),食用菌,102900011032732,高瓜(2),水生根茎类,False,1085,100,159,100,61,198,0.30808081,0.46202815,0.0,0.0,0.41389488,0.50758519,0.66882677,0.0,0.0,0.63457146,0.70045942,0.20679862,True,False,True,True,True
102900011007969,红莲藕带,水生根茎类,106972776821582,鲜粽叶(袋)(3),花叶类,False,1085,96,31,31,30,97,0.30927835,0.53265922,0.0,0.0,0.4886351,0.5739779,0.66649764,0.0,0.0,0.63205453,0.69831254,0.13383842,True,True,True,True,True
102900011031582,青尖椒(份),辣椒类,102900011031995,姬菇(份),食用菌,False,1085,193,100,100,89,204,0.43627451,0.61053859,0.0,0.0,0.57180117,0.64655961,0.6654146,0.0,0.0,0.63088442,0.69731406,0.05487601,True,True,True,True,True
102900011010891,野藕(1),水生根茎类,102900011035740,蟹味菇与白玉菇双拼(盒),食用菌,False,1085,164,137,137,108,193,0.55958549,0.68673122,0.0,0.0,0.65394385,0.71694377,0.66072793,0.0,0.0,0.62582274,0.69299185,-0.02600329,True,True,True,True,True
102900005115625,本地小毛白菜,花叶类,102900011035771,黄白菜(1),花叶类,True,1085,47,70,47,31,86,0.36046512,0.51448289,0.0,0.0,0.46933937,0.55694403,0.6599266,0.0,0.0,0.62495758,0.6922526,0.14544371,True,True,True,True,True
102900011031995,姬菇(份),食用菌,102900011034200,苋菜(份),花叶类,False,1085,100,56,56,37,119,0.31092437,0.47215568,0.0,0.0,0.4245719,0.51713834,0.65906396,0.0,0.0,0.62402633,0.69145671,0.18690828,True,False,True,True,True
102900011032732,高瓜(2),水生根茎类,102900011034217,小白菜(份),花叶类,False,1085,159,47,47,36,170,0.21176471,0.41423868,0.0,0.0,0.36369054,0.46235446,0.65759448,0.0,0.0,0.6224402,0.69010078,0.24335579,True,False,True,True,True
102900011007969,红莲藕带,水生根茎类,106971533450003,海鲜菇(包),食用菌,False,1085,96,119,96,58,157,0.36942675,0.51537491,0.0,0.0,0.47028532,0.55778082,0.65679794,0.0,0.0,0.62158056,0.68936569,0.14142303,True,True,True,True,True
102900005117209,七彩椒(1),辣椒类,102900011001219,红灯笼椒(1),辣椒类,True,1085,284,272,272,209,347,0.60230548,0.70219925,0.0,0.0,0.67071475,0.73115779,0.65566062,0.0,0.0,0.62035327,0.68831599,-0.04653863,True,True,True,True,True
102900011032350,灯笼椒(2),辣椒类,106930274620090,海鲜菇(袋)(2),食用菌,False,1085,101,51,51,43,109,0.39449541,0.58009878,0.0,0.0,0.53919995,0.61826785,0.6520821,0.0,0.0,0.61649281,0.68501227,0.07198332,True,True,True,True,True
102900011033937,金针菇(2),食用菌,102900011033975,青茄子(2),茄类,False,1085,89,52,52,33,108,0.30555556,0.47159252,0.0,0.0,0.42397784,0.51660742,0.65172946,0.0,0.0,0.61611248,0.68468663,0.18013694,True,False,True,True,True
102900005115625,本地小毛白菜,花叶类,102900011035788,西峡香菇(份),食用菌,False,1085,47,65,47,26,86,0.30232558,0.44803679,0.0,0.0,0.39916614,0.4943689,0.64945978,0.0,0.0,0.61366498,0.68259046,0.20142299,True,False,True,True,True
102900011031995,姬菇(份),食用菌,102900011033982,紫茄子(1),茄类,False,1085,100,44,44,33,111,0.2972973,0.48036802,0.0,0.0,0.43323955,0.5248767,0.64824729,0.0,0.0,0.61235778,0.68147044,0.16787927,True,False,True,True,True
102900011033937,金针菇(2),食用菌,102900011033982,紫茄子(1),茄类,False,1085,89,44,44,30,103,0.29126214,0.46556611,0.0,0.0,0.41762329,0.51092377,0.64801085,0.0,0.0,0.61210289,0.68125201,0.18244474,True,False,True,True,True
102900011030929,鲜木耳(份),食用菌,102900011034224,小青菜(份),花叶类,False,1085,182,179,179,142,219,0.64840183,0.74759098,0.0,0.0,0.72011637,0.7727249,0.64770753,0.0,0.0,0.61177591,0.68097179,-0.09988345,True,True,True,True,True
102900011022849,本地黄心油菜,花叶类,102900011030912,海鲜菇(份),食用菌,False,1085,115,162,115,98,179,0.54748603,0.69031959,0.0,0.0,0.6578316,0.72024346,0.64687346,0.0,0.0,0.61087687,0.6802012,-0.04344613,True,True,True,True,True
102900011033234,红薯尖(份),花叶类,102900011033937,金针菇(2),食用菌,False,1085,58,89,58,33,114,0.28947368,0.44229963,0.0,0.0,0.3931339,0.48894335,0.64625427,0.0,0.0,0.6102095,0.67962908,0.20395465,True,False,True,True,True
102900005115625,本地小毛白菜,花叶类,102900011035764,龙牙菜,花叶类,True,1085,47,63,47,26,84,0.30952381,0.4561715,0.0,0.0,0.4077265,0.50205559,0.64471328,0.0,0.0,0.60854883,0.67820505,0.18854178,True,False,True,True,True
102900011030141,上海青(份),花叶类,102900011031995,姬菇(份),食用菌,False,1085,287,100,100,86,301,0.28571429,0.50519961,0.0,0.0,0.45950098,0.54823044,0.64350566,0.0,0.0,0.60724764,0.67708892,0.13830606,True,True,True,True,True
102900011001561,莲蓬(个),水生根茎类,102900011032787,竹叶菜(份),花叶类,False,1085,86,77,77,31,132,0.23484848,0.35385168,0.0,0.0,0.30066929,0.4048403,0.64268641,0.0,0.0,0.60636502,0.67633165,0.28883473,True,False,True,True,True
102900011032732,高瓜(2),水生根茎类,102900011033975,青茄子(2),茄类,False,1085,159,52,52,41,170,0.24117647,0.45015807,0.0,0.0,0.4013976,0.49637405,0.64049907,0.0,0.0,0.60400893,0.67430943,0.190341,True,False,True,True,True
102900011030141,上海青(份),花叶类,102900011032732,高瓜(2),水生根茎类,False,1085,287,159,159,129,317,0.40694006,0.55652081,0.0,0.0,0.51403177,0.59628553,0.63835044,0.0,0.0,0.60169517,0.67232252,0.08182964,True,True,True,True,True
102900011030141,上海青(份),花叶类,102900011031582,青尖椒(份),辣椒类,False,1085,287,193,193,162,318,0.50943396,0.63729728,0.0,0.0,0.60056129,0.67134844,0.63612031,0.0,0.0,0.59929428,0.67025971,-0.00117697,True,True,True,True,True
102900011031995,姬菇(份),食用菌,102900011033975,青茄子(2),茄类,False,1085,100,52,52,36,116,0.31034483,0.47945409,0.0,0.0,0.43227451,0.52401588,0.63576556,0.0,0.0,0.59891243,0.66993153,0.15631147,True,False,True,True,True
102900011032732,高瓜(2),水生根茎类,102900011034224,小青菜(份),花叶类,False,1085,159,179,159,113,225,0.50222222,0.63177487,0.0,0.0,0.59461803,0.6662388,0.6355755,0.0,0.0,0.59870786,0.6697557,0.00380063,True,True,True,True,True
102900011033944,杏鲍菇(2),食用菌,102900011034026,枝江青梗散花,花菜类,False,1085,293,337,293,275,355,0.77464789,0.8328272,0.0,0.0,0.81364114,0.85020115,0.63316368,0.0,0.0,0.59611229,0.66752411,-0.19966352,True,True,True,True,True
102900011022849,本地黄心油菜,花叶类,102900011035511,净藕(3),水生根茎类,False,1085,115,70,70,66,119,0.55462185,0.71467429,0.0,0.0,0.68426405,0.74260317,0.63312967,0.0,0.0,0.59607569,0.66749263,-0.08154462,True,True,True,True,True
102900005116547,金针菇(1),食用菌,102900011009970,青梗散花,花菜类,False,1085,448,444,444,410,482,0.85062241,0.87212992,0.0,0.0,0.85710288,0.88567401,0.63098768,0.0,0.0,0.59377118,0.66551018,-0.24114225,True,True,True,True,True
102900011022030,组合椒系列,辣椒类,106949711300068,金针菇(袋)(3),食用菌,False,1085,176,258,176,165,269,0.6133829,0.71616797,0.0,0.0,0.68588777,0.74397247,0.63071264,0.0,0.0,0.59347531,0.66525559,-0.08545533,True,True,True,True,True
102900011030912,海鲜菇(份),食用菌,102900011030929,鲜木耳(份),食用菌,True,1085,162,182,162,121,223,0.5426009,0.67120918,0.0,0.0,0.63714672,0.70265482,0.63008378,0.0,0.0,0.59279888,0.66467346,-0.0411254,True,True,True,True,True
102900011032732,高瓜(2),水生根茎类,102900011034200,苋菜(份),花叶类,False,1085,159,56,56,41,174,0.23563218,0.41809892,0.0,0.0,0.36773497,0.46601733,0.62896433,0.0,0.0,0.59159487,0.66363709,0.21086541,True,False,True,True,True
102900011001561,莲蓬(个),水生根茎类,102900011033982,紫茄子(1),茄类,False,1085,86,44,44,31,99,0.31313131,0.48995688,0.0,0.0,0.44337108,0.53390283,0.62610428,0.0,0.0,0.58851952,0.66098868,0.1361474,True,False,True,True,True
102900011030141,上海青(份),花叶类,102900011030912,海鲜菇(份),食用菌,False,1085,287,162,162,137,312,0.43910256,0.60860389,0.0,0.0,0.56972544,0.64476438,0.62459949,0.0,0.0,0.58690189,0.6595949,0.0159956,True,True,True,True,True
102900011031582,青尖椒(份),辣椒类,102900011033920,黄心菜(2),花叶类,False,1085,193,223,193,131,285,0.45964912,0.57854148,0.0,0.0,0.53753536,0.61681779,0.62399387,0.0,0.0,0.58625095,0.65903389,0.04545239,True,True,True,True,True
102900011032619,西峡香菇(2),食用菌,102900011032732,高瓜(2),水生根茎类,False,1085,69,159,69,51,177,0.28813559,0.47673404,0.0,0.0,0.42940302,0.52145337,0.62361024,0.0,0.0,0.58583863,0.6586785,0.1468762,True,False,True,True,True
106930274220092,蟹味菇(袋),食用菌,106958851400125,海鲜菇(袋)(4),食用菌,True,1085,99,314,99,94,319,0.29467085,0.52657172,0.0,0.0,0.4821679,0.568277,0.6212418,0.0,0.0,0.58329351,0.65648403,0.09467008,True,True,True,True,True
102900011031995,姬菇(份),食用菌,102900011032213,红杭椒(份),辣椒类,False,1085,100,192,100,80,212,0.37735849,0.54711515,0.0,0.0,0.50401212,0.58749973,0.6207422,0.0,0.0,0.58275674,0.65602106,0.07362705,True,True,True,True,True
102900011032213,红杭椒(份),辣椒类,102900011033937,金针菇(2),食用菌,False,1085,192,89,89,72,209,0.34449761,0.5223269,0.0,0.0,0.47766118,0.56429939,0.61943795,0.0,0.0,0.5813556,0.65481229,0.09711105,True,True,True,True,True
106971533450003,海鲜菇(包),食用菌,106972776821582,鲜粽叶(袋)(3),花叶类,False,1085,119,31,31,31,119,0.2605042,0.50722523,0.0,0.0,0.46164677,0.55013255,0.61730697,0.0,0.0,0.5790668,0.65283692,0.11008174,True,True,True,True,True
102900011001561,莲蓬(个),水生根茎类,102900011032206,青杭椒(份),辣椒类,False,1085,86,110,86,50,146,0.34246575,0.48397165,0.0,0.0,0.43704572,0.52827002,0.61647767,0.0,0.0,0.57817625,0.65206806,0.13250602,True,False,True,True,True
102900011032787,竹叶菜(份),花叶类,102900011033937,金针菇(2),食用菌,False,1085,77,89,77,32,134,0.23880597,0.35963205,0.0,0.0,0.30668178,0.41036319,0.61621463,0.0,0.0,0.5778938,0.65182417,0.25658258,True,False,True,True,True
102900011032213,红杭椒(份),辣椒类,102900011032732,高瓜(2),水生根茎类,False,1085,192,159,159,109,242,0.45041322,0.57372733,0.0,0.0,0.53239156,0.61233348,0.61608744,0.0,0.0,0.57775723,0.65170624,0.04236011,True,True,True,True,True
102900011030912,海鲜菇(份),食用菌,102900011031582,青尖椒(份),辣椒类,False,1085,162,193,162,112,243,0.46090535,0.5834836,0.0,0.0,0.54281906,0.62141871,0.61514705,0.0,0.0,0.57674754,0.65083424,0.03166345,True,True,True,True,True
102900011032732,高瓜(2),水生根茎类,102900011033937,金针菇(2),食用菌,False,1085,159,89,89,54,194,0.27835052,0.42901586,0.0,0.0,0.37918313,0.47636723,0.6142742,0.0,0.0,0.57581047,0.65002479,0.18525833,True,False,True,True,True
102900011032251,螺丝椒(份),辣椒类,102900011033944,杏鲍菇(2),食用菌,False,1085,382,293,293,277,398,0.6959799,0.80839023,0.0,0.0,0.78672594,0.82806563,0.61401849,0.0,0.0,0.57553597,0.64978765,-0.19437173,True,True,True,True,True
102900011022030,组合椒系列,辣椒类,106930274220092,蟹味菇(袋),食用菌,False,1085,176,99,99,69,206,0.33495146,0.48154837,0.0,0.0,0.43448606,0.52598832,0.60865899,0.0,0.0,0.56978456,0.64481552,0.12711062,True,False,True,True,True
102900011032251,螺丝椒(份),辣椒类,106949711300259,金针菇(盒),食用菌,False,1085,382,429,382,315,496,0.63508065,0.7623345,0.0,0.0,0.7362225,0.78617995,0.60786284,0.0,0.0,0.56893051,0.64407665,-0.15447166,True,True,True,True,True
102900011031995,姬菇(份),食用菌,102900011034224,小青菜(份),花叶类,False,1085,100,179,100,75,204,0.36764706,0.5338803,0.0,0.0,0.48993293,0.57512095,0.60612079,0.0,0.0,0.56706207,0.6424597,0.07224049,True,True,True,True,True
102900011031995,姬菇(份),食用菌,102900011033234,红薯尖(份),花叶类,False,1085,100,58,58,35,123,0.28455285,0.43468305,0.0,0.0,0.38513211,0.4817349,0.60331613,0.0,0.0,0.56405478,0.63985577,0.16863308,True,False,True,True,True
102900011032619,西峡香菇(2),食用菌,102900011033937,金针菇(2),食用菌,True,1085,69,89,69,51,107,0.47663551,0.62358917,0.0,0.0,0.58581599,0.65865897,0.60270187,0.0,0.0,0.56339628,0.63928537,-0.0208873,True,True,True,True,True
102900011030042,枝江红菜苔(份),花叶类,102900011030158,小青菜(2),花叶类,True,1085,52,46,46,44,54,0.81481481,0.89490653,0.0,0.0,0.882388,0.90615903,0.60255619,0.0,0.0,0.56324012,0.63915008,-0.29235034,True,True,True,True,True
102900011032213,红杭椒(份),辣椒类,102900011033920,黄心菜(2),花叶类,False,1085,192,223,192,142,273,0.52014652,0.63175264,0.0,0.0,0.59459411,0.66621822,0.600949,0.0,0.0,0.56151744,0.63765741,-0.03080364,True,True,True,True,True
102900011030059,云南生菜(份),花叶类,102900011034026,枝江青梗散花,花菜类,False,1085,400,337,337,305,432,0.70601852,0.80402533,0.0,0.0,0.78192704,0.82410534,0.60080364,0.0,0.0,0.56136165,0.63752239,-0.20322169,True,True,True,True,True
102900011022849,本地黄心油菜,花叶类,102900011035788,西峡香菇(份),食用菌,False,1085,115,65,65,54,126,0.42857143,0.59626685,0.0,0.0,0.5565008,0.63330731,0.60049682,0.0,0.0,0.56103283,0.6372374,0.00422997,True,True,True,True,True
102900005123880,灯笼椒(1),辣椒类,102900011001219,红灯笼椒(1),辣椒类,True,1085,217,272,217,177,312,0.56730769,0.6661661,0.0,0.0,0.63169632,0.6980069,0.60015582,0.0,0.0,0.5606674,0.63692065,-0.06601027,True,True,True,True,True
102900011032619,西峡香菇(2),食用菌,102900011034200,苋菜(份),花叶类,False,1085,69,56,56,21,104,0.20192308,0.30193122,0.0,0.0,0.24685272,0.35506522,0.59955355,0.0,0.0,0.560022,0.63636117,0.29762233,True,False,True,True,True
102900011030141,上海青(份),花叶类,102900011032367,红灯笼椒(2),辣椒类,False,1085,287,182,182,145,324,0.44753086,0.58344069,0.0,0.0,0.54277317,0.62137878,0.59788162,0.0,0.0,0.5582306,0.63480783,0.01444093,True,True,True,True,True
102900011030929,鲜木耳(份),食用菌,102900011033920,黄心菜(2),花叶类,False,1085,182,223,182,146,259,0.56370656,0.68137312,0.0,0.0,0.64814194,0.71201419,0.59776646,0.0,0.0,0.55810723,0.63470083,-0.08360665,True,True,True,True,True
102900011031995,姬菇(份),食用菌,102900011033920,黄心菜(2),花叶类,False,1085,100,223,100,90,233,0.38626609,0.58451726,0.0,0.0,0.54392457,0.62238068,0.59688807,0.0,0.0,0.55716623,0.63388461,0.01237081,True,True,True,True,True
102900011030059,云南生菜(份),花叶类,102900011032022,小皱皮(份),辣椒类,False,1085,400,441,400,359,482,0.74481328,0.8190159,0.0,0.0,0.79841909,0.83769813,0.59688229,0.0,0.0,0.55716004,0.63387924,-0.22213361,True,True,True,True,True
102900011031582,青尖椒(份),辣椒类,102900011032732,高瓜(2),水生根茎类,False,1085,193,159,159,104,248,0.41935484,0.54100668,0.0,0.0,0.4975111,0.58178872,0.59639362,0.0,0.0,0.55663658,0.63342512,0.05538694,True,True,True,True,True
