销售日期,品类,日销售量,日销售额,日成本额,正销售量,折扣销售量,交易条数,单品数,日平均售价,日平均进价,加成率,折扣销量占比,星期,月份,时间趋势
2020-07-06,辣椒类,58.682,645.2908,365.2896,58.682,0.0,223,10,10.996400940663236,6.224900310146212,0.7665184007428627,0.0,1,7,0.013689253935660506
2020-07-06,食用菌,40.578,487.603,291.28319,40.578,1.0,137,6,12.01643747843659,7.178352555571984,0.6739826283830521,0.024643895707033365,1,7,0.013689253935660506
2020-07-07,水生根茎类,3.117,31.17,17.01882,3.117,0.0,11,1,10.0,5.460000000000001,0.8315018315018312,0.0,2,7,0.01642710472279261
2020-07-07,花叶类,172.052,1328.409,826.8484100000001,175.052,15.177,382,15,7.720973891614164,4.805805279799131,0.6065931601658399,0.08669995201425862,2,7,0.01642710472279261
2020-07-07,花菜类,45.749,526.991,334.62056,45.749,0.0,97,2,11.519180747120155,7.314270475857396,0.5748912738655387,0.0,2,7,0.01642710472279261
2020-07-07,茄类,32.112,186.848,105.2496,32.112,0.0,56,2,5.818634778276034,3.277578475336323,0.7752846566637783,0.0,2,7,0.01642710472279261
2020-07-07,辣椒类,42.213,531.0704,287.56131,42.213,0.0,191,10,12.580731054414516,6.812150522350934,0.8468075555783217,0.0,2,7,0.01642710472279261
2020-07-07,食用菌,52.56,622.3339,366.0731,52.56,1.441,175,7,11.84044710806697,6.964861111111111,0.7000263062213528,0.02741628614916286,2,7,0.01642710472279261
2020-07-08,水生根茎类,10.605,155.484,87.09302,10.605,0.0,26,2,14.661386138613862,8.212448844884488,0.7852636181406962,0.0,3,7,0.019164955509924708
2020-07-08,花叶类,152.57,1210.445,743.39119,158.57,15.216,336,16,7.933702562758079,4.872459788949335,0.6282746100340522,0.095957621239831,3,7,0.019164955509924708
2020-07-08,花菜类,45.433,532.102,333.56052999999997,45.433,0.0,95,2,11.711795391015341,7.34181167873572,0.5952187148761279,0.0,3,7,0.019164955509924708
2020-07-08,茄类,39.67,232.2832,140.22252,39.67,0.576,64,2,5.855386942273758,3.5347244769347115,0.6565327737655833,0.014519788253087975,3,7,0.019164955509924708
2020-07-08,辣椒类,65.88,768.061,425.2001,65.88,2.6470000000000002,242,10,11.658485124468733,6.454160595021252,0.8063518799736877,0.04017911353976929,3,7,0.019164955509924708
2020-07-08,食用菌,43.968,565.4192,334.49906,43.968,0.0,153,5,12.859788937409025,7.607784297671032,0.6903461552328432,0.0,3,7,0.019164955509924708
2020-07-09,水生根茎类,2.106,21.060000000000002,11.51982,2.106,0.0,7,1,10.000000000000002,5.47,0.828153564899452,0.0,4,7,0.02190280629705681
2020-07-09,花叶类,187.439,1395.7574,851.89614,187.439,0.288,391,15,7.446462048986604,4.544924695500936,0.638412635606026,0.0015364998746258782,4,7,0.02190280629705681
2020-07-09,花菜类,41.131,496.204,310.57561,41.131,0.0,89,2,12.063990663976076,7.550888867277722,0.5976914607042068,0.0,4,7,0.02190280629705681
2020-07-09,茄类,25.921,205.51999999999998,101.05523,25.921,0.0,48,3,7.928706454226303,3.898585316924501,1.033739372024585,0.0,4,7,0.02190280629705681
2020-07-09,辣椒类,58.86,615.355,334.93565,58.86,0.0,219,10,10.454553177030242,5.690378015630309,0.8372335103772919,0.0,4,7,0.02190280629705681
2020-07-09,食用菌,37.837,464.1238,272.77872,37.837,0.0,133,5,12.266400613156433,7.209311520469382,0.7014663020634453,0.0,4,7,0.02190280629705681
2020-07-10,水生根茎类,9.025,128.7304,72.05799999999999,9.025,0.244,28,2,14.26375623268698,7.984265927977838,0.7864831108273891,0.02703601108033241,5,7,0.024640657084188913
2020-07-10,花叶类,179.833,1305.5266,804.03227,179.833,24.869,383,16,7.259660907619847,4.470994033353167,0.6237241323659808,0.13828941295535302,5,7,0.024640657084188913
2020-07-10,花菜类,62.344,659.9568,408.09664000000004,62.344,5.177,136,2,10.585730784036956,6.545884768381882,0.6171581319561954,0.08303926600795584,5,7,0.024640657084188913
2020-07-10,茄类,37.86,268.3507,175.53506,37.86,3.698,62,3,7.087974115161121,4.636425250924458,0.528758414415901,0.097675647120972,5,7,0.024640657084188913
2020-07-10,辣椒类,58.936,714.7903,389.6118,58.936,2.27,243,8,12.128245893850957,6.610760825302023,0.8346217953357675,0.038516356725940004,5,7,0.024640657084188913
2020-07-10,食用菌,41.429,470.81010000000003,280.45096,41.429,4.399,135,6,11.364264162784524,6.769435902387216,0.6787608785507457,0.10618166018972217,5,7,0.024640657084188913
2020-07-11,水生根茎类,8.928,132.1233,75.09624,8.928,1.522,23,2,14.798756720430106,8.411317204301074,0.7593863554287139,0.1704749103942652,6,7,0.02737850787132101
2020-07-11,花叶类,270.343,2100.1127,1295.97395,271.12,32.209,572,15,7.768326533329881,4.793813599760305,0.6204899025941069,0.1187997934493951,6,7,0.02737850787132101
2020-07-11,花菜类,76.564,784.2707,480.97809,76.564,7.188,139,2,10.24333498772269,6.282039731466487,0.6305746900030309,0.0938822423070895,6,7,0.02737850787132101
2020-07-11,茄类,68.277,405.2064,259.42737999999997,68.277,7.954,116,2,5.93474229974955,3.7996306223179106,0.5619261158941666,0.11649603819734317,6,7,0.02737850787132101
2020-07-11,辣椒类,85.936,1060.3598,607.95205,85.936,8.483,306,9,12.338947588903368,7.074474609011356,0.7441503815967065,0.09871299571774343,6,7,0.02737850787132101
2020-07-11,食用菌,52.238,700.3148,414.16644,52.238,3.681,184,5,13.406233010452162,7.928451318963208,0.6909018509563449,0.07046594433171255,6,7,0.02737850787132101
2020-07-12,水生根茎类,13.994,247.9604,160.84429,13.994,1.369,36,3,17.719051021866512,11.493803773045592,0.5416176725950295,0.09782764041732171,7,7,0.030116358658453114
2020-07-12,花叶类,300.189,2195.9922,1347.29798,300.189,28.834,653,15,7.315365319848495,4.488165722261642,0.6299231740850675,0.0960528200566976,7,7,0.030116358658453114
2020-07-12,花菜类,71.615,777.0745000000001,453.07710000000003,71.615,7.611,148,2,10.85072261397752,6.3265670599734705,0.7151043387538236,0.10627661802694967,7,7,0.030116358658453114
2020-07-12,茄类,81.706,582.6195,349.90475,81.706,8.576,135,3,7.130681957261401,4.2824853743911095,0.6650802825626116,0.10496169191981006,7,7,0.030116358658453114
2020-07-12,辣椒类,72.168,852.3497,478.16186,72.459,6.286,298,10,11.810632136126815,6.625677031371244,0.7825547608502277,0.08675250831504712,7,7,0.030116358658453114
2020-07-12,食用菌,55.96,678.7291,404.70772,55.96,5.186,185,6,12.128825947105074,7.232089349535382,0.6770846377726623,0.09267333809864188,7,7,0.030116358658453114
2020-07-13,水生根茎类,11.605,164.1054,93.2922,11.605,1.263,31,2,14.140922016372253,8.038965962947005,0.7590473801668307,0.10883239982766048,1,7,0.03285420944558522
2020-07-13,花叶类,190.832,1422.2044,893.4994,190.832,19.911,396,13,7.4526515469103725,4.682125639305777,0.5917239563898979,0.1043378469019871,1,7,0.03285420944558522
2020-07-13,花菜类,32.028,315.3762,184.14828,32.028,2.807,73,2,9.846890221056576,5.74960284750843,0.7126209378659416,0.08764206319470463,1,7,0.03285420944558522
2020-07-13,茄类,44.379,306.6984,178.77488,44.379,1.117,79,3,6.9108902859460555,4.0283665697739925,0.7155564584912599,0.02516956218031051,1,7,0.03285420944558522
2020-07-13,辣椒类,61.24,662.7452,394.18037,61.24,3.297,220,10,10.822096668843892,6.4366487589810575,0.6813247194425234,0.05383736120182887,1,7,0.03285420944558522
2020-07-13,食用菌,42.113,544.001,315.12332,42.113,2.3129999999999997,145,5,12.917650131788283,7.48280388478617,0.7263114643498934,0.05492365777788331,1,7,0.03285420944558522
2020-07-14,水生根茎类,9.007,135.8165,68.40452,9.007,0.325,22,2,15.078994115687799,7.594595314755192,0.9854901401252429,0.03608304651937382,2,7,0.03559206023271732
2020-07-14,花叶类,190.599,1375.1632,827.31406,190.599,7.468,413,13,7.214954957790964,4.34060021301266,0.6622021388105019,0.03918173757469871,2,7,0.03559206023271732
2020-07-14,花菜类,57.575,558.9169,302.20297,57.575,4.54,115,2,9.707631784628745,5.248857490230134,0.8494752053561885,0.07885366912722536,2,7,0.03559206023271732
2020-07-14,茄类,34.747,225.4722,133.51474,34.747,2.987,64,3,6.488968831841597,3.842482516476242,0.6887438795147263,0.08596425590698478,2,7,0.03559206023271732
2020-07-14,辣椒类,66.745,710.1373,413.12407,66.745,3.4720000000000004,225,10,10.63955801932729,6.189588283766574,0.7189443839474179,0.05201887781856319,2,7,0.03559206023271732
2020-07-14,食用菌,44.836,537.0122,294.55924,44.836,3.988,148,7,11.97725488446784,6.569703809438844,0.8231042421212116,0.08894638237130877,2,7,0.03559206023271732
2020-07-15,水生根茎类,10.238,151.4427,76.89184,10.238,0.623,24,2,14.792215276421176,7.510435631959368,0.9695548968525138,0.06085172885329166,3,7,0.038329911019849415
2020-07-15,花叶类,217.442,1478.0207,889.30727,218.094,8.45,457,12,6.797310087287644,4.089859686721057,0.6619910236424806,0.0387447614331435,3,7,0.038329911019849415
2020-07-15,花菜类,37.962,375.1279,200.88294,37.962,3.068,77,2,9.881668510615878,5.291684842737474,0.8673955090462138,0.08081765976502818,3,7,0.038329911019849415
2020-07-15,茄类,38.17,274.55,155.8365,38.17,0.414,70,3,7.192821587634268,4.082695834424941,0.7617823808927948,0.01084621430442756,3,7,0.038329911019849415
2020-07-15,辣椒类,73.354,749.7708,448.76977,73.354,4.27,242,10,10.22126673392044,6.117863647517518,0.670724835142082,0.05821086784633421,3,7,0.038329911019849415
2020-07-15,食用菌,42.196,494.03610000000003,271.77026,42.196,4.417,139,7,11.708126362688407,6.440664043985213,0.8178446015395502,0.10467816854678169,3,7,0.038329911019849415
2020-07-16,水生根茎类,11.354,162.7251,82.92162,11.354,1.171,30,2,14.331962304033821,7.303295754800072,0.9623965378389856,0.10313545886912102,4,7,0.04106776180698152
2020-07-16,花叶类,212.526,1517.8922,910.27293,215.526,19.977,466,13,7.142148254801765,4.283113266141554,0.6675132808793951,0.09268951309818768,4,7,0.04106776180698152
2020-07-16,花菜类,39.45,417.228,226.27368,39.45,4.15,83,2,10.576121673003803,5.735707984790874,0.843908668476157,0.10519645120405577,4,7,0.04106776180698152
2020-07-16,茄类,26.586,192.9674,109.93276,26.586,2.5549999999999997,54,3,7.258233656811856,4.1349868351764085,0.7553220714189293,0.0961032122169563,4,7,0.04106776180698152
2020-07-16,辣椒类,72.656,764.0534,464.22866,72.656,8.331,237,10,10.516039969169785,6.389405692578727,0.6458557298034981,0.11466362034794096,4,7,0.04106776180698152
2020-07-16,食用菌,53.259,637.6838,363.80898,53.685,3.595,170,7,11.973258979702962,6.83093899622599,0.7527984053609673,0.06696470149948776,4,7,0.04106776180698152
2020-07-17,水生根茎类,10.727,154.124,78.28756,10.727,0.0,29,2,14.367856809918896,7.298178428265125,0.968690811158248,0.0,5,7,0.04380561259411362
2020-07-17,花叶类,195.67,1343.7054,804.2075,201.67,28.238,436,14,6.867201921602699,4.1100194204528036,0.6708441540274119,0.1400208261020479,5,7,0.04380561259411362
2020-07-17,花菜类,44.198,455.7297,255.48806,44.198,4.343,92,2,10.311093262138558,5.7805344133218695,0.7837612450460503,0.09826236481288746,5,7,0.04380561259411362
2020-07-17,茄类,37.251,294.065,170.29864,37.251,4.752,69,3,7.894150492604226,4.571652841534456,0.7267607069557338,0.12756704517999518,5,7,0.04380561259411362
2020-07-17,辣椒类,61.025,690.4716,404.14313,61.025,5.205,218,10,11.314569438754608,6.622583039737813,0.7084828337920774,0.08529291274068006,5,7,0.04380561259411362
2020-07-17,食用菌,51.908,656.7742000000001,374.65541,51.908,5.922,169,7,12.652658549741853,7.217681474917161,0.7530087180644209,0.11408646066116976,5,7,0.04380561259411362
2020-07-18,水生根茎类,10.418,151.2599,78.64435,10.418,3.176,24,2,14.519091956229602,7.548891341908236,0.9233409647355466,0.30485697830677677,6,7,0.04654346338124572
2020-07-18,花叶类,274.265,2017.5223,1235.63203,275.265,43.975,604,13,7.356105591307678,4.505248682843236,0.6327856926790738,0.1597551450420504,6,7,0.04654346338124572
2020-07-18,花菜类,61.088,634.3341,355.67348,61.088,9.717,128,2,10.383939562598218,5.822313383970665,0.7834731450880172,0.15906561026715557,6,7,0.04654346338124572
2020-07-18,茄类,56.585,393.6409,220.60596999999999,56.585,8.432,95,3,6.956629848899885,3.898665193955995,0.7843619553904186,0.14901475656092605,6,7,0.04654346338124572
2020-07-18,辣椒类,85.051,987.4653,562.28108,85.051,13.839,318,10,11.61027265993345,6.6111048664918695,0.7561773552828772,0.16271413622414788,6,7,0.04654346338124572
2020-07-18,食用菌,71.69200000000001,880.7574000000001,515.71545,71.884,15.003,228,7,12.285295430452491,7.193486720973051,0.7078359781542323,0.2087112570252073,6,7,0.04654346338124572
2020-07-19,水生根茎类,11.124,159.4384,82.67751,11.124,2.92,25,2,14.332829917295935,7.432354368932038,0.9284373706948843,0.2624955052139518,7,7,0.049281314168377825
2020-07-19,花叶类,319.791,2296.4243,1419.4883399999999,321.164,51.965,680,12,7.1810160386002115,4.438800153850483,0.6177831372676161,0.16180206997048238,7,7,0.049281314168377825
2020-07-19,花菜类,76.351,809.2379,455.56948,76.351,8.423,165,2,10.59891684457309,5.966778169244673,0.7763215832632158,0.1103194457178033,7,7,0.049281314168377825
2020-07-19,茄类,71.772,556.3028,308.68128,71.772,11.955,125,3,7.750972524104108,4.300859388062197,0.8021915679499583,0.16656913559605416,7,7,0.049281314168377825
2020-07-19,辣椒类,102.711,1106.7812,674.2921200000001,103.776,10.843,347,10,10.77568322769713,6.564945526769286,0.6413972033367372,0.10448465926611163,7,7,0.049281314168377825
2020-07-19,食用菌,79.821,1118.7525,654.12491,80.322,9.954,287,7,14.015766527605518,8.194897458062416,0.7103040763269508,0.1239261970568462,7,7,0.049281314168377825
2020-07-20,水生根茎类,9.548,134.2522,70.17344,9.548,0.5449999999999999,23,2,14.060766652702135,7.34954335986594,0.9131483364646225,0.057080016757436104,1,7,0.05201916495550993
2020-07-20,花叶类,204.997,1412.958,851.38779,204.997,22.66,432,12,6.892578915789011,4.153171948857788,0.6595939201806029,0.11053820299809265,1,7,0.05201916495550993
2020-07-20,花菜类,47.431,411.3892,235.63006000000001,47.431,4.921,99,2,8.673424553562016,4.967849296873354,0.7459113663171835,0.10375071155995025,1,7,0.05201916495550993
2020-07-20,茄类,33.947,280.5997,149.26283,33.947,3.8689999999999998,63,3,8.265817303443603,4.396937284590686,0.8799033892094903,0.11397177953869266,1,7,0.05201916495550993
2020-07-20,辣椒类,67.35,677.3549,444.89024,67.35,8.162,246,9,10.057236822568672,6.605645731254641,0.5225213751598596,0.12118782479584264,1,7,0.05201916495550993
2020-07-20,食用菌,52.617,627.6752,358.29554,52.617,3.75,181,7,11.92913316988806,6.80950149191326,0.7518364867170828,0.07126974171845601,1,7,0.05201916495550993
2020-07-21,水生根茎类,12.744,213.18280000000001,127.51806,12.744,1.299,29,3,16.72809165097301,10.006125235404896,0.671785157333793,0.10193032015065913,2,7,0.05475701574264202
2020-07-21,花叶类,214.99,1592.4823,959.32363,214.99,14.48,428,13,7.407238941346108,4.462177915251872,0.6600052893516235,0.06735196985906321,2,7,0.05475701574264202
2020-07-21,花菜类,49.005,461.43580000000003,262.22405,49.005,4.108,114,2,9.416096316702378,5.350965207631874,0.7597005309009606,0.08382818079787775,2,7,0.05475701574264202
2020-07-21,茄类,27.094,206.34199999999998,115.04748,27.094,1.504,51,3,7.615782091976082,4.246234590684284,0.79353776371286,0.055510445117000075,2,7,0.05475701574264202
2020-07-21,辣椒类,56.993,571.6611,346.3812,56.993,3.207,203,10,10.03037390556735,6.0776095309950335,0.6503814294771195,0.0562700682539961,2,7,0.05475701574264202
2020-07-21,食用菌,45.905,570.2716,325.12567,45.905,3.878,158,7,12.422864611698072,7.082576407798715,0.7540036134335377,0.0844788149439059,2,7,0.05475701574264202
2020-07-22,水生根茎类,10.85,177.7364,94.15592,11.05,1.051,30,3,16.381235023041476,8.677964976958526,0.8876816242674916,0.09511312217194569,3,7,0.057494866529774126
2020-07-22,花叶类,232.41,1645.7257,977.64055,232.78300000000002,27.328,500,13,7.081131190568392,4.20653392711157,0.6833648113307085,0.1173968889480761,3,7,0.057494866529774126
2020-07-22,花菜类,53.675,531.4384,300.16529,53.675,4.836,116,2,9.9010414531905,5.592273684210527,0.77048585464362,0.09009781089892875,3,7,0.057494866529774126
2020-07-22,茄类,48.247,372.4259,198.97975,48.247,1.749,90,3,7.719151449831078,4.124189068750389,0.8716773943077123,0.03625095860882542,3,7,0.057494866529774126
2020-07-22,辣椒类,81.309,800.0899000000001,484.13923,81.36,7.174,289,9,9.840114870432549,5.954312929687981,0.6526029092911974,0.08817600786627336,3,7,0.057494866529774126
2020-07-22,食用菌,66.678,743.2709,442.27374000000003,66.794,3.964,206,7,11.14716848135817,6.632978493656079,0.6805675598103562,0.05934664790250622,3,7,0.057494866529774126
2020-07-23,水生根茎类,30.417,207.4809,108.64186,30.417,4.444,39,3,6.821215109971397,3.5717480356379654,0.909769401959797,0.14610250846566064,4,7,0.06023271731690623
2020-07-23,花叶类,199.984,1422.4458,830.46236,200.441,28.065,434,13,7.112798023841907,4.1526440115209216,0.7128359676650486,0.14001626413757665,4,7,0.06023271731690623
2020-07-23,花菜类,39.425,420.2273,250.55267999999998,39.425,3.081,88,2,10.658904248573242,6.355172606214331,0.6772013773710186,0.07814838300570705,4,7,0.06023271731690623
2020-07-23,茄类,44.142,338.846,192.28217999999998,44.142,3.428,72,3,7.676272031172126,4.355991572651895,0.762232984876706,0.07765846586017851,4,7,0.06023271731690623
2020-07-23,辣椒类,57.639,640.9893,374.82554,57.639,3.778,212,10,11.120756779264038,6.502984784607643,0.710100384301454,0.06554589774284772,4,7,0.06023271731690623
2020-07-23,食用菌,56.759,623.9236,367.95493,56.759,4.032,169,7,10.992505153367746,6.482759209993128,0.6956522365388609,0.07103719233954087,4,7,0.06023271731690623
2020-07-24,水生根茎类,11.74,197.4297,108.58864,11.74,0.757,29,3,16.8168398637138,9.249458262350936,0.8181432238215711,0.06448040885860307,5,7,0.06297056810403832
2020-07-24,花叶类,176.325,1340.1699,801.51049,176.325,16.396,371,11,7.600566567418121,4.545642932085638,0.6720553463997707,0.09298738125620304,5,7,0.06297056810403832
2020-07-24,花菜类,37.695,404.50509999999997,250.00119,38.284,3.8600000000000003,80,2,10.731001459079453,6.632210903302825,0.6180126982595562,0.10082541009298925,5,7,0.06297056810403832
2020-07-24,茄类,34.97,289.3317,168.6806,34.97,2.554,56,3,8.273711752931085,4.8235802116099515,0.7152636402763568,0.07303402916785816,5,7,0.06297056810403832
2020-07-24,辣椒类,57.58,590.1563,382.90997999999996,58.738,5.346,198,9,10.249327891629038,6.650051754081278,0.5412403197221447,0.09101433484286152,5,7,0.06297056810403832
2020-07-24,食用菌,49.201,573.4826,334.96732000000003,49.201,4.937,147,7,11.655913497693136,6.808140484949494,0.7120553730435553,0.10034348895347656,5,7,0.06297056810403832
2020-07-25,水生根茎类,10.424,150.716,81.3454,10.424,2.908,23,2,14.458557175748275,7.803664620107445,0.8527906925284037,0.27897160399079046,6,7,0.06570841889117043
2020-07-25,花叶类,227.137,1805.9512,1076.1233300000001,227.137,22.624,514,13,7.950933577532502,4.737772049467943,0.6782009549035606,0.09960508415625811,6,7,0.06570841889117043
2020-07-25,花菜类,57.421,620.8881,397.91328,57.421,7.785,120,2,10.812909911008168,6.929751832953101,0.5603603378102888,0.13557757614809912,6,7,0.06570841889117043
2020-07-25,茄类,61.874,435.2305,290.2815,61.874,12.455,108,3,7.034141965930762,4.691494003943498,0.4993394343077324,0.2012961825645667,6,7,0.06570841889117043
2020-07-25,辣椒类,94.206,951.9405,656.4265,94.206,12.509,313,10,10.10488185465894,6.967990361548097,0.45018596903080565,0.13278347451330064,6,7,0.06570841889117043
2020-07-25,食用菌,67.013,809.1515,476.59014,67.013,8.316,208,7,12.074545237491233,7.111905749630669,0.697793202352025,0.12409532478772775,6,7,0.06570841889117043
2020-07-26,水生根茎类,12.988,234.4727,137.35768,12.988,1.957,36,3,18.053025870033878,10.5757376039421,0.7070228617722722,0.15067754850631354,7,7,0.06844626967830253
2020-07-26,花叶类,250.825,2045.4513,1199.9319500000001,250.825,35.095,548,13,8.154894049636201,4.783940795375263,0.704639417260287,0.13991826970995713,7,7,0.06844626967830253
2020-07-26,花菜类,64.119,711.6964,467.10814,64.119,9.189,139,2,11.09961789797096,7.285019105101452,0.5236223457805722,0.14331165489168576,7,7,0.06844626967830253
2020-07-26,茄类,69.521,515.1741,321.63341,69.521,7.6370000000000005,112,3,7.41033788351721,4.626420937558436,0.60174311493324,0.1098516994864861,7,7,0.06844626967830253
2020-07-26,辣椒类,102.06099999999999,1058.5517,698.96295,102.06099999999999,13.593,348,9,10.371755126835913,6.848482280204975,0.5144603873495728,0.133185055995924,7,7,0.06844626967830253
2020-07-26,食用菌,71.295,882.8239,524.60756,71.295,9.619,209,7,12.382690230731468,7.358265797040466,0.6828272547196994,0.13491829721579351,7,7,0.06844626967830253
2020-07-27,水生根茎类,17.265,246.9673,157.22359,17.265,0.829,39,3,14.304506226469735,9.106492325514045,0.5708030836848337,0.04801621778163915,1,7,0.07118412046543464
2020-07-27,花叶类,198.00900000000001,1568.9211,911.45611,198.00900000000001,18.404,408,12,7.923483781040256,4.603104454848012,0.7213347771622267,0.09294527016448746,1,7,0.07118412046543464
2020-07-27,花菜类,42.876,463.1993,303.29724,42.876,5.213,88,2,10.803230245358709,7.073823117828156,0.5272123808314244,0.12158317007183507,1,7,0.07118412046543464
2020-07-27,茄类,36.121,265.8719,173.70824,36.121,5.545,59,3,7.3605907920600195,4.809065086791616,0.5305658499562256,0.1535118075357825,1,7,0.07118412046543464
2020-07-27,辣椒类,71.402,776.7884,490.78226,71.402,3.0989999999999998,255,10,10.879084619478446,6.873508585193692,0.5827556603207296,0.043402145598162516,1,7,0.07118412046543464
2020-07-27,食用菌,52.777,654.2723,381.08957,52.777,11.798,172,8,12.396921007256948,7.220750895276351,0.7168465145871088,0.22354434696932377,1,7,0.07118412046543464
