销售日期,品类,日销售量,日销售额,日成本额,正销售量,折扣销售量,交易条数,单品数,日平均售价,日平均进价,加成率,折扣销量占比,星期,月份,时间趋势
2020-07-03,茄类,35.896,196.243,142.29532,35.896,0.0,57,2,5.466987965232895,3.964099621127702,0.3791247667175561,0.0,5,7,0.0054757015742642025
2020-07-03,辣椒类,64.253,670.6646,401.82115,64.253,0.0,227,10,10.43787216161113,6.253733677804927,0.6690624672195578,0.0,5,7,0.0054757015742642025
2020-07-03,食用菌,42.442,546.295,312.27863,42.442,0.0,149,5,12.871565901701144,7.357773667593422,0.7493832350936083,0.0,5,7,0.0054757015742642025
2020-07-04,水生根茎类,5.439,118.7532,76.22823,5.439,0.0,16,2,21.83364589078875,14.01511858797573,0.557863799277512,0.0,6,7,0.008213552361396304
2020-07-04,花叶类,234.573,1828.3128,1128.83411,234.573,0.0,523,13,7.794216725710119,4.812293443831984,0.619647017930739,0.0,6,7,0.008213552361396304
2020-07-04,花菜类,55.662,702.186,457.40441999999996,55.662,0.0,126,2,12.615177320254393,8.217534763393338,0.5351535081361916,0.0,6,7,0.008213552361396304
2020-07-04,茄类,57.067,327.403,177.76086,57.067,0.0,99,2,5.7371685913049575,3.114950146319239,0.8418171469242441,0.0,6,7,0.008213552361396304
2020-07-04,辣椒类,80.838,820.5558,461.83721,80.838,0.0,292,10,10.150619758034589,5.713120190999283,0.7767208493226434,0.0,6,7,0.008213552361396304
2020-07-04,食用菌,46.824,570.9072,341.41818,46.824,0.0,168,5,12.192619169656586,7.2915210148641725,0.6721640306324637,0.0,6,7,0.008213552361396304
2020-07-05,水生根茎类,4.019,40.19,21.782980000000002,4.019,0.0,12,1,10.0,5.42,0.845018450184502,0.0,7,7,0.010951403148528405
2020-07-05,花叶类,219.64600000000002,1544.142,937.91584,219.64600000000002,0.0,502,13,7.030139406135326,4.270124837238101,0.646354538590584,0.0,7,7,0.010951403148528405
2020-07-05,花菜类,55.474,697.982,465.82392000000004,55.474,0.0,106,2,12.582146591195876,8.397157587338214,0.4983816202482687,0.0,7,7,0.010951403148528405
2020-07-05,茄类,60.942,403.455,243.36384,60.942,0.0,109,3,6.620311115486856,3.9933681205080243,0.6578264051060336,0.0,7,7,0.010951403148528405
2020-07-05,辣椒类,98.031,1009.9126,591.33118,98.031,0.0,351,10,10.301971825238954,6.032083524599361,0.7078629271671417,0.0,7,7,0.010951403148528405
2020-07-05,食用菌,73.213,732.6238,430.89539,73.213,0.0,207,5,10.006744703809433,5.885503803969241,0.7002358739553931,0.0,7,7,0.010951403148528405
2020-07-06,水生根茎类,2.708,27.080000000000002,14.758600000000001,2.708,0.0,10,1,10.0,5.45,0.8348623853211008,0.0,1,7,0.013689253935660506
2020-07-06,花叶类,183.439,1434.666,896.6381200000001,183.439,0.0,404,14,7.82094320182731,4.887936153162633,0.6000501963936127,0.0,1,7,0.013689253935660506
2020-07-06,花菜类,42.277,500.443,329.8324,42.277,0.0,85,2,11.837240106913924,7.801698322965206,0.5172645258622257,0.0,1,7,0.013689253935660506
2020-07-06,茄类,30.727,201.412,102.02501,30.727,0.0,57,3,6.554886581833567,3.3203700328701142,0.9741433987607548,0.0,1,7,0.013689253935660506
2020-07-06,辣椒类,58.682,645.2908,365.2896,58.682,0.0,223,10,10.996400940663236,6.224900310146212,0.7665184007428627,0.0,1,7,0.013689253935660506
2020-07-06,食用菌,39.578,484.20300000000003,289.64319,39.578,0.0,136,6,12.234145232199706,7.318287685077568,0.6717223698578931,0.0,1,7,0.013689253935660506
2020-07-07,水生根茎类,3.117,31.17,17.01882,3.117,0.0,11,1,10.0,5.460000000000001,0.8315018315018312,0.0,2,7,0.01642710472279261
2020-07-07,花叶类,159.875,1278.678,783.12681,159.875,0.0,355,15,7.997985926505083,4.898369413604378,0.6327853722694032,0.0,2,7,0.01642710472279261
2020-07-07,花菜类,45.749,526.991,334.62056,45.749,0.0,97,2,11.519180747120155,7.314270475857396,0.5748912738655387,0.0,2,7,0.01642710472279261
2020-07-07,茄类,32.112,186.848,105.2496,32.112,0.0,56,2,5.818634778276034,3.277578475336323,0.7752846566637783,0.0,2,7,0.01642710472279261
2020-07-07,辣椒类,42.213,531.0704,287.56131,42.213,0.0,191,10,12.580731054414516,6.812150522350934,0.8468075555783217,0.0,2,7,0.01642710472279261
2020-07-07,食用菌,51.119,615.1326,361.72977,51.119,0.0,173,7,12.033345722725405,7.076229386333848,0.7005307580849649,0.0,2,7,0.01642710472279261
2020-07-08,水生根茎类,10.605,155.484,87.09302,10.605,0.0,26,2,14.661386138613862,8.212448844884488,0.7852636181406962,0.0,3,7,0.019164955509924708
2020-07-08,花叶类,143.354,1171.165,710.21359,143.354,0.0,305,16,8.16974064204696,4.954264199115475,0.649032089064925,0.0,3,7,0.019164955509924708
2020-07-08,花菜类,45.433,532.102,333.56052999999997,45.433,0.0,95,2,11.711795391015341,7.34181167873572,0.5952187148761279,0.0,3,7,0.019164955509924708
2020-07-08,茄类,39.094,228.424,137.21004,39.094,0.0,63,2,5.842942651046196,3.5097467642093414,0.6647761344577992,0.0,3,7,0.019164955509924708
2020-07-08,辣椒类,63.233,741.591,405.21524999999997,63.233,0.0,234,10,11.727911059098888,6.408287602992108,0.8301162160111202,0.0,3,7,0.019164955509924708
2020-07-08,食用菌,43.968,565.4192,334.49906,43.968,0.0,153,5,12.859788937409025,7.607784297671032,0.6903461552328432,0.0,3,7,0.019164955509924708
2020-07-09,水生根茎类,2.106,21.060000000000002,11.51982,2.106,0.0,7,1,10.000000000000002,5.47,0.828153564899452,0.0,4,7,0.02190280629705681
2020-07-09,花叶类,187.151,1395.671,850.52238,187.151,0.0,390,15,7.457459484587312,4.544578335141143,0.6409574078462226,0.0,4,7,0.02190280629705681
2020-07-09,花菜类,41.131,496.204,310.57561,41.131,0.0,89,2,12.063990663976076,7.550888867277722,0.5976914607042068,0.0,4,7,0.02190280629705681
2020-07-09,茄类,25.921,205.51999999999998,101.05523,25.921,0.0,48,3,7.928706454226303,3.898585316924501,1.033739372024585,0.0,4,7,0.02190280629705681
2020-07-09,辣椒类,58.86,615.355,334.93565,58.86,0.0,219,10,10.454553177030242,5.690378015630309,0.8372335103772919,0.0,4,7,0.02190280629705681
2020-07-09,食用菌,37.837,464.1238,272.77872,37.837,0.0,133,5,12.266400613156433,7.209311520469382,0.7014663020634453,0.0,4,7,0.02190280629705681
2020-07-10,水生根茎类,8.781,125.046,69.862,8.781,0.0,27,2,14.240519303040656,7.956041453137455,0.7899000887463861,0.0,5,7,0.024640657084188913
2020-07-10,花叶类,154.964,1166.6546,713.33904,154.964,0.0,334,16,7.5285524379855975,4.603256498283472,0.6354840189315871,0.0,5,7,0.024640657084188913
2020-07-10,花菜类,57.167,613.936,376.2169,57.167,0.0,126,2,10.73934262773978,6.581015271047982,0.6318671489770928,0.0,5,7,0.024640657084188913
2020-07-10,茄类,34.162,241.684,155.7515,34.162,0.0,56,3,7.074644341666179,4.559203208243077,0.5517282337569782,0.0,5,7,0.024640657084188913
2020-07-10,辣椒类,56.666,687.1768,374.15941,56.666,0.0,232,8,12.126792079906823,6.602890798715279,0.8365883140557657,0.0,5,7,0.024640657084188913
2020-07-10,食用菌,37.03,406.694,234.32903,37.03,0.0,114,6,10.982824736699973,6.328086146367809,0.7355681453552727,0.0,5,7,0.024640657084188913
2020-07-11,水生根茎类,7.406,109.712,61.39824,7.406,0.0,19,2,14.813934647583041,8.290337564137186,0.7868916112253381,0.0,6,7,0.02737850787132101
2020-07-11,花叶类,238.911,1890.437,1149.27973,238.911,0.0,500,15,7.9127248222141295,4.810493154354551,0.6448884902894789,0.0,6,7,0.02737850787132101
2020-07-11,花菜类,69.376,719.439,436.46641,69.376,0.0,125,2,10.370142412361622,6.291317026060885,0.6483261564160228,0.0,6,7,0.02737850787132101
2020-07-11,茄类,60.323,359.14799999999997,227.27608999999998,60.323,0.0,103,2,5.9537489846327265,3.7676523050909267,0.5802278189491907,0.0,6,7,0.02737850787132101
2020-07-11,辣椒类,77.453,965.465,548.3981699999999,77.453,0.0,273,9,12.465172427149367,7.080399338953945,0.7605182745230534,0.0,6,7,0.02737850787132101
2020-07-11,食用菌,48.557,653.8036000000001,383.82543,48.557,0.0,168,5,13.46466214963857,7.904636406697283,0.7033879177833531,0.0,6,7,0.02737850787132101
2020-07-12,水生根茎类,12.625,224.5378,143.82769,12.625,0.0,32,3,17.785172277227723,11.392292277227721,0.5611583555294535,0.0,7,7,0.030116358658453114
2020-07-12,花叶类,271.355,2022.577,1222.52262,271.355,0.0,586,15,7.4536197969449605,4.505251865637264,0.6544291016881143,0.0,7,7,0.030116358658453114
2020-07-12,花菜类,64.004,707.371,408.34941000000003,64.004,0.0,131,2,11.051981126179612,6.380060777451409,0.7322689409542673,0.0,7,7,0.030116358658453114
2020-07-12,茄类,73.13,528.386,312.41517,73.13,0.0,118,3,7.225297415561329,4.272052099001778,0.6912943119887551,0.0,7,7,0.030116358658453114
2020-07-12,辣椒类,66.173,786.1756,438.21702,66.173,0.0,271,10,11.880609916431172,6.622293382497393,0.7940325549199345,0.0,7,7,0.030116358658453114
2020-07-12,食用菌,50.774,622.0316,367.03387,50.774,0.0,171,6,12.250986725489424,7.228775948320005,0.6947525850952123,0.0,7,7,0.030116358658453114
2020-07-13,水生根茎类,10.342,151.156,84.4884,10.342,0.0,28,2,14.615741636047186,8.169444981628311,0.789074003058408,0.0,1,7,0.03285420944558522
2020-07-13,花叶类,170.921,1297.551,805.05504,170.921,0.0,357,13,7.591524739499535,4.710100221739868,0.6117543963205299,0.0,1,7,0.03285420944558522
2020-07-13,花菜类,29.221,296.998,172.74257,29.221,0.0,66,2,10.163854761986242,5.911589952431471,0.7193098377545266,0.0,1,7,0.03285420944558522
2020-07-13,茄类,43.262,300.898,174.4209,43.262,0.0,77,3,6.955249410568166,4.031734547639961,0.7251258306774018,0.0,1,7,0.03285420944558522
2020-07-13,辣椒类,57.943,631.1052,373.5995,57.943,0.0,205,10,10.891828175966035,6.447707229518665,0.6892560081049359,0.0,1,7,0.03285420944558522
2020-07-13,食用菌,39.8,511.4816,293.6888,39.8,0.0,137,5,12.851296482412062,7.379115577889448,0.7415767982980626,0.0,1,7,0.03285420944558522
2020-07-14,水生根茎类,8.682,130.974,65.80452,8.682,0.0,21,2,15.08569454042847,7.579419488597097,0.9903495990852906,0.0,2,7,0.03559206023271732
2020-07-14,花叶类,183.131,1327.923,795.75309,183.131,0.0,396,13,7.251219072685673,4.345266994665021,0.6687626057474689,0.0,2,7,0.03559206023271732
2020-07-14,花菜类,53.035000000000004,520.53,279.41175,53.035000000000004,0.0,105,2,9.81483925709437,5.2684406523993585,0.8629495717341877,0.0,2,7,0.03559206023271732
2020-07-14,茄类,31.76,209.65800000000002,122.22252999999999,31.76,0.0,60,3,6.601322418136021,3.8483164357682615,0.71537931672663,0.0,2,7,0.03559206023271732
2020-07-14,辣椒类,63.273,677.4262,391.04045,63.273,0.0,214,10,10.70640241493212,6.180210358288686,0.7323686079023282,0.0,2,7,0.03559206023271732
2020-07-14,食用菌,40.848,500.5268,274.65149,40.848,0.0,138,6,12.253397963180571,6.723743879749315,0.8224070075134124,0.0,2,7,0.03559206023271732
2020-07-15,水生根茎类,9.615,144.39000000000001,72.57300000000001,9.615,0.0,22,2,15.017160686427458,7.547893915756631,0.989582902732421,0.0,3,7,0.038329911019849415
2020-07-15,花叶类,209.644,1441.991,864.67832,209.644,0.0,437,12,6.878284138825819,4.124507832325275,0.6676617958919107,0.0,3,7,0.038329911019849415
2020-07-15,花菜类,34.894,345.916,183.61319,34.894,0.0,70,2,9.913337536539233,5.262027569209606,0.8839387301097485,0.0,3,7,0.038329911019849415
2020-07-15,茄类,37.756,271.6934,153.48084,37.756,0.0,69,3,7.196032418688421,4.065071511812692,0.7702105357255016,0.0,3,7,0.038329911019849415
2020-07-15,辣椒类,69.084,712.721,424.34148,69.084,0.0,229,10,10.31673035724625,6.142398818829251,0.6795930485042376,0.0,3,7,0.038329911019849415
2020-07-15,食用菌,37.779,451.56100000000004,247.91485,37.779,0.0,127,6,11.952698589163292,6.56223960401281,0.8214358680006466,0.0,3,7,0.038329911019849415
2020-07-16,水生根茎类,10.183,148.31199999999998,74.78936,10.183,0.0,27,2,14.564666601198073,7.344531081213788,0.983062831397407,0.0,4,7,0.04106776180698152
2020-07-16,花叶类,195.549,1409.919,834.5548699999999,195.549,0.0,422,13,7.210054768881457,4.267753197408322,0.6894263645001559,0.0,4,7,0.04106776180698152
2020-07-16,花菜类,35.3,388.648,208.30752,35.3,0.0,74,2,11.009858356940512,5.901062889518414,0.8657415728438418,0.0,4,7,0.04106776180698152
2020-07-16,茄类,24.031,178.9112,98.19466,24.031,0.0,49,3,7.445016853231244,4.086166201989098,0.8220053921465791,0.0,4,7,0.04106776180698152
2020-07-16,辣椒类,64.325,693.7892,413.43191,64.325,0.0,210,9,10.785685192382433,6.427235289545278,0.6781220394913396,0.0,4,7,0.04106776180698152
2020-07-16,食用菌,50.09,582.5132,326.65043,50.09,0.0,156,7,11.629331203833098,6.5212703134358145,0.7832923103759575,0.0,4,7,0.04106776180698152
2020-07-17,水生根茎类,10.727,154.124,78.28756,10.727,0.0,29,2,14.367856809918896,7.298178428265125,0.968690811158248,0.0,5,7,0.04380561259411362
2020-07-17,花叶类,173.432,1202.146,711.91414,173.432,0.0,378,14,6.931512062364501,4.104860348724572,0.6886109327734382,0.0,5,7,0.04380561259411362
2020-07-17,花菜类,39.855,413.474,226.4016,39.855,0.0,82,2,10.374457408104378,5.680632292058713,0.8262856799598588,0.0,5,7,0.04380561259411362
2020-07-17,茄类,32.499,257.2918,147.01021,32.499,0.0,61,3,7.916914366595895,4.523530262469614,0.7501627948154079,0.0,5,7,0.04380561259411362
2020-07-17,辣椒类,55.82,638.3944,369.77257000000003,55.82,0.0,198,10,11.436660695091366,6.624374238624149,0.7264514779990305,0.0,5,7,0.04380561259411362
2020-07-17,食用菌,45.986,594.0452,333.53565000000003,45.986,0.0,152,7,12.917957639281521,7.252982429435047,0.7810545889172564,0.0,5,7,0.04380561259411362
2020-07-18,水生根茎类,7.242,108.96,54.998400000000004,7.242,0.0,16,2,15.045567522783761,7.594366197183099,0.9811485425030544,0.0,6,7,0.04654346338124572
2020-07-18,花叶类,231.29,1756.632,1055.62288,231.29,0.0,508,13,7.594932768386009,4.564066237191405,0.6640715479755421,0.0,6,7,0.04654346338124572
2020-07-18,花菜类,51.371,537.642,295.09449,51.371,0.0,104,2,10.465865955500185,5.744378929746355,0.8219316802560428,0.0,6,7,0.04654346338124572
2020-07-18,茄类,48.153,342.49559999999997,188.01416,48.153,0.0,81,3,7.112653417232571,3.9045160218470296,0.8216479014133826,0.0,6,7,0.04654346338124572
2020-07-18,辣椒类,71.212,848.6156,472.66325,71.212,0.0,273,10,11.916749985957422,6.6374101275066,0.7953915393253017,0.0,6,7,0.04654346338124572
2020-07-18,食用菌,56.881,740.0018,423.04161999999997,56.881,0.0,183,7,13.009648212935778,7.4373098222605085,0.7492411266768504,0.0,6,7,0.04654346338124572
2020-07-19,水生根茎类,8.204,120.074,60.83895,8.204,0.0,17,2,14.636031204290589,7.415766699171135,0.9736369546154233,0.0,7,7,0.049281314168377825
2020-07-19,花叶类,269.199,1984.162,1206.74747,269.199,0.0,569,12,7.370614303916433,4.482733851165866,0.644223045273921,0.0,7,7,0.049281314168377825
2020-07-19,花菜类,67.928,723.6560000000001,403.76422,67.928,0.0,147,2,10.653279943469558,5.944002767636321,0.7922737185578259,0.0,7,7,0.049281314168377825
2020-07-19,茄类,59.817,477.778,263.80764999999997,59.817,0.0,105,3,7.987328017118879,4.410245415182974,0.8110847050872108,0.0,7,7,0.049281314168377825
2020-07-19,辣椒类,92.933,1011.9708,611.2885200000001,92.933,0.0,311,10,10.889251396167131,6.577733636060388,0.6554716257390207,0.0,7,7,0.049281314168377825
2020-07-19,食用菌,70.368,972.8466000000001,559.20114,70.368,0.0,243,7,13.825127899045022,7.94681019781719,0.7397078267758896,0.0,7,7,0.049281314168377825
2020-07-20,水生根茎类,9.003,129.492,65.81344,9.003,0.0,21,2,14.383205598133953,7.310167721870488,0.9675616409049577,0.0,1,7,0.05201916495550993
2020-07-20,花叶类,182.337,1285.781,763.96578,182.337,0.0,388,12,7.051673549526426,4.1898560358018395,0.6830348081821151,0.0,1,7,0.05201916495550993
2020-07-20,花菜类,42.51,381.084,214.25724,42.51,0.0,88,2,8.964573041637262,5.040160903316867,0.7786283441343687,0.0,1,7,0.05201916495550993
2020-07-20,茄类,30.078,251.45,131.47596,30.078,0.0,56,3,8.359930846465856,4.371166965888689,0.9125169346548225,0.0,1,7,0.05201916495550993
2020-07-20,辣椒类,59.188,609.5218,393.49391,59.188,0.0,217,9,10.29806379671555,6.648204196796648,0.5489993225053977,0.0,1,7,0.05201916495550993
2020-07-20,食用菌,48.867,586.594,332.82169,48.867,0.0,167,7,12.003888104446766,6.810765751938937,0.762487294623136,0.0,1,7,0.05201916495550993
2020-07-21,水生根茎类,11.445,191.9014,111.80805000000001,11.445,0.0,26,3,16.767269550021844,9.76916120576671,0.7163468998877986,0.0,2,7,0.05475701574264202
2020-07-21,花叶类,200.51,1501.276,898.71414,200.51,0.0,399,13,7.4872874170864305,4.482141239838413,0.6704711021905141,0.0,2,7,0.05475701574264202
2020-07-21,花菜类,44.897,421.454,234.94249,44.897,0.0,104,2,9.387130543243424,5.232921798783883,0.7938602761892923,0.0,2,7,0.05475701574264202
2020-07-21,茄类,25.59,197.0276,109.93542,25.59,0.0,49,3,7.699398202422822,4.296030480656507,0.7922121914847826,0.0,2,7,0.05475701574264202
2020-07-21,辣椒类,53.786,542.9398,327.31454,53.786,0.0,192,10,10.09444465102443,6.08549696947161,0.6587707958222693,0.0,2,7,0.05475701574264202
2020-07-21,食用菌,42.027,527.7754,299.05773999999997,42.027,0.0,143,7,12.55800794727199,7.115847907297689,0.7647943169770492,0.0,2,7,0.05475701574264202
2020-07-22,水生根茎类,9.999,165.5492,87.34792,9.999,0.0,27,3,16.556575657565755,8.735665566556655,0.8952849707239738,0.0,3,7,0.057494866529774126
2020-07-22,花叶类,205.455,1494.9180000000001,874.41449,205.455,0.0,441,13,7.276133459881726,4.25599031418072,0.7096217149832458,0.0,3,7,0.057494866529774126
2020-07-22,花菜类,48.839,482.514,268.32773000000003,48.839,0.0,105,2,9.879686316263642,5.494128258154345,0.7982263704165049,0.0,3,7,0.057494866529774126
2020-07-22,茄类,46.498,359.2788,190.76296,46.498,0.0,84,3,7.726758140135059,4.102605703471117,0.8833781987865985,0.0,3,7,0.057494866529774126
2020-07-22,辣椒类,74.186,736.6684,441.61816,74.186,0.0,262,9,9.93001914107783,5.952850403041005,0.6681116555532951,0.0,3,7,0.057494866529774126
2020-07-22,食用菌,62.83,707.5206000000001,415.47045,62.83,0.0,190,7,11.260872194811396,6.61261260544326,0.70293844002624,0.0,3,7,0.057494866529774126
2020-07-23,水生根茎类,25.973,196.712,99.32986,25.973,0.0,35,3,7.573711161590882,3.8243506718515383,0.9803913948937406,0.0,4,7,0.06023271731690623
2020-07-23,花叶类,172.376,1298.497,736.56099,172.376,0.0,367,13,7.532933819093145,4.272990381491622,0.7629185059067549,0.0,4,7,0.06023271731690623
2020-07-23,花菜类,36.344,396.178,234.68367,36.344,0.0,82,2,10.900781421967862,6.45728786044464,0.6881362047900477,0.0,4,7,0.06023271731690623
2020-07-23,茄类,40.714,319.7556,176.61182,40.714,0.0,65,3,7.853701429483716,4.337864616593801,0.8104994331636468,0.0,4,7,0.06023271731690623
2020-07-23,辣椒类,53.861,606.3088,352.25663000000003,53.861,0.0,197,10,11.256916878632035,6.540105642301481,0.7212133097395497,0.0,4,7,0.06023271731690623
2020-07-23,食用菌,52.727,574.5562,335.93604,52.727,0.0,154,7,10.896811880061449,6.371233713277827,0.7103142610123048,0.0,4,7,0.06023271731690623
2020-07-24,水生根茎类,10.983,186.1868,102.53264,10.983,0.0,27,3,16.95227169261586,9.335576800509878,0.8158783388392223,0.0,5,7,0.06297056810403832
2020-07-24,花叶类,159.929,1224.398,724.9669,159.929,0.0,336,11,7.6558847988795025,4.533054668008929,0.6889019346952254,0.0,5,7,0.06297056810403832
2020-07-24,花菜类,34.424,376.288,227.87968,34.424,0.0,71,2,10.930978387171741,6.619790843597491,0.6512573652903146,0.0,5,7,0.06297056810403832
2020-07-24,茄类,32.416,270.2736,155.84904,32.416,0.0,50,3,8.33766041461007,4.807781342546891,0.734201250132821,0.0,5,7,0.06297056810403832
2020-07-24,辣椒类,53.392,548.679,352.11904,53.392,0.0,179,8,10.276427180101887,6.594977524722804,0.5582201973514413,0.0,5,7,0.06297056810403832
2020-07-24,食用菌,44.264,523.1532,302.44524,44.264,0.0,133,7,11.818931863365261,6.8327589011386225,0.7297451928818584,0.0,5,7,0.06297056810403832
2020-07-25,水生根茎类,7.516,115.248,58.77584,7.516,0.0,17,2,15.333688131985099,7.820095795635977,0.9608056643682166,0.0,6,7,0.06570841889117043
2020-07-25,花叶类,204.513,1657.4254,976.59326,204.513,0.0,456,13,8.104254497269123,4.775213605003104,0.6971501523571852,0.0,6,7,0.06570841889117043
2020-07-25,花菜类,49.636,551.126,347.58535,49.636,0.0,103,2,11.103352405512128,7.0026865581432824,0.5855846628748882,0.0,6,7,0.06570841889117043
2020-07-25,茄类,49.419,358.85319999999996,233.9135,49.419,0.0,89,3,7.261441955523179,4.7332706044234,0.5341277865535763,0.0,6,7,0.06570841889117043
2020-07-25,辣椒类,81.697,839.2218,569.43219,81.697,0.0,272,10,10.27236985446222,6.970050185441326,0.4737870719953503,0.0,6,7,0.06570841889117043
2020-07-25,食用菌,58.697,711.1398,411.25837,58.697,0.0,182,7,12.115436904782186,7.006463192326694,0.7291801258658881,0.0,6,7,0.06570841889117043
2020-07-26,水生根茎类,11.031,202.5946,118.57968,11.031,0.0,32,3,18.36593237240504,10.749676366603207,0.708510260779925,0.0,7,7,0.06844626967830253
2020-07-26,花叶类,215.73,1810.411,1044.04576,215.73,0.0,480,13,8.392022435451723,4.839594678533352,0.7340341480817854,0.0,7,7,0.06844626967830253
2020-07-26,花菜类,54.93,622.632,401.30612,54.93,0.0,119,2,11.335008192244674,7.305773165847443,0.5515138418521996,0.0,7,7,0.06844626967830253
2020-07-26,茄类,61.884,471.0168,290.24188,61.884,0.0,99,3,7.611285631180919,4.690095662853079,0.6228422996708816,0.0,7,7,0.06844626967830253
2020-07-26,辣椒类,88.468,924.617,601.74038,88.468,0.0,305,9,10.451428765203236,6.801785730433602,0.5365713033916719,0.0,7,7,0.06844626967830253
2020-07-26,食用菌,61.676,776.0456,451.44586,61.676,0.0,176,7,12.58261884687723,7.319635838900058,0.7190225202198113,0.0,7,7,0.06844626967830253
2020-07-27,水生根茎类,16.436,231.2828,145.69638,16.436,0.0,36,3,14.071720613287905,8.864467023606718,0.5874299690905154,0.0,1,7,0.07118412046543464
2020-07-27,花叶类,179.605,1431.734,824.1759500000001,179.605,0.0,364,12,7.9715709473567,4.588825199743883,0.7371703214586642,0.0,1,7,0.07118412046543464
2020-07-27,花菜类,37.663,413.06,264.35149,37.663,0.0,78,2,10.9672622998699,7.01886440272947,0.5625408428755214,0.0,1,7,0.07118412046543464
2020-07-27,茄类,30.576,232.9424,149.36808,30.576,0.0,49,3,7.618472004186289,4.885141287284144,0.5595192761398553,0.0,1,7,0.07118412046543464
2020-07-27,辣椒类,68.303,743.187,467.64774,68.303,0.0,243,10,10.880737302900313,6.846664714580619,0.5892025908218865,0.0,1,7,0.07118412046543464
2020-07-27,食用菌,40.979,548.3694,313.46198,40.979,0.0,142,7,13.381717465043073,7.649332096927695,0.7493968487023532,0.0,1,7,0.07118412046543464
2020-07-28,水生根茎类,13.508,162.096,97.90991000000001,13.508,0.0,33,2,12.000000000000002,7.248290642582175,0.6555627515131002,0.0,2,7,0.07392197125256673
2020-07-28,花叶类,142.605,1186.858,668.2193,142.605,0.0,310,13,8.32269555765927,4.6858055467900845,0.7761504344456978,0.0,2,7,0.07392197125256673
2020-07-28,花菜类,32.735,353.992,222.97254999999998,32.735,0.0,65,2,10.813868947609594,6.811441881777913,0.5876034964842087,0.0,2,7,0.07392197125256673
2020-07-28,茄类,33.677,268.186,166.83366,33.677,0.0,51,3,7.963476556700418,4.953934732903763,0.60750534394558,0.0,2,7,0.07392197125256673
2020-07-28,辣椒类,57.4,585.683,393.29666,57.4,0.0,201,10,10.203536585365853,6.85185818815331,0.48916342183022854,0.0,2,7,0.07392197125256673
2020-07-28,食用菌,42.392,478.9928,271.40907,42.392,0.0,123,8,11.299131911681448,6.402365304774485,0.764837114691856,0.0,2,7,0.07392197125256673
2020-07-29,水生根茎类,18.054000000000002,220.782,131.51193,18.054000000000002,0.0,33,2,12.228979727484214,7.284365237620471,0.6787982656782547,0.0,3,7,0.07665982203969883
2020-07-29,花叶类,175.106,1397.8354,821.923,175.106,0.0,370,12,7.982795563829908,4.693859719255765,0.700688993981188,0.0,3,7,0.07665982203969883
2020-07-29,花菜类,38.031,439.866,282.10945,38.031,0.0,86,2,11.565985643290999,7.417881465120559,0.5592033517487627,0.0,3,7,0.07665982203969883
