销售日期,分类名称,日销量,日销售额,日成本,打折销量,加成率,打折占比,月份,星期,lnQ,lnR,lnP,lnC
2020-07-09,花叶类,187.439,1395.7574,851.89614,0.288,0.638412635606026,0.0015364998746258782,7,4,5.233453459144762,0.49372786799519414,2.007739026840716,1.5140111588455218
2020-07-09,花菜类,41.131,496.204,310.57561,0.0,0.5976914607042068,0.0,7,4,3.7167620951001887,0.46855975029416685,2.4902250373906387,2.021665287096472
2020-07-09,茄类,25.921,205.51999999999998,101.05523,0.0,1.033739372024585,0.0,7,4,3.255053450986789,0.7098761537351622,2.070489901814839,1.360613748079677
2020-07-09,辣椒类,58.86,615.355,334.93565,0.0,0.8372335103772919,0.0,7,4,4.075161742805327,0.6082609132211246,2.3470375942370647,1.73877668101594
2020-07-09,食用菌,37.837,464.1238,272.77872,0.0,0.7014663020634453,0.0,7,4,3.633287459856826,0.531490409921944,2.5068638671267065,1.9753734572047628
2020-07-10,水生根茎类,9.025,128.7304,72.05799999999999,0.244,0.7864831108273893,0.02703601108033241,7,5,2.1999985042189447,0.58024894465964,2.6577217907265713,2.0774728460669314
2020-07-10,花叶类,179.833,1305.5266,804.03227,24.869,0.6237241323659806,0.13828941295535302,7,5,5.192028642460243,0.4847223580773034,1.9823331208064867,1.4976107627291833
2020-07-10,花菜类,62.344,659.9568,408.09664000000004,5.177,0.6171581319561954,0.08303926600795584,7,5,4.13266743654126,0.4806703692310658,2.3595069417915147,1.8788365725604488
2020-07-10,茄类,37.86,268.3507,175.53506,3.6979999999999995,0.528758414415901,0.09767564712097199,7,5,3.633895145781177,0.42445591211915945,1.9583995613718903,1.533943649252731
2020-07-10,辣椒类,58.936,714.7903,389.6118,2.27,0.8346217953357675,0.038516356725940004,7,5,4.076452109380512,0.6068383541797053,2.495537103583249,1.888698749403544
2020-07-10,食用菌,41.429,470.81010000000003,280.45096,4.399,0.6787608785507455,0.10618166018972217,7,5,3.7239811186992853,0.5180559489836786,2.4304737093029467,1.9124177603192678
2020-07-11,水生根茎类,8.928,132.1233,75.09624,1.522,0.7593863554287139,0.1704749103942652,7,6,2.189192405638955,0.5649650865652112,2.694543171865076,2.129578085299865
2020-07-11,花叶类,271.12,2106.3287,1299.8978,32.208999999999996,0.6203802329690842,0.11879979344939509,7,6,5.602561527298796,0.48266083341312,2.0501402310889856,1.5674793976758654
2020-07-11,花菜类,76.564,784.2707,480.97809,7.188,0.6305746900030311,0.0938822423070895,7,6,4.338126992383863,0.48893252323428504,2.3266272489831565,1.8376947257488718
2020-07-11,茄类,68.277,405.2064,259.42737999999997,7.953999999999999,0.5619261158941666,0.11649603819734315,7,6,4.223572960229887,0.4459197493347265,1.7808236066892067,1.3349038573544802
2020-07-11,辣椒类,85.936,1060.3598,607.95205,8.482999999999999,0.7441503815967065,0.09871299571774342,7,6,4.453602833163104,0.5562675497491323,2.5127607303105988,1.9564931805614665
2020-07-11,食用菌,52.238,700.3148,414.16644,3.681,0.6909018509563449,0.07046594433171255,7,6,3.9558101993960886,0.5252620262191343,2.595719748841868,2.0704577226227334
2020-07-12,水生根茎类,13.994,247.9604,160.84429,1.369,0.5416176725950297,0.09782764041732171,7,7,2.638628666323705,0.43283230185292676,2.874640389672126,2.4418080878191994
2020-07-12,花叶类,300.189,2195.9922,1347.29798,28.833999999999996,0.6299231740850677,0.09605282005669759,7,7,5.704412276289511,0.48853288124475286,1.989976974421034,1.5014440931762814
2020-07-12,花菜类,71.615,777.0745000000001,453.07710000000003,7.611,0.7151043387538236,0.10627661802694967,7,7,4.271304549231829,0.5394739176908033,2.3842316781353543,1.844757760444551
2020-07-12,茄类,81.706,582.6195,349.90475,8.576,0.6650802825626119,0.10496169191981006,7,7,4.4031274385819,0.5098733400252909,1.96440687603212,1.454533536006829
2020-07-12,辣椒类,72.459,855.2597,479.93114,6.286,0.782046691114896,0.08675250831504712,7,7,4.283020884654063,0.5777625302288744,2.4683842808522836,1.8906217506234093
2020-07-12,食用菌,55.96,678.7291,404.70772,5.185999999999999,0.6770846377726623,0.09267333809864187,7,7,4.024637149797281,0.517056951318657,2.4955849290799152,1.9785279777612583
2020-07-13,水生根茎类,11.605,164.1054,93.2922,1.263,0.7590473801668307,0.10883239982766048,7,1,2.4514360397264006,0.5647724012464556,2.649072864592397,2.084300463345942
2020-07-13,花叶类,190.832,1422.2044,893.4994,19.911000000000005,0.5917239563898979,0.10433784690198712,7,1,5.251393459836313,0.46481767816022324,2.0085698814066593,1.5437522032464361
2020-07-13,花菜类,32.028,315.3762,184.14828,2.807,0.7126209378659414,0.08764206319470463,7,1,3.4666105202103874,0.5380249093123671,2.28715569173765,1.7491307824252829
2020-07-13,茄类,44.379,306.6984,178.77488,1.117,0.7155564584912602,0.02516956218031051,7,1,3.7927663845782082,0.5397374935828979,1.9330984697041316,1.3933609761212338
2020-07-13,辣椒类,61.24,662.7452,394.18037,3.297,0.6813247194425232,0.05383736120182887,7,1,4.114800570789483,0.5195820061715525,2.3815900318034435,1.8620080256318907
2020-07-13,食用菌,42.113,544.001,315.12332,2.3129999999999997,0.7263114643498934,0.05492365777788331,7,1,3.7403564816215233,0.5459870308134451,2.558594603468024,2.012607572654579
2020-07-14,水生根茎类,9.007,135.8165,68.40452,0.325,0.9854901401252429,0.03608304651937382,7,2,2.1980020528016055,0.685865805636392,2.7133026571513255,2.0274368515149335
2020-07-14,花叶类,190.599,1375.1632,827.31406,7.468,0.6622021388105019,0.03918173757469871,7,2,5.250171744616622,0.5081433128707114,1.9761559493499323,1.468012636479221
2020-07-14,花菜类,57.575,558.9169,302.20297,4.54,0.8494752053561885,0.07885366912722536,7,2,4.053088445706749,0.614901926067061,2.2729123580791817,1.6580104320121205
2020-07-14,茄类,34.747,225.4722,133.51474,2.987,0.6887438795147263,0.08596425590698478,7,2,3.54809323734882,0.5239849860161118,1.8701036323976603,1.3461186463815487
2020-07-14,辣椒类,66.745,710.1373,413.12407,3.472,0.7189443839474179,0.05201887781856319,7,2,4.200879388107696,0.5417103721527222,2.364578943513799,1.8228685713610768
2020-07-14,食用菌,44.836,537.0122,294.55924,3.988,0.8231042421212114,0.08894638237130877,7,2,3.8030113881588488,0.6005406756970512,2.4830094249001413,1.88246874920309
2020-07-15,水生根茎类,10.238,151.4427,76.89184,0.623,0.9695548968525138,0.06085172885329166,7,3,2.3261062880353913,0.6778075765374523,2.69410104754985,2.016293471012398
2020-07-15,花叶类,218.094,1481.9327,891.7522700000001,8.45,0.6618210570969445,0.0387447614331435,7,3,5.384926162512799,0.507914023426705,1.9161762307061572,1.4082622072794522
2020-07-15,花菜类,37.962,375.1279,200.88294,3.0680000000000005,0.8673955090462138,0.0808176597650282,7,3,3.6365856593928023,0.6245446841414881,2.290681375094261,1.666136690952773
2020-07-15,茄类,38.17,274.55,155.8365,0.414,0.7617823808927948,0.01084621430442756,7,3,3.6420498667571386,0.5663260130151005,1.9730835269677434,1.4067575139526427
2020-07-15,辣椒类,73.354,749.7708,448.76977,4.27,0.6707248351420818,0.05821086784633421,7,3,4.295297036162785,0.5132575652827897,2.324470523662375,1.8112129583795853
2020-07-15,食用菌,42.196,494.03610000000003,271.77026,4.417,0.8178446015395504,0.10467816854678169,7,3,3.7423254298195623,0.5976515144008429,2.460283161621449,1.8626316472206061
2020-07-16,水生根茎类,11.354,162.7251,82.92162,1.171,0.9623965378389856,0.10313545886912102,7,4,2.4295701047485343,0.6741664497122095,2.6624921692434502,1.9883257195312407
2020-07-16,花叶类,215.526,1535.9922,922.48293,19.977,0.6650630055561026,0.09268951309818768,7,4,5.373081551918191,0.5098629638912844,1.9638502836515328,1.4539873197602486
2020-07-16,花菜类,39.45,417.228,226.27368,4.15,0.8439086684761568,0.10519645120405577,7,4,3.6750340472918834,0.6118875948818541,2.3585987876766437,1.7467111927947898
2020-07-16,茄类,26.586,192.9674,109.93276,2.555,0.755322071418929,0.09610321221695631,7,4,3.2803847614454074,0.5626523565587624,1.9821365012751553,1.4194841447163926
2020-07-16,辣椒类,72.656,764.0534,464.22866,8.331,0.6458557298034981,0.11466362034794096,7,4,4.285735974355595,0.49826044944841513,2.3529017076563212,1.8546412582079064
2020-07-16,食用菌,53.685,641.0918,365.61948,3.595,0.7534399425326026,0.06696470149948776,7,4,3.9831336328860987,0.5615795399588561,2.4800390275090134,1.9184594875501573
2020-07-17,水生根茎类,10.727,154.124,78.28756,0.0,0.9686908111582477,0.0,7,5,2.372763927615292,0.6773687589662813,2.6649935456081026,1.987624786641821
2020-07-17,花叶类,201.67,1377.6054,828.6875,28.237999999999992,0.6623943283807223,0.14002082610204789,7,5,5.30663269815175,0.5082589296514732,1.9214693553746605,1.4132104257231872
2020-07-17,花菜类,44.198,455.7297,255.48806,4.343,0.7837612450460503,0.09826236481288746,7,5,3.788679539191113,0.5787241939494026,2.3332203314118405,1.754496137462438
2020-07-17,茄类,37.251,294.065,170.29864,4.752,0.7267607069557336,0.12756704517999518,7,5,3.6176787901028145,0.5462472296080767,2.0661220412347947,1.5198748116267178
2020-07-17,辣椒类,61.025,690.4716,404.14313,5.205,0.7084828337920777,0.08529291274068006,7,5,4.111283616279024,0.5356057449910251,2.426091226108257,1.890485481117232
2020-07-17,食用菌,51.908,656.7742000000001,374.65541,5.922000000000001,0.7530087180644209,0.11408646066116977,7,5,3.949472920874984,0.5613335791522991,2.5378673551275117,1.9765337759752124
2020-07-18,水生根茎类,10.418,151.2599,78.64435,3.176,0.9233409647355466,0.30485697830677677,7,6,2.343535079323,0.6540637596441377,2.67546446999135,2.0214007103472125
2020-07-18,花叶类,275.265,2023.5223,1239.71203,43.975,0.6322518867547009,0.1597551450420504,7,6,5.6177342700307475,0.4899605870065604,1.9948607147334665,1.504900127726906
2020-07-18,花菜类,61.088,634.3341,355.67348,9.717,0.7834731450880175,0.15906561026715557,7,6,4.112315447543337,0.5785626682815317,2.3402603397019437,1.7616976714204124
2020-07-18,茄类,56.585,393.6409,220.60596999999999,8.432,0.7843619553904186,0.14901475656092605,7,6,4.035743932417905,0.5790609033713027,1.9396951399632791,1.3606342365919764
2020-07-18,辣椒类,85.051,987.4653,562.28108,13.838999999999999,0.7561773552828774,0.16271413622414785,7,6,4.443251076562284,0.5631394897044254,2.451890280355089,1.8887507906506635
2020-07-18,食用菌,71.884,884.559,518.01945,15.003,0.7075787405279859,0.2087112570252073,7,6,4.275053708669776,0.5350764259108322,2.5100355070581695,1.9749590811473372
2020-07-19,水生根茎类,11.124,159.4384,82.67751,2.92,0.9284373706948843,0.2624955052139518,7,7,2.4091049363717185,0.6567100224814933,2.6625527043595385,2.005842681878045
2020-07-19,花叶类,321.164,2307.3773,1427.24524,51.964999999999996,0.6166649117708742,0.16180206997048235,7,7,5.771951896090087,0.480365330778141,1.9719148944419078,1.4915495636637668
2020-07-19,花菜类,76.351,809.2379,455.56948,8.423,0.776321583263216,0.1103194457178033,7,7,4.335341129155817,0.5745446998357007,2.3607518114225954,1.786207111586895
2020-07-19,茄类,71.772,556.3028,308.68128,11.955,0.802191567949958,0.16656913559605416,7,7,4.27349442785042,0.5890034620540858,2.0478183224735984,1.4588148604195124
2020-07-19,辣椒类,103.776,1116.3662,680.85551,10.843,0.639652148809077,0.10448465926611163,7,7,4.642234730124907,0.4944841149540816,2.375599495192157,1.8811153802380751
2020-07-19,食用菌,80.322,1123.2615,656.64995,9.953999999999999,0.7105940539552316,0.12392619705684618,7,7,4.386043556031816,0.536840710158989,2.637948230014275,2.1011075198552858
2020-07-20,水生根茎类,9.548,134.2522,70.17344,0.5449999999999999,0.9131483364646225,0.057080016757436104,7,1,2.2563317084765835,0.6487502287298462,2.643388412115177,1.9946381833853308
2020-07-20,花叶类,204.997,1412.958,851.38779,22.66,0.6595939201806031,0.11053820299809265,7,1,5.322995344884987,0.5065729460453072,1.930445313366267,1.42387236732096
2020-07-20,花菜类,47.431,411.3892,235.63006000000001,4.920999999999999,0.7459113663171837,0.10375071155995023,7,1,3.8592760233695302,0.5572766922784723,2.160263701681698,1.6029870094032257
2020-07-20,茄类,33.947,280.5997,149.26283,3.8689999999999998,0.8799033892094903,0.11397177953869266,7,1,3.5248004848572627,0.6312203868030561,2.1121286136729642,1.4809082268699079
2020-07-20,辣椒类,67.35,677.3549,444.89024,8.161999999999999,0.5225213751598596,0.12118782479584261,7,1,4.209902902856373,0.4203677600172271,2.3082924572181716,1.8879246972009445
2020-07-20,食用菌,52.617,627.6752,358.29554,3.7500000000000004,0.7518364867170828,0.07126974171845603,7,1,3.9630392614441106,0.560664658659349,2.4789835737791233,1.9183189151197741
2020-07-21,水生根茎类,12.744,213.18280000000001,127.51806,1.299,0.6717851573337925,0.10193032015065913,7,2,2.5450605726077473,0.5138920119888067,2.8170894410073664,2.3031974290185597
2020-07-21,花叶类,214.99,1592.4823,959.32363,14.480000000000002,0.6600052893516237,0.06735196985906322,7,2,5.370591515418057,0.5068207887197753,2.002457757366808,1.495636968647033
2020-07-21,花菜类,49.005,461.43580000000003,262.22405,4.108,0.7597005309009608,0.08382818079787775,7,2,3.8919223337211433,0.5651436416752326,2.242420598952216,1.6772769572769834
2020-07-21,茄类,27.094,206.34199999999998,115.04748,1.504,0.79353776371286,0.055510445117000075,7,2,3.299312301158545,0.5841900736441125,2.0302226852068483,1.446032611562736
2020-07-21,辣椒类,56.993,571.6611,346.3812,3.207,0.6503814294771195,0.0562700682539961,7,2,4.042928453275607,0.5010064305770376,2.3056178799995832,1.8046114494225456
2020-07-21,食用菌,45.905,570.2716,325.12567,3.8779999999999997,0.754003613433538,0.08447881494390588,7,2,3.8265740435956634,0.5619009540582102,2.519538694975106,1.957637740916896
2020-07-22,水生根茎类,11.05,180.9364,95.75592,1.051,0.8895583688193898,0.09511312217194569,7,3,2.402430427963762,0.6363431344757678,2.7957151603377497,2.1593720258619817
2020-07-22,花叶类,232.78300000000002,1648.3367,979.24445,27.328,0.6832739771974199,0.1173968889480761,7,3,5.450106689135914,0.5207406929266329,1.9574153087178416,1.4366746157912087
2020-07-22,花菜类,53.675,531.4384,300.16529,4.836,0.7704858546436197,0.09009781089892875,7,3,3.982947343764845,0.5712540030680493,2.2926399488996667,1.7213859458316174
2020-07-22,茄类,48.247,372.4259,198.97975,1.7489999999999999,0.8716773943077123,0.03625095860882542,7,3,3.876333649686174,0.6268350311039366,2.043704442170508,1.4168694110665714
2020-07-22,辣椒类,81.36,801.0997,484.68289,7.1739999999999995,0.6528326386763932,0.08817600786627335,7,3,4.398883751740304,0.5024905666933358,2.2871016569956133,1.7846110903022778
2020-07-22,食用菌,66.794,745.5677000000001,443.66574,3.9640000000000004,0.6804716541782108,0.059346647902506225,7,3,4.201613256149228,0.519074500547883,2.412532685468329,1.8934581849204457
2020-07-23,水生根茎类,30.417,207.4809,108.64186,4.444,0.909769401959797,0.14610250846566064,7,4,3.4150016626385526,0.6469825028116275,1.9200376246027344,1.273055121791107
2020-07-23,花叶类,200.441,1426.5588,832.64225,28.064999999999998,0.7132913925518434,0.14001626413757662,7,4,5.300519939103226,0.5384163114440027,1.9625004504694823,1.4240841390254795
2020-07-23,花菜类,39.425,420.2273,250.55267999999998,3.0810000000000004,0.6772013773710186,0.07814838300570705,7,4,3.674400132849102,0.5171265575465556,2.366395622513751,1.8492690649671957
2020-07-23,茄类,44.142,338.846,192.28217999999998,3.428,0.7622329848767058,0.07765846586017851,7,4,3.7874117101781826,0.5665817462850197,2.038134016700946,1.471552270415926
2020-07-23,辣椒类,57.639,640.9893,374.82554,3.7780000000000005,0.710100384301454,0.06554589774284773,7,4,4.054199421917674,0.5365520730613964,2.408813342195965,1.8722612691345688
2020-07-23,食用菌,56.759,623.9236,367.95493,4.032,0.6956522365388609,0.07103719233954087,7,4,4.038814234095769,0.5280674671336704,2.3972136908803368,1.8691462237466663
2020-07-24,水生根茎类,11.74,197.4297,108.58864,0.757,0.8181432238215711,0.06448040885860307,7,5,2.4630018143999504,0.5978157736321907,2.8223807572091246,2.2245649835769337
2020-07-24,花叶类,176.325,1340.1699,801.51049,16.396,0.6720553463997709,0.09298738125620304,7,5,5.172328883094242,0.5140536160283922,2.0282227928581853,1.5141691768297931
2020-07-24,花菜类,38.284,409.2171,252.76949000000002,3.8600000000000003,0.618933914848663,0.10082541009298925,7,5,3.64503205433366,0.4817678553625011,2.3692137677269867,1.8874459123644853
2020-07-24,茄类,34.97,289.3317,168.6806,2.5540000000000003,0.7152636402763568,0.07303402916785817,7,5,3.5544905510752844,0.5395667949119186,2.1130832297397317,1.5735164348278132
2020-07-24,辣椒类,58.738,600.5783,390.15906,5.346,0.5393165546379981,0.09101433484286152,7,5,4.073086876842161,0.43133852222947355,2.324806147518215,1.8934676252887415
2020-07-24,食用菌,49.201,573.4826,334.96732000000003,4.937,0.7120553730435555,0.10034348895347656,7,5,3.8959139484949605,0.5376946212639897,2.4558136475967607,1.9181190263327712
2020-07-25,水生根茎类,10.424,150.716,81.3454,2.908,0.8527906925284037,0.27897160399079046,7,6,2.344110839822544,0.6166929849212723,2.6712864313752047,2.054593446453932
2020-07-25,花叶类,227.137,1805.9512,1076.1233300000001,22.624,0.6782009549035608,0.09960508415625811,7,6,5.425553359662973,0.5177223594582946,2.073289352907908,1.5555669934496137
2020-07-25,花菜类,57.421,620.8881,397.91328,7.785,0.5603603378102888,0.13557757614809912,7,6,4.050410090075927,0.4449167803641649,2.380740782384086,1.935824002019921
2020-07-25,茄类,61.874,435.2305,290.2815,12.455000000000002,0.4993394343077324,0.20129618256456672,7,6,4.125100059142093,0.4050246339855013,1.9507757166645494,1.5457510826790481
2020-07-25,辣椒类,94.206,951.9405,656.4265,12.509,0.45018596903080543,0.13278347451330064,7,6,4.54548387382144,0.37169180271258107,2.3130186590167194,1.9413268563041384
2020-07-25,食用菌,67.013,809.1515,476.59014,8.316,0.6977932023520252,0.12409532478772775,7,6,4.204886630420355,0.5293292915158739,2.491099537338015,1.9617702458221415
2020-07-26,水生根茎类,12.988,234.4727,137.35768,1.9570000000000003,0.7070228617722725,0.15067754850631354,7,7,2.5640258542405996,0.5347508366764984,2.893313308958196,2.358562472281698
2020-07-26,花叶类,250.825,2045.4513,1199.9319500000001,35.095000000000006,0.7046394172602868,0.13991826970995716,7,7,5.524755484811676,0.5333536028914353,2.0986182439145393,1.5652646410231037
2020-07-26,花菜类,64.119,711.6964,467.10814,9.189,0.5236223457805724,0.14331165489168576,7,7,4.160740731861783,0.4210906219498963,2.4069106841195627,1.9858200621696664
2020-07-26,茄类,69.521,515.1741,321.63341,7.637,0.60174311493324,0.10985169948648608,7,7,4.24162886520351,0.4710924830624768,2.002876036583837,1.53178355352136
2020-07-26,辣椒类,102.06099999999999,1058.5517,698.96295,13.593000000000002,0.5144603873495728,0.13318505599592403,7,7,4.62557067374577,0.415059195546903,2.3390862583383205,1.9240270627914176
2020-07-26,食用菌,71.295,882.8239,524.60756,9.619000000000002,0.6828272547196992,0.13491829721579354,7,7,4.2668261987340825,0.5204752686570907,2.5162995482317387,1.995824279574648
2020-07-27,水生根茎类,17.265,246.9673,157.22359,0.829,0.5708030836848337,0.04801621778163915,7,1,2.8486813308419556,0.4515870068499368,2.660574608357901,2.2089876015079644
2020-07-27,花叶类,198.00900000000001,1568.9211,911.45611,18.404,0.7213347771622267,0.09294527016448746,7,1,5.288312484206963,0.5431000231011166,2.0698309804547623,1.5267309573536454
