销售日期,品类,销量加权售价,销量加权进价,销量加权加成率,固定篮子价格指数,固定篮子成本指数,固定篮子加成率,固定篮子覆盖率,权重窗口天数,权重收缩系数,权重历史样本数
2020-07-24,水生根茎类,16.8168398637138,9.249458262350936,0.8181432238215711,15.46564478847803,8.34032655425628,0.8543212532350453,0.9167018080913781,180,0.09090909090909091,4
2020-07-25,水生根茎类,14.458557175748275,7.803664620107445,0.8527906925284037,14.61253527419145,7.625384524031691,0.9163014308510586,0.8708042784540835,180,0.09090909090909091,4
2020-07-26,水生根茎类,18.053025870033878,10.5757376039421,0.7070228617722722,15.544459862267448,8.440482269503546,0.8416554132731737,0.9240193750593597,180,0.09090909090909091,4
2020-07-27,水生根茎类,14.304506226469735,9.106492325514045,0.5708030836848337,13.847136583159463,8.197946364737296,0.6890982164413313,0.927801417799658,180,0.09090909090909091,4
2020-07-28,水生根茎类,11.948305752561073,7.253192205745397,0.6473168521711838,12.0,7.073809184865989,0.6963986003005729,0.8734787667981534,180,0.09090909090909091,4
2020-07-29,水生根茎类,12.204774963703821,7.287741571221165,0.6746991978831567,12.624845892962783,7.084452824053793,0.7820495395350411,0.8802727037824731,180,0.09090909090909091,4
2020-07-30,水生根茎类,11.911216533583843,7.3826463128229225,0.6134074461748553,12.595003570071524,7.313724482339628,0.7221052830858674,0.888290079337114,180,0.09090909090909091,4
2020-07-31,水生根茎类,11.191375511488825,7.519586612107858,0.48829664299214803,11.870265973116176,7.447171629534275,0.5939294222843778,0.8916326347036072,180,0.09090909090909091,4
2020-08-01,水生根茎类,11.09594998133632,7.5707204180664425,0.4656399085689944,11.82177397899344,7.498647875924142,0.5765207507542165,0.8985881536902289,180,0.09090909090909091,4
2020-08-02,水生根茎类,11.178993482209636,7.726564447768636,0.44682588979608284,12.726327365064131,8.121910479294337,0.5669130308082198,0.9493810248444258,180,0.09090909090909091,4
2020-08-03,水生根茎类,12.575866280938605,8.151981356477016,0.5426760355562721,12.540866706054612,7.920796692554251,0.5832834994797107,0.9563272291537583,180,0.09090909090909091,4
2020-08-04,水生根茎类,12.192704517704518,7.904755799755801,0.5424517627832581,12.542354529454848,7.769980268695548,0.6142067412946601,0.9581059709464909,180,0.09090909090909091,4
2020-08-05,水生根茎类,12.027410031698677,7.854242028715272,0.5313266369595202,12.113404433291509,7.7769602217665845,0.5576014391057118,0.960796228597191,180,0.09090909090909091,4
2020-08-06,水生根茎类,11.556149620716713,7.563980120324353,0.5277868842708131,12.108943942588546,7.704519266108285,0.571667682869593,0.9627539713578039,180,0.09090909090909091,4
2020-08-07,水生根茎类,12.30068856974228,7.963666732244738,0.5446011219853062,12.084523135447697,7.673827673790303,0.5747712418304589,0.9643407155481166,180,0.09090909090909091,4
2020-08-08,水生根茎类,12.232256654892394,7.905122173263902,0.5473836313704794,12.096515653582358,7.704505332826898,0.5700574055082088,0.9662522726985106,180,0.1111111111111111,5
2020-08-09,水生根茎类,11.171737451737453,7.749451737451738,0.4416164949768522,11.337159327621123,7.686835520621523,0.4748799160859958,0.9628663767751865,180,0.1111111111111111,5
2020-08-10,水生根茎类,11.173835674477724,7.154028615194082,0.5618941823556836,11.328739372929121,7.281972007027721,0.5557241035801739,0.9646897341445058,180,0.1111111111111111,5
2020-08-11,水生根茎类,12.138390849545411,7.942237266594976,0.5283339495030503,11.319929938371715,7.144216412585144,0.5844886667249745,0.9666308340051958,180,0.13043478260869565,6
2020-08-12,水生根茎类,11.403633704989947,7.368476695302503,0.5476243159267786,11.348927586613877,7.171972028197124,0.5823998674276407,0.9677673921959878,180,0.13043478260869565,6
2020-08-13,水生根茎类,12.11764645001035,7.9606939557027525,0.5221846886011372,11.308446021452466,7.1617580732627255,0.5790041922346882,0.9537282752740479,180,0.13043478260869565,6
2020-08-14,水生根茎类,8.44584708745957,4.946647327531593,0.7073881617661428,11.114328815833945,6.65505292184416,0.6700586676558073,0.9807801316231926,180,0.13043478260869565,6
2020-08-15,水生根茎类,10.633577724046486,7.111601669136573,0.49524371847130166,10.33881111984194,6.621387360993892,0.5614267156075357,0.94499168068498,180,0.13043478260869565,6
2020-08-16,水生根茎类,10.002379978735586,6.457267931626727,0.5490111428930236,10.642751886235912,6.530237370757909,0.6297649353289432,0.9470655435695141,180,0.13043478260869565,6
2020-08-17,水生根茎类,10.845878361397338,7.231236491580799,0.4998649780054909,10.619330116632815,7.066766318573005,0.5027142030610092,0.9489027060858903,180,0.13043478260869565,6
2020-08-18,水生根茎类,9.563765917344735,6.438444352503103,0.48541563671767807,10.340783041883975,7.229526756365867,0.43035407300741113,0.9500314359352295,180,0.13043478260869565,6
2020-08-19,水生根茎类,10.486930362116993,6.955723676880223,0.5076692015489301,10.31685080487014,6.773455016049262,0.5231297440412659,0.9514958249468519,180,0.13043478260869565,6
2020-08-20,水生根茎类,9.713820430201167,6.395067491073761,0.5189551077857619,10.226795707892567,6.629135074901996,0.5427043788278454,0.9526410914792639,180,0.13043478260869565,6
2020-08-21,水生根茎类,7.271194866755304,4.58936354702584,0.5843580035117153,9.952379408671657,6.27357772968403,0.5863961263412785,0.9846740604355055,180,0.13043478260869565,6
2020-08-22,水生根茎类,6.6088469091929305,4.276464977087815,0.5453995167974974,9.525963278917533,6.445786104592478,0.4778590422245781,0.8613453496050283,180,0.13043478260869565,6
2020-08-23,水生根茎类,6.717393664372409,4.3130377575612835,0.5574622903766597,9.674524865387857,6.262712206366398,0.5447819645222018,0.9860519759410238,180,0.13043478260869565,6
2020-08-24,水生根茎类,9.908859886727408,6.46401181974883,0.532927253699303,10.179371447026856,6.493377525175873,0.5676543382176362,0.9084467504734677,180,0.13043478260869565,6
2020-08-25,水生根茎类,10.631960921144453,6.933096401156415,0.5335083065296886,10.172862778183957,6.503731791622577,0.5641577949582066,0.9104523181222853,180,0.13043478260869565,6
2020-08-26,水生根茎类,10.34319788918206,6.794974670184697,0.5221834357332369,10.183523327696584,6.504426828153194,0.5656296237539502,0.9123494154022912,180,0.13043478260869565,6
2020-08-27,水生根茎类,12.320151896135885,7.273429465797711,0.6938573411716829,11.375274627572278,6.552238281254424,0.7360898885677407,0.9140689866511513,180,0.13043478260869565,6
2020-08-28,水生根茎类,12.331304472067437,7.093983426203743,0.7382764705254437,11.395678682638712,6.5714208729956445,0.7341270484542688,0.9157683123725788,180,0.14893617021276595,7
2020-08-29,水生根茎类,8.27284164463488,5.585443522654756,0.4811431914188986,9.431399651962106,6.330423264575634,0.48985293048874023,0.8028119752387197,180,0.14893617021276595,7
2020-08-30,水生根茎类,9.542809531744709,6.043767372104649,0.5789505029247299,9.647751263488871,5.979693721783094,0.6134189663165548,0.9201006506103201,180,0.14893617021276595,7
2020-08-31,水生根茎类,8.498139719352585,5.833093920565072,0.45688374558682576,9.644653778088632,6.343324017592684,0.520441609373884,0.9222756795547931,180,0.14893617021276595,7
2020-09-01,水生根茎类,8.631272818834193,6.134646019556003,0.4069716152031351,9.587892376681616,6.511398334561311,0.47247824262122573,0.9258382690806093,180,0.14893617021276595,7
2020-09-02,水生根茎类,8.62014380469316,5.980076918789365,0.4414770782644486,9.547083244567057,6.496807564856074,0.4695037753944242,0.9287766578319903,180,0.14893617021276595,7
2020-09-03,水生根茎类,8.323580895223806,5.687573143285821,0.46346793008715714,8.434652171630995,5.686740108712767,0.48321393458936135,0.8895817991328474,180,0.14893617021276595,7
2020-09-04,水生根茎类,8.832942590922753,5.576317403065825,0.5840100109915651,8.433039891032209,5.645300618796944,0.49381591176084316,0.8910099104686147,180,0.14893617021276595,7
2020-09-05,水生根茎类,7.780429571838134,5.222208723034263,0.4898733437290623,8.08288557605318,5.20914812285225,0.5516712877858088,0.8924564068523575,180,0.14893617021276595,7
2020-09-06,水生根茎类,7.622128058258628,5.197158614228222,0.4665952348253497,8.071801275614341,5.182843589977661,0.5574078467702963,0.8959876909971124,180,0.14893617021276595,7
2020-09-07,水生根茎类,7.6968401582489845,5.196719159430714,0.48109603811881807,8.05816115539421,5.190628521821483,0.552444202376952,0.8992963233849394,180,0.14893617021276595,7
2020-09-08,水生根茎类,8.0,5.200000000000001,0.5384615384615381,8.0,5.200000000000001,0.5384615384615381,0.8099460119311453,180,0.14893617021276595,7
2020-09-09,水生根茎类,8.423320450620839,5.583772716059534,0.5085356942259591,8.603359932601437,5.576871202583612,0.5426857856454952,0.9033967651289239,180,0.14893617021276595,7
2020-09-10,水生根茎类,8.32293679271322,5.587620756279326,0.48953144025745976,8.601639635364204,5.576937147311038,0.5423590777800946,0.9042314201310392,180,0.14893617021276595,7
2020-09-11,水生根茎类,8.289134989524094,5.473133792277761,0.5145134952153971,8.598501880806145,5.455087390286309,0.5762354047924527,0.9052074176693552,180,0.14893617021276595,7
2020-09-12,水生根茎类,8.0,5.6,0.4285714285714286,8.0,5.599999999999999,0.4285714285714288,0.8161872794128915,180,0.14893617021276595,7
2020-09-13,水生根茎类,8.499279577352047,5.539931693260045,0.5341849047872529,8.590469337050056,5.5609434386741,0.5447863176069794,0.9089938863798955,180,0.14893617021276595,7
2020-09-14,水生根茎类,8.395368930361155,5.584844191002822,0.5032413874474932,8.584809762412794,5.577582292440844,0.539163263274048,0.9073341173431584,180,0.14893617021276595,7
2020-09-15,水生根茎类,9.520682657786566,5.719120141526614,0.6647110783102372,8.58237736047209,5.645619559903647,0.520183439462677,0.9084149685138243,180,0.14893617021276595,7
2020-09-16,水生根茎类,7.382452970560101,5.703762355191837,0.29431286067524187,7.694782153409968,5.729030971347565,0.3431210604190582,0.9095824627731901,180,0.14893617021276595,7
2020-09-17,水生根茎类,6.999999999999999,5.499999999999999,0.2727272727272727,6.999999999999999,5.499999999999998,0.27272727272727293,0.8201550601352063,180,0.14893617021276595,7
2020-09-18,水生根茎类,7.7738168408113095,5.70023970497849,0.3637701646163747,7.685972783011814,5.6809140122626,0.35294650938584393,0.9115156031333491,180,0.14893617021276595,7
2020-09-19,水生根茎类,8.166620171945931,5.613876645279095,0.45472027405759397,8.588582419918922,5.72499337057865,0.5001908061687128,0.9121649354339658,180,0.14893617021276595,7
2020-09-20,水生根茎类,8.182195140451569,5.769192687921923,0.4182565192494576,8.577147805290394,5.875829907428406,0.45973384873631207,0.914341262580055,180,0.14893617021276595,7
2020-09-21,水生根茎类,8.0,5.769999999999999,0.38648180242634345,8.0,5.769999999999998,0.38648180242634367,0.8298632890219803,180,0.14893617021276595,7
2020-09-22,水生根茎类,8.216938214134574,5.889192234447736,0.3952572588938632,8.56058718802327,6.0621622179717125,0.412134297997635,0.9172450050022827,180,0.14893617021276595,7
2020-09-23,水生根茎类,8.433517633796768,6.464727038488378,0.3045434994528007,8.552197983132071,6.646703574135845,0.28668262210624684,0.9191017983972047,180,0.14893617021276595,7
2020-09-24,水生根茎类,7.888447750838377,5.637131403461434,0.3993726926419596,8.550787403333105,5.826740814372128,0.4675077673339949,0.9199863824591987,180,0.14893617021276595,7
2020-09-25,水生根茎类,8.630564842512758,5.966971229984163,0.4463895517283505,8.53776690361142,5.930625370581139,0.43960651198151934,0.9221189976558801,180,0.14893617021276595,7
2020-09-26,水生根茎类,8.265119250425894,5.900303449744463,0.4007956236189596,8.539055726863769,6.003942749996794,0.42224136412165625,0.9231174872495091,180,0.14893617021276595,7
2020-09-27,水生根茎类,8.248789282053094,5.8920520343596445,0.39998581715675274,8.528477322987733,5.995536609505461,0.4224710611334588,0.9258663061442355,180,0.14893617021276595,7
2020-09-28,水生根茎类,8.452744288002698,5.968269960374336,0.4162804873311283,8.523905929336069,5.994718370403239,0.42190264874156247,0.9269895270852906,180,0.14893617021276595,7
2020-09-29,水生根茎类,8.199129894344313,5.869363579863268,0.3969367858679014,8.523421580413682,5.9823251838440985,0.42476734688914664,0.9274504074854055,180,0.14893617021276595,7
2020-09-30,水生根茎类,8.197073753359211,5.856822932218573,0.39957684366157675,8.518991611858862,5.949642581419305,0.4318493077993657,0.9283704780310839,180,0.14893617021276595,7
2020-10-01,水生根茎类,8.129705903605752,5.833075005419466,0.39372559002798746,8.341610949984448,5.887110792246035,0.4169278011501425,0.9297307077497877,180,0.14893617021276595,7
2020-10-02,水生根茎类,8.646755733892663,5.9164160321006785,0.4614854139698745,8.335300905068655,5.860354162912359,0.42232033651125733,0.9316802093727587,180,0.14893617021276595,7
2020-10-03,水生根茎类,8.276369140941775,5.833164296913013,0.41884725333756445,8.508398612158183,5.861007833458982,0.4516954854736639,0.9324229733534799,180,0.14893617021276595,7
2020-10-04,水生根茎类,8.175340189051626,5.805698556144178,0.40815788315424206,8.33742602280822,5.810966345741266,0.434774446580394,0.9330369927902694,180,0.14893617021276595,7
2020-10-05,水生根茎类,8.154478884542081,5.804634366536263,0.4048221420375211,8.335799468065423,5.810073984041963,0.43471485749762495,0.9336643998102166,180,0.14893617021276595,7
2020-10-06,水生根茎类,8.08423828730996,5.802316552901025,0.3932777044485838,8.328563372162556,5.809035492734471,0.433725681755488,0.9361426543066163,180,0.14893617021276595,7
2020-10-07,水生根茎类,8.02517625266978,5.801561419093882,0.38327868533074927,8.325451179803506,5.808949907444596,0.4332110471694426,0.936904741517169,180,0.14893617021276595,7
2020-10-08,水生根茎类,8.173510265398097,5.803036429644466,0.40848853259721163,8.31873596035957,5.805577879306294,0.4328868087380773,0.9383896280454238,180,0.14893617021276595,7
2020-10-09,水生根茎类,7.685756469034113,5.797976532753128,0.3255928901431042,8.316534928109833,5.787338602875606,0.4370223515136167,0.9392666807453128,180,0.14893617021276595,7
2020-10-10,水生根茎类,8.048391481649297,5.795886724059809,0.388638506035482,8.311097819666468,5.77355668532835,0.43951090681874994,0.9404659897368708,180,0.14893617021276595,7
2020-10-11,水生根茎类,8.045506177585935,5.687269629344844,0.41465179285209164,8.308432720356038,5.671494036778638,0.4649460382885564,0.941034336583298,180,0.14893617021276595,7
2020-10-12,水生根茎类,7.7553022200193045,5.785144131688102,0.34055471108138335,8.30169411817398,5.776618705841515,0.4371199729314006,0.9424586214771113,180,0.14893617021276595,7
2020-10-13,水生根茎类,7.9184465250697755,5.7851034264336185,0.3687649020911823,8.30094568686707,5.730782492020573,0.4484838149807886,0.9431774413800348,180,0.14893617021276595,7
2020-10-14,水生根茎类,8.0,5.660000000000001,0.41342756183745566,8.0,5.660000000000001,0.41342756183745566,0.8743279902364633,180,0.14893617021276595,7
2020-10-15,水生根茎类,7.677102604240786,5.800000000000001,0.3236383800415146,8.0,5.8,0.3793103448275863,0.8766581783132066,180,0.14893617021276595,7
2020-10-16,水生根茎类,7.790141251081003,5.8,0.34312780191051795,8.0,5.800000000000001,0.3793103448275861,0.8783835701316414,180,0.14893617021276595,7
2020-10-17,水生根茎类,7.945087235996327,5.8,0.3698426268959185,8.0,5.8,0.3793103448275863,0.8808715819271662,180,0.14893617021276595,7
2020-10-18,水生根茎类,7.89079633971111,5.8,0.3604821275363983,8.0,5.8,0.3793103448275863,0.8846591442112491,180,0.14893617021276595,7
2020-10-19,水生根茎类,7.939901477832512,5.69,0.3954132649969264,8.0,5.6899999999999995,0.40597539543058003,0.8878166337946126,180,0.14893617021276595,7
2020-10-20,水生根茎类,7.87818100902213,5.710000000000001,0.3797164639268178,8.0,5.71,0.4010507880910683,0.8894061661658204,180,0.14893617021276595,7
2020-10-21,水生根茎类,7.676619027404368,5.799999999999999,0.3235550047248914,8.0,5.8,0.3793103448275863,0.8912230833993048,180,0.14893617021276595,7
2020-10-22,水生根茎类,7.598630175125985,5.8,0.31010865088379047,8.0,5.800000000000001,0.3793103448275861,0.8919029840773247,180,0.14893617021276595,7
2020-10-23,水生根茎类,7.9750008116619595,5.794606019285088,0.37628007583609246,8.250091104042095,5.755608829032528,0.43340024471900573,0.9525388369407294,180,0.14893617021276595,7
2020-10-24,水生根茎类,7.7887299063769655,5.6,0.39084462613874393,8.0,5.6,0.4285714285714286,0.8940071650352893,180,0.14893617021276595,7
2020-10-25,水生根茎类,7.772962338392356,5.78,0.34480317273224137,8.0,5.78,0.38408304498269885,0.8961806065331154,180,0.14893617021276595,7
2020-10-26,水生根茎类,8.0,5.8,0.3793103448275863,8.0,5.8,0.3793103448275863,0.898344903662838,180,0.14893617021276595,7
2020-10-27,水生根茎类,7.951299769661072,5.8,0.3709137533898401,8.0,5.800000000000001,0.3793103448275861,0.8990344486228001,180,0.14893617021276595,7
2020-10-28,水生根茎类,6.902276513048307,5.8,0.19004767466350114,8.0,5.799999999999999,0.3793103448275865,0.8997176117425526,180,0.14893617021276595,7
2020-10-29,水生根茎类,8.0,5.8,0.3793103448275863,8.0,5.8,0.3793103448275863,0.9001934761892556,180,0.14893617021276595,7
2020-10-30,水生根茎类,7.814587884277265,5.799999999999999,0.3473427386684942,8.0,5.8,0.3793103448275863,0.9007034208442535,180,0.14893617021276595,7
2020-10-31,水生根茎类,7.856128177631994,5.8,0.3545048582124126,8.0,5.8,0.3793103448275863,0.901246271938977,180,0.14893617021276595,7
2020-11-01,水生根茎类,7.53858016037683,5.800000000000001,0.29975520006497036,8.0,5.8,0.3793103448275863,0.9035246873640602,180,0.14893617021276595,7
2020-11-02,水生根茎类,8.0,5.8,0.3793103448275863,8.0,5.8,0.3793103448275863,0.9051569868974091,180,0.14893617021276595,7
2020-11-03,水生根茎类,7.810644115215871,5.65,0.3824148876488267,8.0,5.650000000000001,0.41592920353982277,0.9055951406542083,180,0.14893617021276595,7
2020-11-04,水生根茎类,8.0,5.8,0.3793103448275863,8.0,5.8,0.3793103448275863,0.9060058625828425,180,0.14893617021276595,7
2020-11-05,水生根茎类,8.0,5.8,0.3793103448275863,8.0,5.8,0.3793103448275863,0.9065252178648245,180,0.14893617021276595,7
2020-11-06,水生根茎类,7.721341962359593,5.610000000000001,0.37635329097318904,8.0,5.61,0.42602495543672014,0.906761713399425,180,0.14893617021276595,7
2020-11-07,水生根茎类,7.694593421365859,5.79,0.3289453232065387,8.0,5.79,0.3816925734024179,0.9070875540932348,180,0.14893617021276595,7
2020-11-08,水生根茎类,7.909804662669439,5.8,0.3637594245981792,8.0,5.799999999999999,0.3793103448275865,0.908755180235564,180,0.14893617021276595,7
2020-11-09,水生根茎类,7.839357980657109,5.8,0.351613444940881,8.0,5.8,0.3793103448275863,0.910235148792944,180,0.14893617021276595,7
2020-11-10,水生根茎类,7.638106254647608,5.8,0.3169148714909671,8.0,5.8,0.3793103448275863,0.9105850008880253,180,0.14893617021276595,7
2020-11-11,水生根茎类,8.945030603322646,6.197362285048091,0.44336093194093995,8.0,5.61,0.42602495543672014,0.9108419103048291,180,0.14893617021276595,7
2020-11-12,水生根茎类,8.683969657074792,6.231972917058491,0.39345433182236134,8.006150588080322,5.8030445410997595,0.37964658574945953,0.911241924021238,180,0.16666666666666666,8
2020-11-13,水生根茎类,8.309893941595234,6.005105331977336,0.3838048597324084,8.010510263456347,5.805202580410891,0.37988470729463564,0.9116103588233181,180,0.16666666666666666,8
2020-11-14,水生根茎类,6.8895177800333744,5.2,0.32490726539103343,7.0,5.2,0.34615384615384603,0.9105431968422969,180,0.16666666666666666,8
2020-11-15,水生根茎类,6.865014442264017,5.2,0.32019508505077243,7.0,5.2,0.34615384615384603,0.9118479992394658,180,0.16666666666666666,8
2020-11-16,水生根茎类,7.937439446366781,5.199999999999999,0.5264306627628428,8.0,5.199999999999999,0.5384615384615388,0.9128128951471328,180,0.16666666666666666,8
2020-11-17,水生根茎类,7.665051288264276,5.8,0.32156056694211643,8.0,5.8,0.3793103448275863,0.9131520861253114,180,0.16666666666666666,8
2020-11-18,水生根茎类,7.736581294663816,5.8,0.3338933266661752,8.0,5.8,0.3793103448275863,0.9136468382060954,180,0.16666666666666666,8
2020-11-19,水生根茎类,8.68224746485616,6.406066066066066,0.35531656640998155,8.005867009640118,5.664048236651681,0.4134531831552357,0.915384884112113,180,0.16666666666666666,8
2020-11-20,水生根茎类,8.144039145907474,5.707677935943059,0.42685681240384543,8.013259405651803,5.60464079197813,0.4297543237955779,0.9158108359607637,180,0.16666666666666666,8
2020-11-21,水生根茎类,8.176137134744073,5.699318710916702,0.4345814911321195,8.022848442761868,5.645178980359357,0.42118584205653553,0.9162837697899602,180,0.16666666666666666,8
2020-11-22,水生根茎类,8.0,5.6,0.4285714285714286,8.0,5.6,0.4285714285714286,0.9138082659690736,180,0.16666666666666666,8
2020-11-23,水生根茎类,8.0,5.599999999999999,0.4285714285714288,8.0,5.599999999999999,0.4285714285714288,0.915326726888093,180,0.16666666666666666,8
2020-11-24,水生根茎类,7.813657925355769,6.0,0.30227632089262824,8.0,6.0,0.33333333333333326,0.9160924950699435,180,0.16666666666666666,8
2020-11-25,水生根茎类,7.643900043931053,5.999999999999999,0.2739833406551757,8.0,6.0,0.33333333333333326,0.916962404822538,180,0.16666666666666666,8
2020-11-26,水生根茎类,8.0,6.07,0.31795716639209215,8.0,6.07,0.31795716639209215,0.917632592327945,180,0.16666666666666666,8
2020-11-27,水生根茎类,7.7344033134869274,6.199999999999999,0.24748440540111738,8.0,6.2,0.29032258064516125,0.9181332093836877,180,0.16666666666666666,8
2020-11-28,水生根茎类,8.0,6.179999999999999,0.2944983818770228,8.0,6.179999999999999,0.2944983818770228,0.9185461228445296,180,0.16666666666666666,8
2020-11-29,水生根茎类,8.0,6.0,0.33333333333333326,8.0,5.999999999999999,0.3333333333333335,0.9191605403143865,180,0.16666666666666666,8
2020-11-30,水生根茎类,7.742871056760999,6.0,0.2904785094601665,8.0,6.0,0.33333333333333326,0.919789648163276,180,0.16666666666666666,8
2020-12-01,水生根茎类,8.0,6.0,0.33333333333333326,8.0,5.999999999999999,0.3333333333333335,0.9201075844952509,180,0.16666666666666666,8
2020-12-02,水生根茎类,7.9490839462117595,5.9478180077462035,0.33647060751677116,8.0,6.150000000000001,0.30081300813008105,0.9205967219723351,180,0.16666666666666666,8
2020-12-03,水生根茎类,7.726490890573724,5.586757383727509,0.3830009717405296,8.0,6.198728726079386,0.2905872080419132,0.9210293149529177,180,0.1836734693877551,9
2020-12-04,水生根茎类,6.319587392550144,4.820981088825215,0.31085089862696624,7.991975620812447,6.192376839771826,0.2906151914854931,0.9216112336801758,180,0.1836734693877551,9
2020-12-05,水生根茎类,7.226917597316053,5.719445746587619,0.26356956906669393,7.954676212311287,6.052805727386772,0.31421303947014745,0.9228645935067731,180,0.1836734693877551,9
2020-12-06,水生根茎类,6.970051513955696,5.526292168385576,0.26125280777398574,7.948470317283763,6.058910424761204,0.31186463572731093,0.9235867697857408,180,0.1836734693877551,9
2020-12-07,水生根茎类,6.973788813677715,5.64571057927387,0.2352366838072415,7.927785389709587,6.046430518458118,0.31115132564712367,0.9251596380431013,180,0.1836734693877551,9
2020-12-08,水生根茎类,6.863679877465058,5.538570553321846,0.23925114095521582,7.943138389250596,6.055901758806837,0.31163593889204555,0.9299097277888845,180,0.1836734693877551,9
2020-12-09,水生根茎类,7.246610020803569,6.129972178359275,0.18216034428123118,8.031406786398295,6.046015369975549,0.32838014707706176,0.9310074986144621,180,0.1836734693877551,9
2020-12-10,水生根茎类,6.688139861294584,5.990825421070014,0.11639705569988457,7.927721024427407,6.065854256852873,0.3069422193042468,0.9313234513690234,180,0.1836734693877551,9
2020-12-11,水生根茎类,6.723611958511287,6.07373380468722,0.10699812911170792,6.11754309175544,6.159764067898803,-0.006854317093635931,0.9318502156771954,180,0.1836734693877551,9
2020-12-12,水生根茎类,8.125982929900658,5.967712326850427,0.36165794945234886,8.037650209101345,6.147823245950253,0.3073977386054447,0.9326813317062836,180,0.1836734693877551,9
2020-12-13,水生根茎类,8.500448503628801,6.111679306314387,0.3908531645052804,8.040028425501498,6.309255804578831,0.2743227845773173,0.9336900823444376,180,0.1836734693877551,9
2020-12-14,水生根茎类,6.4827449364287135,5.855702184165943,0.10708241856259693,8.0,6.288795663575116,0.27210366308071166,0.9272913546865817,180,0.1836734693877551,9
