售价,补货量,加成率,平均需求,平均正常销售量,平均折扣销售量,平均剩余量,平均利润,利润P10,利润P50,利润P90,亏损概率,缺货概率,剩余概率,销售总量,下界加成率,上界加成率,历史支持等级,日期,品类,是否在历史外圈,加成分位位置,绝对售价分位位置,最近历史距离
14.52,11.8,0.35375804558334756,42.574116771978424,9.686565239259325,0.0,0.5041307007406765,14.085690542795026,-13.373037118759198,21.683846902722067,26.741192050550566,0.12533333333333332,0.8551666666666666,0.14483333333333334,9.686565239259325,0.35,0.65,强,2023-07-01,水生根茎类,否,0.19779483975983597,0.5368528695017145,0.3870255135877476
14.53,11.8,0.3546903858351267,42.574116771978424,9.686565239259325,0.0,0.5041307007406765,14.182556195187614,-13.29633644621397,21.785739902722057,26.846306450550557,0.12533333333333332,0.8551666666666666,0.14483333333333334,9.686565239259325,0.35,0.65,强,2023-07-01,水生根茎类,否,0.19914417216567076,0.537461094217031,0.3843854962966765
14.54,11.9,0.3556227260869058,42.574116771978424,9.760363306789008,0.0,0.5166944632109921,14.279875946654608,-14.180080803764156,22.065239997991604,27.179822722165426,0.12633333333333333,0.854,0.146,9.760363306789008,0.35,0.65,强,2023-07-01,水生根茎类,否,0.20049350457150555,0.5380693189323476,0.3817454790056054
14.55,12.0,0.35655506633868517,42.574116771978424,9.834082296967932,0.0,0.5293373030320678,14.377521084018646,-14.946131519886238,22.351709155745596,27.514289404517644,0.128,0.853,0.147,9.834082296967932,0.35,0.65,强,2023-07-01,水生根茎类,否,0.20184283697734065,0.5386775436476642,0.37910546171453385
14.56,12.0,0.3574874065904643,42.574116771978424,9.834082296967932,0.0,0.5293373030320678,14.475861906988328,-14.868980106148012,22.455329155745602,27.619436603313318,0.12783333333333333,0.853,0.147,9.834082296967932,0.35,0.65,强,2023-07-01,水生根茎类,否,0.20319216938317577,0.5392857683629807,0.37646544442346275
14.57,12.0,0.3584197468422434,42.574116771978424,9.834082296967932,0.0,0.5293373030320678,14.574202729958012,-14.7918286924098,22.55894915574561,27.724374575763107,0.1275,0.853,0.147,9.834082296967932,0.35,0.65,强,2023-07-01,水生根茎类,否,0.20454150178901057,0.5398939930782972,0.37382542713239164
14.58,12.1,0.35935208709402255,42.574116771978424,9.907656550299611,0.0,0.5421248797003887,14.672686363696371,-15.77468926624654,22.85142389871018,28.063197830561137,0.12933333333333333,0.8511666666666666,0.14883333333333335,9.907656550299611,0.35,0.65,强,2023-07-01,水生根茎类,否,0.20589083419484536,0.5405022177936138,0.37118540984132053
14.59,12.1,0.3602844273458019,42.574116771978424,9.907656550299611,0.0,0.5421248797003887,14.77176292919937,-15.697537852508315,22.954656600930733,28.170984630561122,0.12933333333333333,0.8511666666666666,0.14883333333333335,9.907656550299611,0.35,0.65,强,2023-07-01,水生根茎类,否,0.20724016660068048,0.5411104425089304,0.36854539255024943
14.6,12.2,0.36121676759758103,42.574116771978424,9.981116666108466,0.0,0.5550265938915342,14.870787382704426,-16.680398426345057,23.244590500886375,28.512480285359175,0.12983333333333333,0.8493333333333334,0.15066666666666667,9.981116666108466,0.35,0.65,强,2023-07-01,水生根茎类,否,0.20858949900651527,0.5417186672242469,0.3659053752591783
14.61,12.2,0.36214910784936016,42.574116771978424,9.981116666108466,0.0,0.5550265938915342,14.970598549365507,-16.603247012606843,23.34993750088637,28.621157885359167,0.12966666666666668,0.8493333333333334,0.15066666666666667,9.981116666108466,0.35,0.65,强,2023-07-01,水生根茎类,否,0.20993883141235006,0.5423268919395634,0.3632653579681072
14.62,12.2,0.3630814481011393,42.574116771978424,9.981116666108466,0.0,0.5550265938915342,15.070409716026585,-16.52609559886862,23.455284500886364,28.72983548535916,0.12966666666666668,0.8493333333333334,0.15066666666666667,9.981116666108466,0.35,0.65,强,2023-07-01,水生根茎类,否,0.2112881638181852,0.5429351166548799,0.3606253406770361
14.63,12.3,0.36401378835291864,42.574116771978424,10.054420976186067,0.0,0.5680841138139324,15.170093136315797,-17.507700946946905,23.753751431221502,29.074894340157186,0.13066666666666665,0.8486666666666667,0.15133333333333332,10.054420976186067,0.35,0.65,强,2023-07-01,水生根茎类,否,0.21263749622402028,0.5435433413701966,0.3579853233859645
14.64,12.3,0.3649461286046978,42.574116771978424,10.054420976186067,0.0,0.5680841138139324,15.270637346077661,-17.43071858019611,23.859961931221505,29.184462740157187,0.1305,0.8486666666666667,0.15133333333333332,10.054420976186067,0.35,0.65,强,2023-07-01,水生根茎类,否,0.21398682862985507,0.5441515660855132,0.3553453060948934
14.65,12.4,0.3658784688564769,42.574116771978424,10.127635619444042,0.0,0.5812313005559573,15.37120627676164,-18.409651762413965,24.160169844128774,29.532193994955207,0.13183333333333333,0.8466666666666667,0.15333333333333332,10.127635619444042,0.35,0.65,强,2023-07-01,水生根茎类,否,0.21533616103568987,0.5447597908008297,0.3527052888038223
14.66,12.4,0.36681080910825603,42.574116771978424,10.127635619444042,0.0,0.5812313005559573,15.472482632956085,-18.329788793004177,24.267243844128785,29.642653194955216,0.13133333333333333,0.8466666666666667,0.15333333333333332,10.127635619444042,0.35,0.65,强,2023-07-01,水生根茎类,否,0.216685493441525,0.5453680155161462,0.3500652715127512
14.67,12.4,0.36774314936003516,42.574116771978424,10.127635619444042,0.0,0.5812313005559573,15.573758989150528,-18.249925823594403,24.374317844128797,29.753112394955195,0.13133333333333333,0.8466666666666667,0.15333333333333332,10.127635619444042,0.35,0.65,强,2023-07-01,水生根茎类,否,0.21803482584735978,0.5459762402314627,0.3474252542216801
14.68,12.5,0.3686754896118143,42.574116771978424,10.20069389459474,0.0,0.5945348554052592,15.674961021749997,-18.952266988489033,24.65337460504503,30.103629741231735,0.133,0.8446666666666667,0.15533333333333332,10.20069389459474,0.35,0.65,强,2023-07-01,水生根茎类,否,0.21938415825319457,0.5465844649467793,0.344785236930609
14.69,12.5,0.3696078298635934,42.574116771978424,10.20069389459474,0.0,0.5945348554052592,15.776967960695941,-18.871117767896337,24.760173155998487,30.21497974123175,0.13283333333333333,0.8446666666666667,0.15533333333333332,10.20069389459474,0.35,0.65,强,2023-07-01,水生根茎类,否,0.2207334906590297,0.5471926896620958,0.34214521963953787
14.7,12.5,0.37054017011537255,42.574116771978424,10.20069389459474,0.0,0.5945348554052592,15.878974899641884,-18.789968547303655,24.869816905998476,30.32632974123174,0.13216666666666665,0.8446666666666667,0.15533333333333332,10.20069389459474,0.35,0.65,强,2023-07-01,水生根茎类,否,0.2220828230648645,0.5478009143774123,0.33950520234846676
14.71,12.6,0.3714725103671519,42.574116771978424,10.273598809728693,0.0,0.607991770271305,15.980843337401112,-19.81345390925943,25.16737154587952,30.681094143007243,0.13383333333333333,0.8425,0.1575,10.273598809728693,0.35,0.65,强,2023-07-01,水生根茎类,否,0.22343215547069958,0.548409139092729,0.3368651850573952
14.72,12.6,0.372404850618931,42.574116771978424,10.273598809728693,0.0,0.607991770271305,16.0835793254984,-19.732304688666737,25.27617254587952,30.79333494300724,0.13383333333333333,0.8425,0.1575,10.273598809728693,0.35,0.65,强,2023-07-01,水生根茎类,否,0.2247814878765344,0.5490173638080456,0.3342251677663241
14.73,12.6,0.37333719087071016,42.574116771978424,10.273598809728693,0.0,0.607991770271305,16.186315313595685,-19.65115546807404,25.384973545879518,30.905575743007233,0.13366666666666666,0.8425,0.1575,10.273598809728693,0.35,0.65,强,2023-07-01,水生根茎类,否,0.2261308202823695,0.5496255885233621,0.33158515047525294
14.74,12.6,0.3742695311224893,42.574116771978424,10.273598809728693,0.0,0.607991770271305,16.289051301692968,-19.57000624748136,25.493774545879518,31.01781654300723,0.13366666666666666,0.8425,0.1575,10.273598809728693,0.35,0.65,强,2023-07-01,水生根茎类,否,0.2274801526882043,0.5502338132386786,0.32894513318418184
14.75,12.7,0.3752018713742684,42.574116771978424,10.346347587421361,0.0,0.621604822578635,16.39226195794992,-20.593491609437173,25.80688748229278,31.377121290173932,0.13416666666666666,0.8423333333333334,0.15766666666666668,10.346347587421361,0.35,0.65,强,2023-07-01,水生根茎类,否,0.22882948509403908,0.5508420379539951,0.32630511589311073
14.76,12.8,0.37613421162604754,42.574116771978424,10.418989139012083,0.0,0.6353251009879181,16.49534493249591,-21.21203216737435,26.124113720736034,31.73701410935005,0.13516666666666666,0.84,0.16,10.418989139012083,0.35,0.65,强,2023-07-01,水生根茎类,否,0.2301788174998742,0.5514502626693116,0.3236650986020396
14.77,12.8,0.3770665518778267,42.574116771978424,10.418989139012083,0.0,0.6353251009879181,16.599534823886035,-21.13514843826008,26.238136120736016,31.85103650935003,0.135,0.84,0.16,10.418989139012083,0.35,0.65,强,2023-07-01,水生根茎类,否,0.231528149905709,0.5520584873846281,0.3210250813109685
14.78,12.8,0.3779988921296058,42.574116771978424,10.418989139012083,0.0,0.6353251009879181,16.703724715276152,-21.0582647091458,26.352158520736026,31.96505890935004,0.135,0.84,0.16,10.418989139012083,0.35,0.65,强,2023-07-01,水生根茎类,否,0.2328774823115438,0.5526667120999448,0.3183850640198974
14.79,12.8,0.37893123238138493,42.574116771978424,10.418989139012083,0.0,0.6353251009879181,16.807914606666262,-20.981380980031528,26.466180920736008,32.07908130935002,0.135,0.84,0.16,10.418989139012083,0.35,0.65,强,2023-07-01,水生根茎类,否,0.2342268147173789,0.5532749368152613,0.3157450467288263
14.8,12.9,0.3798635726331643,42.574116771978424,10.491452483989349,0.0,0.6492235860106498,16.91199220091277,-21.95678175357384,26.769463147289287,32.44029758626107,0.13666666666666666,0.8371666666666666,0.16283333333333333,10.491452483989349,0.35,0.65,强,2023-07-01,水生根茎类,否,0.235576147123214,0.5538831615305779,0.31310502943775476
14.81,12.9,0.3807959128849434,42.574116771978424,10.491452483989349,0.0,0.6492235860106498,17.01690672575266,-21.879898024459557,26.880854647289283,32.55521078626106,0.13666666666666666,0.8371666666666666,0.16283333333333333,10.491452483989349,0.35,0.65,强,2023-07-01,水生根茎类,否,0.2369254795290488,0.5544913862458944,0.31046501214668365
14.82,12.9,0.38172825313672254,42.574116771978424,10.491452483989349,0.0,0.6492235860106498,17.121821250592557,-21.803014295345285,26.99224614728928,32.670123986261075,0.136,0.8371666666666666,0.16283333333333333,10.491452483989349,0.35,0.65,强,2023-07-01,水生根茎类,否,0.23827481193488362,0.555099610961211,0.30782499485561254
14.83,12.9,0.3826605933885019,42.574116771978424,10.491452483989349,0.0,0.6492235860106498,17.226735775432445,-21.726130566231017,27.103637647289275,32.785037186261064,0.13566666666666666,0.8371666666666666,0.16283333333333333,10.491452483989349,0.35,0.65,强,2023-07-01,水生根茎类,否,0.23962414434071871,0.5557078356765275,0.30518497756454144
14.84,13.0,0.383592933640281,42.574116771978424,10.56373250201749,0.0,0.6633053979825079,17.331715965002754,-22.701531339773343,27.425650721939178,33.14968872625602,0.13783333333333334,0.8363333333333334,0.16366666666666665,10.56373250201749,0.35,0.65,强,2023-07-01,水生根茎类,否,0.2409734767465535,0.5563160603918441,0.30254496027347033
14.85,13.0,0.38452527389206015,42.574116771978424,10.56373250201749,0.0,0.6633053979825079,17.437353290022926,-22.62464761065906,27.537905721939183,33.265492726256014,0.1375,0.8363333333333334,0.16366666666666665,10.56373250201749,0.35,0.65,强,2023-07-01,水生根茎类,否,0.2423228091523883,0.5569242851071606,0.2999049429823992
14.86,13.1,0.3854576141438393,42.574116771978424,10.635899467374426,0.0,0.6775002626255717,17.542821917439962,-23.581508671336827,27.845122706749663,33.63807593184258,0.1385,0.8351666666666666,0.16483333333333333,10.635899467374426,0.35,0.65,强,2023-07-01,水生根茎类,否,0.24367214155822342,0.5575325098224772,0.2972649256913281
14.87,13.1,0.3863899543956184,42.574116771978424,10.635899467374426,0.0,0.6775002626255717,17.649180912113696,-23.50338354311099,27.958241206749648,33.754770731842584,0.1385,0.8351666666666666,0.16483333333333333,10.635899467374426,0.35,0.65,强,2023-07-01,水生根茎类,否,0.2450214739640582,0.5581407345377937,0.294624908400257
14.88,13.2,0.38732229464739776,42.574116771978424,10.708002339809527,0.0,0.6917592201904739,17.75586084581452,-24.48561003230452,28.285644895350828,34.12817332041905,0.13966666666666666,0.8346666666666667,0.16533333333333333,10.708002339809527,0.35,0.65,强,2023-07-01,水生根茎类,否,0.24637080636989334,0.5587489592531103,0.2919848911091854
14.89,13.2,0.3882546348991769,42.574116771978424,10.708002339809527,0.0,0.6917592201904739,17.86294086921263,-24.408627665553727,28.39962689535085,34.245758920419064,0.1395,0.8346666666666667,0.16533333333333333,10.708002339809527,0.35,0.65,强,2023-07-01,水生根茎类,否,0.24772013877572813,0.5593571839684268,0.2893448738181143
14.9,13.3,0.389186975150956,42.574116771978424,10.779991866074141,0.0,0.7061315239258599,17.970095031146258,-25.39431034412479,28.72962108395197,34.62331262890323,0.14116666666666666,0.8323333333333334,0.16766666666666666,10.779991866074141,0.35,0.65,强,2023-07-01,水生根茎类,否,0.24906947118156322,0.5599654086837433,0.2867048565270432
14.91,13.3,0.39011931540273515,42.574116771978424,10.779991866074141,0.0,0.7061315239258599,18.077894949807003,-25.31604237071457,28.84446658395197,34.74178902890322,0.141,0.8323333333333334,0.16766666666666666,10.779991866074141,0.35,0.65,强,2023-07-01,水生根茎类,否,0.25041880358739804,0.56057363339906,0.2840648392359721
14.92,13.3,0.3910516556545143,42.574116771978424,10.779991866074141,0.0,0.7061315239258599,18.18569486846774,-25.237774397304364,28.95931208395197,34.86026542890321,0.14066666666666666,0.8323333333333334,0.16766666666666666,10.779991866074141,0.35,0.65,强,2023-07-01,水生根茎类,否,0.25176813599323283,0.5611818581143765,0.281424821944901
14.93,13.4,0.3919839959062934,42.574116771978424,10.851839974370032,0.0,0.7206452456299672,18.29361724117894,-26.204801994663775,29.289413925472118,35.2394488236676,0.1435,0.8313333333333334,0.16866666666666666,10.851839974370032,0.35,0.65,强,2023-07-01,水生根茎类,否,0.25311746839906796,0.561790082829693,0.2787848046538299
14.94,13.4,0.39291633615807253,42.574116771978424,10.851839974370032,0.0,0.7206452456299672,18.402135640922644,-26.12781962791297,29.405122925472128,35.3588160236676,0.14316666666666666,0.8313333333333334,0.16866666666666666,10.851839974370032,0.35,0.65,强,2023-07-01,水生根茎类,否,0.25446680080490275,0.5623983075450095,0.27614478736275877
14.95,13.5,0.39384867640985166,42.574116771978424,10.923619014673154,0.0,0.7352280353268486,18.511180890390747,-27.099332519463946,29.727981413646745,35.742945785038245,0.14533333333333334,0.8306666666666667,0.16933333333333334,10.923619014673154,0.35,0.65,强,2023-07-01,水生根茎类,否,0.25581613321073754,0.563006532260326,0.27350477007168766
14.96,13.6,0.394781016661631,42.574116771978424,10.995344282793694,0.0,0.7498645972063059,18.620857288813614,-28.02505858260139,30.06562468337748,36.125433283917,0.14716666666666667,0.8298333333333333,0.17016666666666666,10.995344282793694,0.35,0.65,强,2023-07-01,水生根茎类,否,0.2571654656165726,0.5636147569756427,0.2708647527806161
14.97,13.6,0.39571335691341014,42.574116771978424,10.995344282793694,0.0,0.7498645972063059,18.730810731641547,-27.90762258260139,30.183060683377477,36.24658208391701,0.147,0.8298333333333333,0.17016666666666666,10.995344282793694,0.35,0.65,强,2023-07-01,水生根茎类,否,0.25851479802240773,0.5642229816909592,0.268224735489545
14.98,13.7,0.39664569716518927,42.574116771978424,11.066936445716587,0.0,0.7646342642834111,18.84064497224724,-28.116682763400128,30.521284440349234,36.63409826231822,0.14783333333333334,0.8283333333333334,0.17166666666666666,11.066936445716587,0.35,0.65,强,2023-07-01,水生根茎类,否,0.2598641304282425,0.5648312064062758,0.2655847181984739
14.99,13.7,0.3975780374169684,42.574116771978424,11.066936445716587,0.0,0.7646342642834111,18.9513143367044,-28.03836007832322,30.639583940349212,36.75613786231821,0.14783333333333334,0.8283333333333334,0.17166666666666666,11.066936445716587,0.35,0.65,强,2023-07-01,水生根茎类,否,0.2612134628340773,0.5654394311215923,0.2629447009074028
15.0,13.7,0.39851037766874753,42.574116771978424,11.066936445716587,0.0,0.7646342642834111,19.061983701161566,-27.960037393246296,30.757883440349218,36.878177462318206,0.14766666666666667,0.8283333333333334,0.17166666666666666,11.066936445716587,0.35,0.65,强,2023-07-01,水生根茎类,否,0.26256279523991244,0.5660476558369089,0.2603046836163317
15.01,13.8,0.39944271792052666,42.574116771978424,11.138421091068318,0.0,0.7795114489316827,19.17306778954097,-28.600831109352484,31.09827577833866,37.27029163941538,0.14883333333333335,0.8273333333333334,0.17266666666666666,11.138421091068318,0.35,0.65,强,2023-07-01,水生根茎类,否,0.26391212764574723,0.5666558805522254,0.2576646663252606
15.02,14.0,0.4003750581723058,42.574116771978424,11.28128320934399,0.0,0.8093729906560126,19.2851014113378,-29.863150436603558,31.664144742556005,37.93515279360982,0.15183333333333332,0.827,0.173,11.28128320934399,0.35,0.65,强,2023-07-01,水生根茎类,否,0.265261460051582,0.5672641052675419,0.2550246490341895
15.03,14.0,0.4013073984240849,42.574116771978424,11.28128320934399,0.0,0.8093729906560126,19.39791424343122,-29.78345967794309,31.78503474255598,38.05929172156152,0.15166666666666667,0.827,0.173,11.28128320934399,0.35,0.65,强,2023-07-01,水生根茎类,否,0.26661079245741715,0.5678723299828584,0.25238463174311837
15.04,14.1,0.40223973867586427,42.574116771978424,11.35261712782952,0.0,0.8244009021704769,19.511019406739912,-30.77204513317286,32.125852674942536,38.45499208291059,0.15266666666666667,0.8251666666666667,0.17483333333333334,11.35261712782952,0.35,0.65,强,2023-07-01,水生根茎类,否,0.26796012486325194,0.568480554698175,0.24974461445204726
15.05,14.1,0.4031720789276434,42.574116771978424,11.35261712782952,0.0,0.8244009021704769,19.62454557801824,-30.692354374512366,32.247606174942575,38.58059488291062,0.1525,0.8251666666666667,0.17483333333333334,11.35261712782952,0.35,0.65,强,2023-07-01,水生根茎类,否,0.26930945726908706,0.5690887794134917,0.2471045971609757
15.06,14.1,0.4041044191794225,42.574116771978424,11.35261712782952,0.0,0.8244009021704769,19.738071749296523,-30.612663615851897,32.36935967494256,38.70619768291061,0.15233333333333332,0.8251666666666667,0.17483333333333334,11.35261712782952,0.35,0.65,强,2023-07-01,水生根茎类,否,0.27065878967492185,0.5696970041288082,0.24446457986990458
15.07,14.1,0.4050367594312019,42.574116771978424,11.35261712782952,0.0,0.8244009021704769,19.85159792057482,-30.532972857191428,32.49111317494257,38.83180048291061,0.15233333333333332,0.8251666666666667,0.17483333333333334,11.35261712782952,0.35,0.65,强,2023-07-01,水生根茎类,否,0.272008122080757,0.5703052288441247,0.24182456257883347
15.08,14.2,0.405969099682981,42.574116771978424,11.42376138840842,0.0,0.8396184715915768,19.96540973857571,-31.521558312421188,32.83834761747667,39.23369692321495,0.1535,0.8223333333333334,0.17766666666666667,11.42376138840842,0.35,0.65,强,2023-07-01,水生根茎类,否,0.27335745448659177,0.5709134535594412,0.23918454528776237
15.09,14.2,0.40690143993476013,42.574116771978424,11.42376138840842,0.0,0.8396184715915768,20.0796473524598,-31.44186755376072,32.96096461747669,39.36019052321495,0.15316666666666667,0.8223333333333334,0.17766666666666667,11.42376138840842,0.35,0.65,强,2023-07-01,水生根茎类,否,0.27470678689242656,0.5715216782747577,0.23654452799669126
15.1,14.2,0.40783378018653926,42.574116771978424,11.42376138840842,0.0,0.8396184715915768,20.193884966343884,-31.36217679510025,33.08358161747668,39.48668412321496,0.15316666666666667,0.8223333333333334,0.17766666666666667,11.42376138840842,0.35,0.65,强,2023-07-01,水生根茎类,否,0.2760561192982617,0.5721299029900743,0.23390451070562013
15.11,14.2,0.4087661204383184,42.574116771978424,11.42376138840842,0.0,0.8396184715915768,20.308122580227955,-31.281593705685054,33.20619861747667,39.61317772321493,0.15316666666666667,0.8223333333333334,0.17766666666666667,11.42376138840842,0.35,0.65,强,2023-07-01,水生根茎类,否,0.2774054517040965,0.5727381277053909,0.23126449341454902
15.12,14.3,0.4096984606900975,42.574116771978424,11.494723259304733,0.0,0.8550184306952677,20.42273387925703,-32.06556759357029,33.56352558661379,40.01236830610229,0.15466666666666667,0.8206666666666667,0.17933333333333334,11.494723259304733,0.35,0.65,强,2023-07-01,水生根茎类,否,0.27875478410993126,0.5733463524207074,0.22862447612347792
15.13,14.3,0.4106308009418769,42.574116771978424,11.494723259304733,0.0,0.8550184306952677,20.537681111850098,-31.986103801251424,33.68700608661382,40.1397527061023,0.1545,0.8206666666666667,0.17933333333333334,11.494723259304733,0.35,0.65,强,2023-07-01,水生根茎类,否,0.2801041165157664,0.573954577136024,0.22598445883240637
15.14,14.4,0.411563141193656,42.574116771978424,11.565584291460528,0.0,0.870519228539471,20.652894568474714,-32.96364342237862,34.03842746705578,40.54703699039223,0.15566666666666668,0.8201666666666667,0.17983333333333335,11.565584291460528,0.35,0.65,强,2023-07-01,水生根茎类,否,0.28145344892160146,0.5745628018513406,0.22334444154133523
15.15,14.5,0.41249548144543513,42.574116771978424,11.636401390526016,0.0,0.8860639594739806,20.768859659424276,-33.92549465615285,34.39958920995326,40.957596167816504,0.1565,0.8196666666666667,0.18033333333333335,11.636401390526016,0.35,0.65,强,2023-07-01,水生根茎类,否,0.28280278132743625,0.5751710265666571,0.22070442425026413
15.16,14.5,0.41342782169721426,42.574116771978424,11.636401390526016,0.0,0.8860639594739806,20.88522367332955,-33.845602308720444,34.52479670995328,41.0867621678165,0.1565,0.8196666666666667,0.18033333333333335,11.636401390526016,0.35,0.65,强,2023-07-01,水生根茎类,否,0.28415211373327104,0.5757792512819736,0.21806440695919302
15.17,14.5,0.4143601619489934,42.574116771978424,11.636401390526016,0.0,0.8860639594739806,21.001587687234796,-33.765709961288024,34.650004209953266,41.2159281678165,0.15633333333333332,0.8196666666666667,0.18033333333333335,11.636401390526016,0.35,0.65,强,2023-07-01,水生根茎类,否,0.28550144613910616,0.5763874759972901,0.2154243896681219
15.18,14.5,0.4152925022007725,42.574116771978424,11.636401390526016,0.0,0.8860639594739806,21.11795170114005,-33.68748679681877,34.775211709953254,41.3450941678165,0.15633333333333332,0.8196666666666667,0.18033333333333335,11.636401390526016,0.35,0.65,强,2023-07-01,水生根茎类,否,0.28685077854494095,0.5769957007126068,0.2127843723770508
15.19,14.6,0.41622484245255165,42.574116771978424,11.707038702471044,0.0,0.9017884775289563,21.234726680683032,-34.66024345286288,35.13506624544618,41.76028954828419,0.15766666666666668,0.8165,0.1835,11.707038702471044,0.35,0.65,强,2023-07-01,水生根茎类,否,0.28820011095077575,0.5776039254279233,0.2101443550859797
15.2,14.6,0.4171571827043308,42.574116771978424,11.707038702471044,0.0,0.9017884775289563,21.351797067707736,-34.58034502190453,35.26113724544618,41.89034634828417,0.1575,0.8165,0.1835,11.707038702471044,0.35,0.65,强,2023-07-01,水生根茎类,否,0.28954944335661054,0.5782121501432398,0.2075043377949086
15.21,14.6,0.4180895229561101,42.574116771978424,11.707038702471044,0.0,0.9017884775289563,21.468867454732454,-34.50044659094616,35.387208245446175,42.0204031482842,0.15716666666666668,0.8165,0.1835,11.707038702471044,0.35,0.65,强,2023-07-01,水生根茎类,否,0.290898775762446,0.5788203748585564,0.20486432050383702
15.22,14.6,0.41902186320788926,42.574116771978424,11.707038702471044,0.0,0.9017884775289563,21.585937841757158,-34.420548159987824,35.51327924544617,42.15045994828418,0.15716666666666668,0.8165,0.1835,11.707038702471044,0.35,0.65,强,2023-07-01,水生根茎类,否,0.2922481081682808,0.5794285995738729,0.2022243032127659
15.23,14.6,0.4199542034596684,42.574116771978424,11.707038702471044,0.0,0.9017884775289563,21.703008228781883,-34.34064972902947,35.639350245446195,42.280516748284185,0.157,0.8165,0.1835,11.707038702471044,0.35,0.65,强,2023-07-01,水生根茎类,否,0.2935974405741156,0.5800368242891895,0.1995842859216948
15.24,14.7,0.4208865437114475,42.574116771978424,11.777444406339143,0.0,0.9177446036608556,21.820491739949222,-35.32942225751356,35.9986258096244,42.70103626220296,0.15833333333333333,0.8131666666666667,0.18683333333333332,11.777444406339143,0.35,0.65,强,2023-07-01,水生根茎类,否,0.2949467729799507,0.580645049004506,0.1969442686306237
15.25,14.7,0.42181888396322664,42.574116771978424,11.777444406339143,0.0,0.9177446036608556,21.93826618401262,-35.24952382655521,36.125560309624404,42.831983862202975,0.15816666666666668,0.8131666666666667,0.18683333333333332,11.777444406339143,0.35,0.65,强,2023-07-01,水生根茎类,否,0.2962961053857855,0.5812532737198226,0.1943042513395526
