销售日期,品类,正常销售量,正常销售额,正常销售成本额,正常交易条数,正常单品数,最后正常销售时间,正常销售售价,正常销售进价,正常销售加成率,星期,月份,折扣销量占比,折扣销售额占比,折扣晚于19点占比
2020-07-03,茄类,35.896,196.243,142.29532,57,2,2026-08-27 21:33:59.436,5.466987965232895,3.964099621127702,0.3791247667175561,5,7,0.0,0.0,
2020-07-03,辣椒类,64.253,670.6646,401.82115,227,10,2026-08-27 21:34:36.829,10.43787216161113,6.253733677804927,0.6690624672195578,5,7,0.0,0.0,
2020-07-03,食用菌,42.442,546.295,312.27863,149,5,2026-08-27 21:42:53.648,12.871565901701144,7.357773667593422,0.7493832350936083,5,7,0.0,0.0,
2020-07-04,水生根茎类,5.439,118.7532,76.22823,16,2,2026-08-27 14:51:12.234,21.83364589078875,14.01511858797573,0.557863799277512,6,7,0.0,0.0,
2020-07-04,花叶类,234.573,1828.3128,1128.83411,523,13,2026-08-27 21:13:28.010,7.794216725710119,4.812293443831984,0.619647017930739,6,7,0.008512724705922136,0.0071072010426849125,0.0
2020-07-04,花菜类,55.662,702.186,457.40441999999996,126,2,2026-08-27 20:38:39.412,12.615177320254393,8.217534763393338,0.5351535081361916,6,7,0.0,0.0,
2020-07-04,茄类,57.067,327.403,177.76086,99,2,2026-08-27 21:42:35.280,5.7371685913049575,3.114950146319239,0.8418171469242441,6,7,0.0,0.0,
2020-07-04,辣椒类,80.838,820.5558,461.83721,292,10,2026-08-27 21:38:27.249,10.150619758034589,5.713120190999283,0.7767208493226434,6,7,0.00546246401417288,0.007091822695720293,0.0
2020-07-04,食用菌,46.824,570.9072,341.41818,168,5,2026-08-27 21:10:50.311,12.192619169656586,7.2915210148641725,0.6721640306324637,6,7,0.009267487622191189,0.013472181614214944,1.0
2020-07-05,水生根茎类,4.019,40.19,21.782980000000002,12,1,2026-08-27 18:43:38.155,10.0,5.42,0.845018450184502,7,7,0.0,0.0,
2020-07-05,花叶类,219.64600000000002,1544.142,937.91584,502,13,2026-08-27 20:22:51.852,7.030139406135326,4.270124837238101,0.646354538590584,7,7,0.01899517193020067,0.018457718074475046,0.3333333333333333
2020-07-05,花菜类,55.474,697.982,465.82392000000004,106,2,2026-08-27 20:14:51.873,12.582146591195876,8.397157587338214,0.4983816202482687,7,7,0.0,0.0,
2020-07-05,茄类,60.942,403.455,243.36384,109,3,2026-08-27 21:34:18.551,6.620311115486856,3.9933681205080243,0.6578264051060336,7,7,0.014138734308269703,0.01922413556296129,0.0
2020-07-05,辣椒类,98.031,1009.9126,591.33118,351,10,2026-08-27 21:44:06.643,10.301971825238954,6.032083524599361,0.7078629271671417,7,7,0.004721003898635478,0.006222960283067939,0.0
2020-07-05,食用菌,73.213,732.6238,430.89539,207,5,2026-08-27 21:42:49.415,10.006744703809433,5.885503803969241,0.7002358739553931,7,7,0.0,0.0,
2020-07-06,水生根茎类,2.708,27.080000000000002,14.758600000000001,10,1,2026-08-27 19:16:51.598,10.0,5.45,0.8348623853211008,1,7,0.12334088701845258,0.12008500212830252,0.0
2020-07-06,花叶类,183.439,1434.666,896.6381200000001,404,14,2026-08-27 21:38:56.189,7.82094320182731,4.887936153162633,0.6000501963936127,1,7,0.06284356799836517,0.05089373039159649,0.9333333333333333
2020-07-06,花菜类,42.277,500.443,329.8324,85,2,2026-08-27 21:12:15.233,11.837240106913924,7.801698322965206,0.5172645258622257,1,7,0.010393015144776573,0.011575658725057957,1.0
2020-07-06,茄类,30.727,201.412,102.02501,57,3,2026-08-27 21:22:31.248,6.554886581833567,3.3203700328701142,0.9741433987607548,1,7,0.0,0.0,
2020-07-06,辣椒类,58.682,645.2908,365.2896,223,10,2026-08-27 21:51:48.017,10.996400940663236,6.224900310146212,0.7665184007428627,1,7,0.0,0.0,
2020-07-06,食用菌,39.578,484.20300000000003,289.64319,136,6,2026-08-27 21:27:27.508,12.234145232199706,7.318287685077568,0.6717223698578931,1,7,0.024643895707033365,0.0069728857287588465,0.0
2020-07-07,水生根茎类,3.117,31.17,17.01882,11,1,2026-08-27 19:30:27.392,10.0,5.460000000000001,0.8315018315018312,2,7,0.0,0.0,
2020-07-07,花叶类,159.875,1278.678,783.12681,355,15,2026-08-27 21:38:21.312,7.997985926505083,4.898369413604378,0.6327853722694032,2,7,0.08669995201425862,0.05192446999315642,0.5416666666666666
2020-07-07,花菜类,45.749,526.991,334.62056,97,2,2026-08-27 20:28:51.519,11.519180747120155,7.314270475857396,0.5748912738655387,2,7,0.0,0.0,
2020-07-07,茄类,32.112,186.848,105.2496,56,2,2026-08-27 21:29:07.998,5.818634778276034,3.277578475336323,0.7752846566637783,2,7,0.0,0.0,
2020-07-07,辣椒类,42.213,531.0704,287.56131,191,10,2026-08-27 21:42:17.659,12.580731054414516,6.812150522350934,0.8468075555783217,2,7,0.0,0.0,
2020-07-07,食用菌,51.119,615.1326,361.72977,173,7,2026-08-27 21:40:55.038,12.033345722725405,7.076229386333848,0.7005307580849649,2,7,0.02741628614916286,0.011571440990118005,1.0
2020-07-08,水生根茎类,10.605,155.484,87.09302,26,2,2026-08-27 20:04:10.826,14.661386138613862,8.212448844884488,0.7852636181406962,3,7,0.0,0.0,
2020-07-08,花叶类,143.354,1171.165,710.21359,305,16,2026-08-27 21:54:37.795,8.16974064204696,4.954264199115475,0.649032089064925,3,7,0.095957621239831,0.06444887346276895,0.15384615384615385
2020-07-08,花菜类,45.433,532.102,333.56052999999997,95,2,2026-08-27 21:05:15.983,11.711795391015341,7.34181167873572,0.5952187148761279,3,7,0.0,0.0,
2020-07-08,茄类,39.094,228.424,137.21004,63,2,2026-08-27 21:38:48.845,5.842942651046196,3.5097467642093414,0.6647761344577992,3,7,0.014519788253087975,0.01661420197414191,0.0
2020-07-08,辣椒类,63.233,741.591,405.21524999999997,234,10,2026-08-27 21:41:12.565,11.727911059098888,6.408287602992108,0.8301162160111202,3,7,0.04017911353976929,0.03446340850531403,1.0
2020-07-08,食用菌,43.968,565.4192,334.49906,153,5,2026-08-27 21:41:32.446,12.859788937409025,7.607784297671032,0.6903461552328432,3,7,0.0,0.0,
2020-07-09,水生根茎类,2.106,21.060000000000002,11.51982,7,1,2026-08-27 18:17:59.763,10.000000000000002,5.47,0.828153564899452,4,7,0.0,0.0,
2020-07-09,花叶类,187.151,1395.671,850.52238,390,15,2026-08-27 21:39:20.389,7.457459484587312,4.544578335141143,0.6409574078462226,4,7,0.0015364998746258782,6.190187492468247e-05,0.0
2020-07-09,花菜类,41.131,496.204,310.57561,89,2,2026-08-27 20:46:51.061,12.063990663976076,7.550888867277722,0.5976914607042068,4,7,0.0,0.0,
2020-07-09,茄类,25.921,205.51999999999998,101.05523,48,3,2026-08-27 21:41:14.373,7.928706454226303,3.898585316924501,1.033739372024585,4,7,0.0,0.0,
2020-07-09,辣椒类,58.86,615.355,334.93565,219,10,2026-08-27 21:44:59.155,10.454553177030242,5.690378015630309,0.8372335103772919,4,7,0.0,0.0,
2020-07-09,食用菌,37.837,464.1238,272.77872,133,5,2026-08-27 21:34:07.389,12.266400613156433,7.209311520469382,0.7014663020634453,4,7,0.0,0.0,
2020-07-10,水生根茎类,8.781,125.046,69.862,27,2,2026-08-27 20:01:12.717,14.240519303040656,7.956041453137455,0.7899000887463861,5,7,0.02703601108033241,0.02862105609863715,0.0
2020-07-10,花叶类,154.964,1166.6546,713.33904,334,16,2026-08-27 21:04:08.772,7.5285524379855975,4.603256498283472,0.6354840189315871,5,7,0.13828941295535302,0.10637240175726793,0.6326530612244898
2020-07-10,花菜类,57.167,613.936,376.2169,126,2,2026-08-27 21:19:43.248,10.73934262773978,6.581015271047982,0.6318671489770928,5,7,0.08303926600795584,0.06973304919352295,0.4
2020-07-10,茄类,34.162,241.684,155.7515,56,3,2026-08-27 21:23:54.764,7.074644341666179,4.559203208243077,0.5517282337569782,5,7,0.097675647120972,0.0993725747687634,0.5
2020-07-10,辣椒类,56.666,687.1768,374.15941,232,8,2026-08-27 22:22:24.065,12.126792079906823,6.602890798715279,0.8365883140557657,5,7,0.038516356725940004,0.038631609858163996,0.36363636363636365
2020-07-10,食用菌,37.03,406.694,234.32903,114,6,2026-08-27 20:13:48.076,10.982824736699973,6.328086146367809,0.7355681453552727,5,7,0.10618166018972217,0.13618250755453207,0.5714285714285714
2020-07-11,水生根茎类,7.406,109.712,61.39824,19,2,2026-08-27 20:44:00.109,14.813934647583041,8.290337564137186,0.7868916112253381,6,7,0.1704749103942652,0.16962413139847402,0.0
2020-07-11,花叶类,238.911,1890.437,1149.27973,500,15,2026-08-27 21:59:39.703,7.9127248222141295,4.810493154354551,0.6448884902894789,6,7,0.1187997934493951,0.10249668059880682,0.09859154929577464
2020-07-11,花菜类,69.376,719.439,436.46641,125,2,2026-08-27 21:04:41.108,10.370142412361622,6.291317026060885,0.6483261564160228,6,7,0.0938822423070895,0.08266495229262039,0.0
2020-07-11,茄类,60.323,359.14799999999997,227.27608999999998,103,2,2026-08-27 20:55:04.123,5.9537489846327265,3.7676523050909267,0.5802278189491907,6,7,0.11649603819734317,0.11366651661967828,0.07692307692307693
2020-07-11,辣椒类,77.453,965.465,548.3981699999999,273,9,2026-08-27 21:15:18.060,12.465172427149367,7.080399338953945,0.7605182745230534,6,7,0.09871299571774343,0.08949301925629395,0.12121212121212122
2020-07-11,食用菌,48.557,653.8036000000001,383.82543,168,5,2026-08-27 21:02:33.014,13.46466214963857,7.904636406697283,0.7033879177833531,6,7,0.07046594433171255,0.06641470378749671,0.0
2020-07-12,水生根茎类,12.625,224.5378,143.82769,32,3,2026-08-27 15:55:23.400,17.785172277227723,11.392292277227721,0.5611583555294535,7,7,0.09782764041732171,0.0944610510387949,0.0
2020-07-12,花叶类,271.355,2022.577,1222.52262,586,15,2026-08-27 21:25:13.548,7.4536197969449605,4.505251865637264,0.6544291016881143,7,7,0.0960528200566976,0.07896895080046276,0.08955223880597014
2020-07-12,花菜类,64.004,707.371,408.34941000000003,131,2,2026-08-27 19:52:16.988,11.051981126179612,6.380060777451409,0.7322689409542673,7,7,0.10627661802694967,0.08969989363954164,0.0
2020-07-12,茄类,73.13,528.386,312.41517,118,3,2026-08-27 21:25:13.844,7.225297415561329,4.272052099001778,0.6912943119887551,7,7,0.10496169191981006,0.09308562449420248,0.058823529411764705
2020-07-12,辣椒类,66.173,786.1756,438.21702,271,10,2026-08-27 21:46:05.791,11.880609916431172,6.622293382497393,0.7940325549199345,7,7,0.08675250831504712,0.08077558196650679,0.11538461538461539
2020-07-12,食用菌,50.774,622.0316,367.03387,171,6,2026-08-27 21:39:27.706,12.250986725489424,7.228775948320005,0.6947525850952123,7,7,0.09267333809864188,0.08353480055592134,0.0
2020-07-13,水生根茎类,10.342,151.156,84.4884,28,2,2026-08-27 18:09:15.922,14.615741636047186,8.169444981628311,0.789074003058408,1,7,0.10883239982766048,0.07890904260310752,0.0
2020-07-13,花叶类,170.921,1297.551,805.05504,357,13,2026-08-27 21:06:58.280,7.591524739499535,4.710100221739868,0.6117543963205299,1,7,0.1043378469019871,0.0876480202142533,0.1282051282051282
2020-07-13,花菜类,29.221,296.998,172.74257,66,2,2026-08-27 20:25:39.376,10.163854761986242,5.911589952431471,0.7193098377545266,1,7,0.08764206319470463,0.05827389638152784,0.14285714285714285
2020-07-13,茄类,43.262,300.898,174.4209,77,3,2026-08-27 21:02:57.936,6.955249410568166,4.031734547639961,0.7251258306774018,1,7,0.02516956218031051,0.018912390804777593,0.5
2020-07-13,辣椒类,57.943,631.1052,373.5995,205,10,2026-08-27 21:28:59.523,10.891828175966035,6.447707229518665,0.6892560081049359,1,7,0.05383736120182887,0.047740821057625164,0.13333333333333333
2020-07-13,食用菌,39.8,511.4816,293.6888,137,5,2026-08-27 21:19:57.139,12.851296482412062,7.379115577889448,0.7415767982980626,1,7,0.05492365777788331,0.059778198937134305,0.125
2020-07-14,水生根茎类,8.682,130.974,65.80452,21,2,2026-08-27 20:18:28.219,15.08569454042847,7.579419488597097,0.9903495990852906,2,7,0.03608304651937382,0.03565472530951689,0.0
2020-07-14,花叶类,183.131,1327.923,795.75309,396,13,2026-08-27 21:17:02.248,7.251219072685673,4.345266994665021,0.6687626057474689,2,7,0.03918173757469871,0.03435243176955288,0.17647058823529413
2020-07-14,花菜类,53.035000000000004,520.53,279.41175,105,2,2026-08-27 20:51:58.949,9.81483925709437,5.2684406523993585,0.8629495717341877,2,7,0.07885366912722536,0.06868087187916486,0.3
2020-07-14,茄类,31.76,209.65800000000002,122.22252999999999,60,3,2026-08-27 21:29:29.305,6.601322418136021,3.8483164357682615,0.71537931672663,2,7,0.08596425590698478,0.07013813676364536,0.25
2020-07-14,辣椒类,63.273,677.4262,391.04045,214,10,2026-08-27 21:46:47.330,10.70640241493212,6.180210358288686,0.7323686079023282,2,7,0.05201887781856319,0.0460630641426665,0.09090909090909091
2020-07-14,食用菌,40.848,500.5268,274.65149,138,6,2026-08-27 21:38:53.559,12.253397963180571,6.723743879749315,0.8224070075134124,2,7,0.08894638237130877,0.06794147321047826,0.1
2020-07-15,水生根茎类,9.615,144.39000000000001,72.57300000000001,22,2,2026-08-27 20:31:49.826,15.017160686427458,7.547893915756631,0.989582902732421,3,7,0.06085172885329166,0.04657008888510308,0.5
2020-07-15,花叶类,209.644,1441.991,864.67832,437,12,2026-08-27 21:18:27.382,6.878284138825819,4.124507832325275,0.6676617958919107,3,7,0.0387447614331435,0.026952438528416302,0.05263157894736842
2020-07-15,花菜类,34.894,345.916,183.61319,70,2,2026-08-27 21:10:03.427,9.913337536539233,5.262027569209606,0.8839387301097485,3,7,0.08081765976502818,0.07787184051092974,0.0
2020-07-15,茄类,37.756,271.6934,153.48084,69,3,2026-08-27 22:00:53.483,7.196032418688421,4.065071511812692,0.7702105357255016,3,7,0.01084621430442756,0.010404662174467309,0.0
2020-07-15,辣椒类,69.084,712.721,424.34148,229,10,2026-08-27 21:35:37.992,10.31673035724625,6.142398818829251,0.6795930485042376,3,7,0.05821086784633421,0.049414834506758605,0.07692307692307693
2020-07-15,食用菌,37.779,451.56100000000004,247.91485,127,6,2026-08-27 21:12:16.686,11.952698589163292,6.56223960401281,0.8214358680006466,3,7,0.10467816854678169,0.08597570096598203,0.25
2020-07-16,水生根茎类,10.183,148.31199999999998,74.78936,27,2,2026-08-27 17:59:48.233,14.564666601198073,7.344531081213788,0.983062831397407,4,7,0.10313545886912102,0.08857330553184481,0.0
2020-07-16,花叶类,195.549,1409.919,834.5548699999999,422,13,2026-08-27 21:43:05.250,7.210054768881457,4.267753197408322,0.6894263645001559,4,7,0.09268951309818768,0.08207932305906242,0.24390243902439024
2020-07-16,花菜类,35.3,388.648,208.30752,74,2,2026-08-27 21:21:29.114,11.009858356940512,5.901062889518414,0.8657415728438418,4,7,0.10519645120405577,0.06849971718101373,0.1111111111111111
2020-07-16,茄类,24.031,178.9112,98.19466,49,3,2026-08-27 21:30:35.625,7.445016853231244,4.086166201989098,0.8220053921465791,4,7,0.0961032122169563,0.0728423557554281,0.0
2020-07-16,辣椒类,64.325,693.7892,413.43191,210,9,2026-08-27 21:33:17.514,10.785685192382433,6.427235289545278,0.6781220394913396,4,7,0.11466362034794096,0.09196242042768216,0.14814814814814814
2020-07-16,食用菌,50.09,582.5132,326.65043,156,7,2026-08-27 21:35:52.983,11.629331203833098,6.5212703134358145,0.7832923103759575,4,7,0.06696470149948776,0.09137318555626511,0.07692307692307693
2020-07-17,水生根茎类,10.727,154.124,78.28756,29,2,2026-08-27 20:17:07.337,14.367856809918896,7.298178428265125,0.968690811158248,5,7,0.0,0.0,
2020-07-17,花叶类,173.432,1202.146,711.91414,378,14,2026-08-27 21:06:56.312,6.931512062364501,4.104860348724572,0.6886109327734382,5,7,0.1400208261020479,0.12736549958355273,0.20754716981132076
2020-07-17,花菜类,39.855,413.474,226.4016,82,2,2026-08-27 20:56:04.428,10.374457408104378,5.680632292058713,0.8262856799598588,5,7,0.09826236481288746,0.09272097034711586,0.1
2020-07-17,茄类,32.499,257.2918,147.01021,61,3,2026-08-27 21:21:06.969,7.916914366595895,4.523530262469614,0.7501627948154079,5,7,0.12756704517999518,0.12505126417628756,0.375
2020-07-17,辣椒类,55.82,638.3944,369.77257000000003,198,10,2026-08-27 21:31:01.229,11.436660695091366,6.624374238624149,0.7264514779990305,5,7,0.08529291274068006,0.07542265315474235,0.3
2020-07-17,食用菌,45.986,594.0452,333.53565000000003,152,7,2026-08-27 21:53:25.697,12.917957639281521,7.252982429435047,0.7810545889172564,5,7,0.11408646066116976,0.09551075544684914,0.23529411764705882
2020-07-18,水生根茎类,7.242,108.96,54.998400000000004,16,2,2026-08-27 18:32:23.684,15.045567522783761,7.594366197183099,0.9811485425030544,6,7,0.30485697830677677,0.27965045593709903,0.0
2020-07-18,花叶类,231.29,1756.632,1055.62288,508,13,2026-08-27 20:50:20.604,7.594932768386009,4.564066237191405,0.6640715479755421,6,7,0.1597551450420504,0.13189392575510536,0.12631578947368421
2020-07-18,花菜类,51.371,537.642,295.09449,104,2,2026-08-27 21:27:11.335,10.465865955500185,5.744378929746355,0.8219316802560428,6,7,0.15906561026715557,0.15243087199631863,0.16666666666666666
2020-07-18,茄类,48.153,342.49559999999997,188.01416,81,3,2026-08-27 21:02:18.585,7.112653417232571,3.9045160218470296,0.8216479014133826,6,7,0.14901475656092605,0.12992882599343716,0.07142857142857142
2020-07-18,辣椒类,71.212,848.6156,472.66325,273,10,2026-08-27 21:04:25.081,11.916749985957422,6.6374101275066,0.7953915393253017,6,7,0.16271413622414788,0.14061223214628404,0.06666666666666667
2020-07-18,食用菌,56.881,740.0018,423.04161999999997,183,7,2026-08-27 21:12:41.575,13.009648212935778,7.4373098222605085,0.7492411266768504,6,7,0.2087112570252073,0.16342290339027696,0.11363636363636363
2020-07-19,水生根茎类,8.204,120.074,60.83895,17,2,2026-08-27 15:44:12.108,14.636031204290589,7.415766699171135,0.9736369546154233,7,7,0.2624955052139518,0.2468940982849803,0.0
2020-07-19,花叶类,269.199,1984.162,1206.74747,569,12,2026-08-27 21:39:31.978,7.370614303916433,4.482733851165866,0.644223045273921,7,7,0.16180206997048238,0.14007908459531088,0.03669724770642202
2020-07-19,花菜类,67.928,723.6560000000001,403.76422,147,2,2026-08-27 21:37:09.951,10.653279943469558,5.944002767636321,0.7922737185578259,7,7,0.1103194457178033,0.10575616885961471,0.0
2020-07-19,茄类,59.817,477.778,263.80764999999997,105,3,2026-08-27 21:32:25.660,7.987328017118879,4.410245415182974,0.8110847050872108,7,7,0.16656913559605416,0.14115478117313088,0.2
2020-07-19,辣椒类,92.933,1011.9708,611.2885200000001,311,10,2026-08-27 21:38:13.107,10.889251396167131,6.577733636060388,0.6554716257390207,7,7,0.10448465926611163,0.09351358004210447,0.0
2020-07-19,食用菌,70.368,972.8466000000001,559.20114,243,7,2026-08-27 21:16:45.717,13.825127899045022,7.94681019781719,0.7397078267758896,7,7,0.1239261970568462,0.1339090674789441,0.023255813953488372
2020-07-20,水生根茎类,9.003,129.492,65.81344,21,2,2026-08-27 18:00:18.803,14.383205598133953,7.310167721870488,0.9675616409049577,1,7,0.057080016757436104,0.03545714707096048,0.0
2020-07-20,花叶类,182.337,1285.781,763.96578,388,12,2026-08-27 21:07:58.264,7.051673549526426,4.1898560358018395,0.6830348081821151,1,7,0.11053820299809265,0.090007629384596,0.25
2020-07-20,花菜类,42.51,381.084,214.25724,88,2,2026-08-27 20:57:05.626,8.964573041637262,5.040160903316867,0.7786283441343687,1,7,0.10375071155995025,0.07366552160338677,0.2727272727272727
2020-07-20,茄类,30.078,251.45,131.47596,56,3,2026-08-27 21:39:27.268,8.359930846465856,4.371166965888689,0.9125169346548225,1,7,0.11397177953869266,0.1038835750715343,0.42857142857142855
2020-07-20,辣椒类,59.188,609.5218,393.49391,217,9,2026-08-27 21:41:48.373,10.29806379671555,6.648204196796648,0.5489993225053977,1,7,0.12118782479584264,0.10014410466359658,0.41379310344827586
2020-07-20,食用菌,48.867,586.594,332.82169,167,7,2026-08-27 21:39:27.447,12.003888104446766,6.810765751938937,0.762487294623136,1,7,0.07126974171845601,0.06544977402325279,0.35714285714285715
2020-07-21,水生根茎类,11.445,191.9014,111.80805000000001,26,3,2026-08-27 19:36:25.781,16.767269550021844,9.76916120576671,0.7163468998877986,2,7,0.10193032015065913,0.09982700292894171,0.0
2020-07-21,花叶类,200.51,1501.276,898.71414,399,13,2026-08-27 20:42:28.093,7.4872874170864305,4.482141239838413,0.6704711021905141,2,7,0.06735196985906321,0.05727303845072564,0.1724137931034483
2020-07-21,花菜类,44.897,421.454,234.94249,104,2,2026-08-27 20:53:17.417,9.387130543243424,5.232921798783883,0.7938602761892923,2,7,0.08382818079787775,0.08664650640457458,0.3
2020-07-21,茄类,25.59,197.0276,109.93542,49,3,2026-08-27 21:39:28.578,7.699398202422822,4.296030480656507,0.7922121914847826,2,7,0.055510445117000075,0.04514059183297632,0.0
2020-07-21,辣椒类,53.786,542.9398,327.31454,192,10,2026-08-27 21:06:44.403,10.09444465102443,6.08549696947161,0.6587707958222693,2,7,0.0562700682539961,0.0502418303431876,0.09090909090909091
2020-07-21,食用菌,42.027,527.7754,299.05773999999997,143,7,2026-08-27 21:20:19.343,12.55800794727199,7.115847907297689,0.7647943169770492,2,7,0.0844788149439059,0.0745192290831246,0.2
2020-07-22,水生根茎类,9.999,165.5492,87.34792,27,3,2026-08-27 19:59:31.920,16.556575657565755,8.735665566556655,0.8952849707239738,3,7,0.09511312217194569,0.08504203687041414,0.5
2020-07-22,花叶类,205.455,1494.9180000000001,874.41449,441,13,2026-08-27 20:51:33.871,7.276133459881726,4.25599031418072,0.7096217149832458,3,7,0.1173968889480761,0.09307485539817198,0.5172413793103449
2020-07-22,花菜类,48.839,482.514,268.32773000000003,105,2,2026-08-27 20:48:36.022,9.879686316263642,5.494128258154345,0.7982263704165049,3,7,0.09009781089892875,0.09206034038940356,0.5454545454545454
2020-07-22,茄类,46.498,359.2788,190.76296,84,3,2026-08-27 21:01:55.653,7.726758140135059,4.102605703471117,0.8833781987865985,3,7,0.03625095860882542,0.035301250530642474,0.16666666666666666
2020-07-22,辣椒类,74.186,736.6684,441.61816,262,9,2026-08-27 21:31:43.123,9.93001914107783,5.952850403041005,0.6681116555532951,3,7,0.08817600786627336,0.08042856588262359,0.2692307692307692
2020-07-22,食用菌,62.83,707.5206000000001,415.47045,190,7,2026-08-27 21:20:06.600,11.260872194811396,6.61261260544326,0.70293844002624,3,7,0.05934664790250622,0.05103104654345943,0.13333333333333333
2020-07-23,水生根茎类,25.973,196.712,99.32986,35,3,2026-08-27 18:35:35.428,7.573711161590882,3.8243506718515383,0.9803913948937406,4,7,0.14610250846566064,0.05190309083872299,0.5
2020-07-23,花叶类,172.376,1298.497,736.56099,367,13,2026-08-27 21:14:56.467,7.532933819093145,4.272990381491622,0.7629185059067549,4,7,0.14001626413757665,0.08976973118808702,0.5303030303030303
2020-07-23,花菜类,36.344,396.178,234.68367,82,2,2026-08-27 21:10:53.072,10.900781421967862,6.45728786044464,0.6881362047900477,4,7,0.07814838300570705,0.05722926616143216,0.0
2020-07-23,茄类,40.714,319.7556,176.61182,65,3,2026-08-27 20:23:40.436,7.853701429483716,4.337864616593801,0.8104994331636468,4,7,0.07765846586017851,0.05633945804288674,0.42857142857142855
2020-07-23,辣椒类,53.861,606.3088,352.25663000000003,197,10,2026-08-27 21:19:35.955,11.256916878632035,6.540105642301481,0.7212133097395497,4,7,0.06554589774284772,0.05410464730066478,0.2
2020-07-23,食用菌,52.727,574.5562,335.93604,154,7,2026-08-27 21:29:29.667,10.896811880061449,6.371233713277827,0.7103142610123048,4,7,0.07103719233954087,0.0791241107084265,0.2
2020-07-24,水生根茎类,10.983,186.1868,102.53264,27,3,2026-08-27 19:16:30.436,16.95227169261586,9.335576800509878,0.8158783388392223,5,7,0.06448040885860307,0.0569463459651714,0.5
2020-07-24,花叶类,159.929,1224.398,724.9669,336,11,2026-08-27 21:09:18.451,7.6558847988795025,4.533054668008929,0.6889019346952254,5,7,0.09298738125620304,0.08638598732892001,0.2857142857142857
2020-07-24,花菜类,34.424,376.288,227.87968,71,2,2026-08-27 20:57:26.061,10.930978387171741,6.619790843597491,0.6512573652903146,5,7,0.10082541009298925,0.08046853369519504,0.5
2020-07-24,茄类,32.416,270.2736,155.84904,50,3,2026-08-27 22:02:13.157,8.33766041461007,4.807781342546891,0.734201250132821,5,7,0.07303402916785816,0.06586938105987003,0.3333333333333333
2020-07-24,辣椒类,53.392,548.679,352.11904,179,8,2026-08-27 21:35:49.030,10.276427180101887,6.594977524722804,0.5582201973514413,5,7,0.09101433484286152,0.08641554315232501,0.2777777777777778
2020-07-24,食用菌,44.264,523.1532,302.44524,133,7,2026-08-27 21:53:33.998,11.818931863365261,6.8327589011386225,0.7297451928818584,5,7,0.10034348895347656,0.08776098873793206,0.21428571428571427
