日期,品类,策略,售价,补货量,预计毛利,毛利P10,毛利P50,毛利P90
2023-07-02,水生根茎类,B仅优化补货,16.46,16.9,34.667038485368664,-60.72869292387156,58.26333906393475,67.34521578124915
2023-07-02,水生根茎类,C期望利润最大,16.46,16.9,34.667038485368664,-60.72869292387156,58.26333906393475,67.34521578124915
2023-07-02,水生根茎类,D稳健经营,16.46,16.9,34.667038485368664,-60.72869292387156,58.26333906393475,67.34521578124915
2023-07-02,花叶类,A传统基准,5.83,220.1,175.11835239209358,-190.61382587081178,273.2302248364114,379.2184223472683
2023-07-02,花叶类,B仅优化补货,5.83,174.0,199.351984036403,-27.34422339971158,251.47987457924842,310.1404758839644
2023-07-02,花叶类,C期望利润最大,5.83,174.0,199.351984036403,-27.34422339971158,251.47987457924842,310.1404758839644
2023-07-02,花叶类,D稳健经营,5.83,174.0,199.351984036403,-27.34422339971158,251.47987457924842,310.1404758839644
2023-07-02,花菜类,A传统基准,12.71,29.8,17.76715972220473,-121.79694835443826,54.83978036004662,97.74843234933729
2023-07-02,花菜类,B仅优化补货,12.71,19.5,34.46651087284474,-41.439473738473865,53.69184748091325,67.20803259886523
2023-07-02,花菜类,C期望利润最大,12.71,19.5,34.46651087284474,-41.439473738473865,53.69184748091325,67.20803259886523
2023-07-02,花菜类,D稳健经营,12.71,19.5,34.46651087284474,-41.439473738473865,53.69184748091325,67.20803259886523
2023-07-02,茄类,A传统基准,6.4,52.8,38.688908725713965,-95.03447705298468,66.82087793060384,121.61566473077755
2023-07-02,茄类,B仅优化补货,6.4,37.0,50.16887398150627,-31.70145252258378,71.36658708724336,89.6144011029967
2023-07-02,茄类,C期望利润最大,6.4,37.0,50.16887398150627,-31.70145252258378,71.36658708724336,89.6144011029967
2023-07-02,茄类,D稳健经营,6.4,37.0,50.16887398150627,-31.70145252258378,71.36658708724336,89.6144011029967
2023-07-02,辣椒类,A传统基准,6.08,145.5,108.69095665718852,-169.25693750424338,145.70181470240013,308.3571515232308
2023-07-02,辣椒类,B仅优化补货,6.08,105.7,143.39345931979355,-21.761135322238502,173.30985636781617,242.10709336016674
2023-07-02,辣椒类,C期望利润最大,6.08,105.7,143.39345931979355,-21.761135322238502,173.30985636781617,242.10709336016674
2023-07-02,辣椒类,D稳健经营,6.08,105.7,143.39345931979355,-21.761135322238502,173.30985636781617,242.10709336016674
2023-07-02,食用菌,A传统基准,5.27,82.0,22.618051559955823,-118.04125008189826,35.89245708010422,132.64155910293107
2023-07-02,食用菌,B仅优化补货,5.27,49.7,48.58021521884264,-22.256453308394704,69.52442636088453,87.44387589228361
2023-07-02,食用菌,C期望利润最大,5.34,49.9,50.680776897009956,-22.589661304377426,72.39296119619739,90.70389209835847
2023-07-02,食用菌,D稳健经营,5.33,49.8,50.38277527441265,-22.41644727802054,71.92694150318985,90.06760270382632
2023-07-03,水生根茎类,A传统基准,16.94,25.8,-18.198432743764855,-206.67927693593455,13.557483426477177,108.11125607576696
2023-07-03,水生根茎类,B仅优化补货,16.94,10.2,23.119467822922083,-39.81779008494326,39.30730445737014,44.98553214562438
2023-07-03,水生根茎类,C期望利润最大,16.94,10.2,23.119467822922083,-39.81779008494326,39.30730445737014,44.98553214562438
2023-07-03,水生根茎类,D稳健经营,16.94,10.2,23.119467822922083,-39.81779008494326,39.30730445737014,44.98553214562438
2023-07-03,花叶类,A传统基准,5.83,126.0,98.11306859887372,-112.20898191571739,150.68626245502708,214.2329197615154
2023-07-03,花叶类,B仅优化补货,5.83,99.6,113.13435630959728,-17.872117205992787,143.29538288767526,176.76184222173455
2023-07-03,花叶类,C期望利润最大,5.83,99.6,113.13435630959728,-17.872117205992787,143.29538288767526,176.76184222173455
2023-07-03,花叶类,D稳健经营,5.83,99.6,113.13435630959728,-17.872117205992787,143.29538288767526,176.76184222173455
2023-07-03,花菜类,A传统基准,12.58,21.0,9.756042532523423,-88.08608496271808,35.39598361889958,65.89911406149638
2023-07-03,花菜类,B仅优化补货,12.58,13.0,22.431361560662516,-25.00408551779691,34.285095618750525,43.14838245433691
2023-07-03,花菜类,C期望利润最大,12.58,13.0,22.431361560662516,-25.00408551779691,34.285095618750525,43.14838245433691
2023-07-03,花菜类,D稳健经营,12.58,13.0,22.431361560662516,-25.00408551779691,34.285095618750525,43.14838245433691
2023-07-03,茄类,A传统基准,6.4,29.0,21.466778218138327,-50.90857594210965,36.477043913953956,66.78510455290466
2023-07-03,茄类,B仅优化补货,6.4,20.6,27.83704982578545,-17.042141434744465,39.82863918857848,50.10172967185829
2023-07-03,茄类,C期望利润最大,6.4,20.6,27.83704982578545,-17.042141434744465,39.82863918857848,50.10172967185829
2023-07-03,茄类,D稳健经营,6.4,20.6,27.83704982578545,-17.042141434744465,39.82863918857848,50.10172967185829
2023-07-03,辣椒类,A传统基准,5.9,88.6,51.63920871619598,-114.63418080947093,76.68052331782746,173.00923629227287
2023-07-03,辣椒类,B仅优化补货,5.9,61.6,76.02630030199886,-12.924167250249452,91.49080041919706,130.49074182196256
2023-07-03,辣椒类,C期望利润最大,5.9,61.6,76.02630030199886,-12.924167250249452,91.49080041919706,130.49074182196256
2023-07-03,辣椒类,D稳健经营,5.9,61.6,76.02630030199886,-12.924167250249452,91.49080041919706,130.49074182196256
2023-07-03,食用菌,A传统基准,5.25,43.8,11.083445733153582,-64.73156344926134,16.75210718859961,70.41837115949565
2023-07-03,食用菌,B仅优化补货,5.25,26.3,25.509572393508236,-13.004775471723928,36.75391622879745,46.01277437095652
2023-07-03,食用菌,C期望利润最大,5.34,26.4,26.955258101826985,-13.059207778841643,38.755482601877205,47.91298624945091
2023-07-03,食用菌,D稳健经营,5.34,26.4,26.955258101826985,-13.059207778841643,38.755482601877205,47.91298624945091
2023-07-04,水生根茎类,A传统基准,17.61,28.9,-9.398738378222859,-226.49465992417265,27.494007162358884,137.34045189089647
2023-07-04,水生根茎类,B仅优化补货,17.61,12.3,31.65123696341971,-48.61514465286719,53.86045589680131,61.53190718560774
2023-07-04,水生根茎类,C期望利润最大,17.61,12.3,31.65123696341971,-48.61514465286719,53.86045589680131,61.53190718560774
2023-07-04,水生根茎类,D稳健经营,17.61,12.3,31.65123696341971,-48.61514465286719,53.86045589680131,61.53190718560774
2023-07-04,花叶类,A传统基准,5.83,143.7,110.19201941248946,-126.05184027251158,174.6152556739857,246.3420442265462
2023-07-04,花叶类,B仅优化补货,5.83,112.0,127.2776902500051,-12.553356498709917,160.36794922734543,199.21130228792748
2023-07-04,花叶类,C期望利润最大,5.83,112.0,127.2776902500051,-12.553356498709917,160.36794922734543,199.21130228792748
2023-07-04,花叶类,D稳健经营,5.83,112.0,127.2776902500051,-12.553356498709917,160.36794922734543,199.21130228792748
2023-07-04,花菜类,A传统基准,12.37,21.3,6.992951935817217,-90.8512215442652,32.69446030735034,63.405993836358874
2023-07-04,花菜类,B仅优化补货,12.37,12.6,20.73498571991415,-21.81256698885107,30.989251328431152,39.5114024619337
2023-07-04,花菜类,C期望利润最大,12.37,12.6,20.73498571991415,-21.81256698885107,30.989251328431152,39.5114024619337
2023-07-04,花菜类,D稳健经营,12.37,12.6,20.73498571991415,-21.81256698885107,30.989251328431152,39.5114024619337
2023-07-04,茄类,A传统基准,6.4,22.6,16.49610296787039,-41.22863107011527,29.007643435642372,52.442895649980166
2023-07-04,茄类,B仅优化补货,6.4,15.8,21.452130051579832,-13.642488066268065,30.378494332726994,38.569404627904945
2023-07-04,茄类,C期望利润最大,6.4,15.8,21.452130051579832,-13.642488066268065,30.378494332726994,38.569404627904945
2023-07-04,茄类,D稳健经营,6.4,15.8,21.452130051579832,-13.642488066268065,30.378494332726994,38.569404627904945
2023-07-04,辣椒类,A传统基准,5.91,91.5,56.374394913155676,-117.03973582945275,79.99849518892532,178.71974165168604
2023-07-04,辣椒类,B仅优化补货,5.91,64.4,80.4314776378666,-15.848274005941898,96.61460540569487,137.57255274394268
2023-07-04,辣椒类,C期望利润最大,5.91,64.4,80.4314776378666,-15.848274005941898,96.61460540569487,137.57255274394268
2023-07-04,辣椒类,D稳健经营,5.91,64.4,80.4314776378666,-15.848274005941898,96.61460540569487,137.57255274394268
2023-07-04,食用菌,A传统基准,5.34,48.1,14.840335121510934,-67.24146038242097,21.07682297016838,80.77453469882948
2023-07-04,食用菌,B仅优化补货,5.34,29.1,30.04391974529166,-12.733665129638378,42.67430941361578,52.893067715217185
2023-07-04,食用菌,C期望利润最大,5.34,29.1,30.04391974529166,-12.733665129638378,42.67430941361578,52.893067715217185
2023-07-04,食用菌,D稳健经营,5.33,29.1,29.869206210207004,-12.700627381044761,42.42955933114036,52.62771467212016
2023-07-05,水生根茎类,A传统基准,17.61,29.5,-10.003358238711709,-231.66240884670418,26.572864767016142,141.35798223983215
2023-07-05,水生根茎类,B仅优化补货,17.61,12.5,32.48702734311969,-48.754060546455094,54.702936349737115,62.58939816748102
2023-07-05,水生根茎类,C期望利润最大,17.61,12.5,32.48702734311969,-48.754060546455094,54.702936349737115,62.58939816748102
2023-07-05,水生根茎类,D稳健经营,17.61,12.5,32.48702734311969,-48.754060546455094,54.702936349737115,62.58939816748102
2023-07-05,花叶类,A传统基准,5.83,133.4,100.12042653090485,-123.33349140881826,158.34369401326657,225.7808806359052
2023-07-05,花叶类,B仅优化补货,5.83,103.4,116.97881761255988,-18.383729702701512,148.10940688043686,183.73975075207483
2023-07-05,花叶类,C期望利润最大,5.83,103.4,116.97881761255988,-18.383729702701512,148.10940688043686,183.73975075207483
2023-07-05,花叶类,D稳健经营,5.82,103.3,116.30214172949815,-18.3639354774498,147.08613017880867,182.63507985393932
2023-07-05,花菜类,A传统基准,12.32,19.1,5.4329941778870365,-82.60691698688909,29.571283784331442,55.82312577466293
2023-07-05,花菜类,B仅优化补货,12.32,11.2,17.783506039697954,-20.49696697416227,27.003866984264192,34.55258696459976
2023-07-05,花菜类,C期望利润最大,12.32,11.2,17.783506039697954,-20.49696697416227,27.003866984264192,34.55258696459976
2023-07-05,花菜类,D稳健经营,12.32,11.2,17.783506039697954,-20.49696697416227,27.003866984264192,34.55258696459976
2023-07-05,茄类,A传统基准,6.4,29.2,21.717593837660452,-51.85985828102376,38.32862137562633,67.37041541924845
2023-07-05,茄类,B仅优化补货,6.4,20.7,27.787881927525014,-17.85459674638591,39.967344470795396,50.349385412237226
2023-07-05,茄类,C期望利润最大,6.4,20.7,27.787881927525014,-17.85459674638591,39.967344470795396,50.349385412237226
2023-07-05,茄类,D稳健经营,6.4,20.7,27.787881927525014,-17.85459674638591,39.967344470795396,50.349385412237226
2023-07-05,辣椒类,A传统基准,6.08,91.2,67.86048154937167,-109.89340158345507,93.27690517579504,195.13795446822328
2023-07-05,辣椒类,B仅优化补货,6.08,66.4,89.40030670548278,-15.978708199819385,108.72867799004325,152.54964407386686
2023-07-05,辣椒类,C期望利润最大,6.08,66.4,89.40030670548278,-15.978708199819385,108.72867799004325,152.54964407386686
2023-07-05,辣椒类,D稳健经营,6.08,66.4,89.40030670548278,-15.978708199819385,108.72867799004325,152.54964407386686
2023-07-05,食用菌,A传统基准,5.24,58.1,14.468318905758922,-83.8520530679727,22.178405097481146,92.20482730101374
2023-07-05,食用菌,B仅优化补货,5.24,34.6,33.79963060309967,-14.779375124715354,47.89349259389213,60.148204162816924
2023-07-05,食用菌,C期望利润最大,5.34,34.6,35.89120585715981,-14.486974809073534,50.54931613097483,62.94751200079254
2023-07-05,食用菌,D稳健经营,5.33,34.6,35.68433967741852,-14.441845501145197,50.287447708858785,62.66798320789243
2023-07-06,水生根茎类,A传统基准,16.69,45.1,-42.009170634531806,-363.3590401071379,11.711401078368652,178.4903639175185
2023-07-06,水生根茎类,B仅优化补货,16.69,16.8,35.759872941811004,-60.46978572289371,61.143880960603624,70.34244176295643
2023-07-06,水生根茎类,C期望利润最大,16.69,16.8,35.759872941811004,-60.46978572289371,61.143880960603624,70.34244176295643
2023-07-06,水生根茎类,D稳健经营,16.69,16.8,35.759872941811004,-60.46978572289371,61.143880960603624,70.34244176295643
2023-07-06,花叶类,A传统基准,5.83,149.4,116.47679223688071,-135.99313984499375,184.71830801862416,254.15375541102424
2023-07-06,花叶类,B仅优化补货,5.83,118.1,133.18509016172123,-24.687419623402977,169.7172080394684,209.01574498465993
2023-07-06,花叶类,C期望利润最大,5.83,118.1,133.18509016172123,-24.687419623402977,169.7172080394684,209.01574498465993
2023-07-06,花叶类,D稳健经营,5.82,118.1,132.40913065290357,-25.039181455665176,168.75440174210405,207.98840339678097
2023-07-06,花菜类,A传统基准,12.44,23.6,7.6136492039049335,-102.61708909072357,36.28731062945634,70.9632803706284
2023-07-06,花菜类,B仅优化补货,12.44,14.0,23.071742999634463,-26.823330460898255,34.98362415563737,44.388472798065365
2023-07-06,花菜类,C期望利润最大,12.44,14.0,23.071742999634463,-26.823330460898255,34.98362415563737,44.388472798065365
2023-07-06,花菜类,D稳健经营,12.44,14.0,23.071742999634463,-26.823330460898255,34.98362415563737,44.388472798065365
2023-07-06,茄类,A传统基准,6.4,29.1,21.23484337162748,-52.49994778711219,37.12289551207466,67.21838317144605
2023-07-06,茄类,B仅优化补货,6.4,20.2,27.603017080292716,-16.99621381845302,39.06135071560058,48.85125453310241
2023-07-06,茄类,C期望利润最大,6.4,20.2,27.603017080292716,-16.99621381845302,39.06135071560058,48.85125453310241
2023-07-06,茄类,D稳健经营,6.4,20.2,27.603017080292716,-16.99621381845302,39.06135071560058,48.85125453310241
2023-07-06,辣椒类,A传统基准,6.08,105.6,76.70373979962646,-123.76819547195781,105.05607106828126,223.48780358229737
2023-07-06,辣椒类,B仅优化补货,6.08,75.9,102.80043170208333,-16.06495098033531,124.32456721663905,173.08903301381812
2023-07-06,辣椒类,C期望利润最大,6.08,75.9,102.80043170208333,-16.06495098033531,124.32456721663905,173.08903301381812
2023-07-06,辣椒类,D稳健经营,6.08,75.9,102.80043170208333,-16.06495098033531,124.32456721663905,173.08903301381812
2023-07-06,食用菌,A传统基准,5.26,60.7,14.265075622904806,-89.68849211424134,21.144595668232824,97.94015095494608
2023-07-06,食用菌,B仅优化补货,5.26,36.2,34.83003685764689,-17.525184905176417,50.26671043480043,63.434478408591325
2023-07-06,食用菌,C期望利润最大,5.34,36.4,36.58543772061175,-17.803533566572074,52.70437261327494,65.97867990869578
2023-07-06,食用菌,D稳健经营,5.33,36.4,36.367290609159014,-17.798040755102868,52.46802004886375,65.77084957876703
2023-07-07,水生根茎类,A传统基准,17.02,31.9,-22.716276011824444,-252.57110273753025,13.417046920123283,136.0564133088059
2023-07-07,水生根茎类,B仅优化补货,17.02,12.5,29.140082291521082,-44.77062808516938,49.08099924623774,55.978816569896985
2023-07-07,水生根茎类,C期望利润最大,17.02,12.5,29.140082291521082,-44.77062808516938,49.08099924623774,55.978816569896985
2023-07-07,水生根茎类,D稳健经营,17.02,12.5,29.140082291521082,-44.77062808516938,49.08099924623774,55.978816569896985
2023-07-07,花叶类,A传统基准,5.83,160.1,131.0393695141263,-130.25527451053577,201.86113384342735,273.5605928869068
2023-07-07,花叶类,B仅优化补货,5.83,129.1,146.45790635591013,-20.61061998312072,184.9598225171173,229.07707071965342
2023-07-07,花叶类,C期望利润最大,5.83,129.1,146.45790635591013,-20.61061998312072,184.9598225171173,229.07707071965342
2023-07-07,花叶类,D稳健经营,5.83,129.1,146.45790635591013,-20.61061998312072,184.9598225171173,229.07707071965342
2023-07-07,花菜类,A传统基准,12.46,24.9,9.024047427269991,-105.96232276029676,38.712430155598994,75.38805388470381
2023-07-07,花菜类,B仅优化补货,12.46,15.3,24.88575657608075,-29.90625256207919,38.462248352602465,48.741113976070494
2023-07-07,花菜类,C期望利润最大,12.46,15.3,24.88575657608075,-29.90625256207919,38.462248352602465,48.741113976070494
2023-07-07,花菜类,D稳健经营,12.46,15.3,24.88575657608075,-29.90625256207919,38.462248352602465,48.741113976070494
2023-07-07,茄类,A传统基准,6.26,32.6,20.75868094333379,-59.329905523341466,38.06383780490055,71.03587021835999
2023-07-07,茄类,B仅优化补货,6.26,22.6,28.479416820453956,-20.00331862849993,41.038546099712136,52.21705346266898
2023-07-07,茄类,C期望利润最大,6.26,22.6,28.479416820453956,-20.00331862849993,41.038546099712136,52.21705346266898
2023-07-07,茄类,D稳健经营,6.26,22.6,28.479416820453956,-20.00331862849993,41.038546099712136,52.21705346266898
2023-07-07,辣椒类,A传统基准,6.03,100.3,70.43816248356269,-119.81420363541176,96.714249701759,208.59872659376776
2023-07-07,辣椒类,B仅优化补货,6.03,72.0,95.23433505482866,-13.610546896956084,115.37588195032743,161.52949792159126
2023-07-07,辣椒类,C期望利润最大,6.03,72.0,95.23433505482866,-13.610546896956084,115.37588195032743,161.52949792159126
2023-07-07,辣椒类,D稳健经营,6.03,72.0,95.23433505482866,-13.610546896956084,115.37588195032743,161.52949792159126
2023-07-07,食用菌,A传统基准,5.34,54.6,16.416977826880764,-77.10744965314913,23.98020843941957,91.93418361337092
2023-07-07,食用菌,B仅优化补货,5.34,33.2,33.803198604011236,-15.598932399506808,48.01615501554489,60.92050863016603
2023-07-07,食用菌,C期望利润最大,5.34,33.2,33.803198604011236,-15.598932399506808,48.01615501554489,60.92050863016603
2023-07-07,食用菌,D稳健经营,5.34,33.2,33.803198604011236,-15.598932399506808,48.01615501554489,60.92050863016603
