销售日期,品类,正销售量,退货量,净销售量,正销售额,退货金额,净销售额,正销售成本额,退货成本额,净销售成本额,折扣销售量,折扣销售额,正常销售量,正常销售额,正常销售成本额,交易条数,单品数,最早扫码时间,最晚扫码时间,销量加权售价,销量加权进价,正常销售售价,正常销售进价,折扣销量占比,折扣销售额占比,正常销售加成率,星期,月份,折扣交易条数,折扣单品数,折扣同日正常价匹配条数,折扣价比中位数,折扣价比加权,折扣晚于19点占比,折扣同日正常价匹配率,正常销售量_正常面板,正常销售额_正常面板,正常销售成本额_正常面板,正常交易条数,正常单品数,正常销售售价_正常面板,正常销售进价_正常面板,正常销售加成率_正常面板,最后正常销售时间,正常销售面板存在
2020-07-03,花叶类,191.779,-1.0,190.779,1406.4065,-6.9,1399.5065,841.81756,-4.05,837.76756,6.832,33.2039,184.947,1373.2026,814.47401,406,16,2026-08-27 09:09:12.935,2026-08-27 21:34:36.675,7.333474989440972,4.389518977573144,7.424843874190985,4.40382385223875,0.0356243384312151,0.023609034798971702,0.685999286828072,5,7,13,4,13,0.6666666666666666,0.6666666666666666,0.8461538461538461,1.0,184.947,1373.2026,814.47401,392.0,16.0,7.424843874190985,4.40382385223875,0.685999286828072,2026-08-27 21:34:36.675,是
2020-07-03,花菜类,42.076,0.0,42.076,495.368,0.0,495.368,312.45916,0.0,312.45916,0.0,0.0,42.076,495.368,312.45916,96,2,2026-08-27 09:27:44.695,2026-08-27 20:45:54.561,11.773172354786576,7.426066165985359,11.773172354786576,7.426066165985359,0.0,0.0,0.5853847907675358,5,7,0,0,0,,,,,42.076,495.368,312.45916,96.0,2.0,11.773172354786576,7.426066165985359,0.5853847907675358,2026-08-27 20:45:54.561,是
2020-07-03,茄类,35.896,0.0,35.896,196.243,0.0,196.243,142.29532,0.0,142.29532,0.0,0.0,35.896,196.243,142.29532,57,2,2026-08-27 09:29:35.639,2026-08-27 21:33:59.436,5.466987965232895,3.964099621127702,5.466987965232895,3.964099621127702,0.0,0.0,0.3791247667175561,5,7,0,0,0,,,,,35.896,196.243,142.29532,57.0,2.0,5.466987965232895,3.964099621127702,0.3791247667175561,2026-08-27 21:33:59.436,是
2020-07-03,辣椒类,64.253,0.0,64.253,670.6646,0.0,670.6646,401.82115,0.0,401.82115,0.0,0.0,64.253,670.6646,401.82115,227,10,2026-08-27 09:09:13.215,2026-08-27 21:34:36.829,10.43787216161113,6.253733677804927,10.43787216161113,6.253733677804927,0.0,0.0,0.6690624672195578,5,7,0,0,0,,,,,64.253,670.6646,401.82115,227.0,10.0,10.43787216161113,6.253733677804927,0.6690624672195578,2026-08-27 21:34:36.829,是
2020-07-03,食用菌,42.442,0.0,42.442,546.295,0.0,546.295,312.27863,0.0,312.27863,0.0,0.0,42.442,546.295,312.27863,149,5,2026-08-27 09:09:13.136,2026-08-27 21:42:53.648,12.871565901701144,7.357773667593422,12.871565901701144,7.357773667593422,0.0,0.0,0.7493832350936083,5,7,0,0,0,,,,,42.442,546.295,312.27863,149.0,5.0,12.871565901701144,7.357773667593422,0.7493832350936083,2026-08-27 21:42:53.648,是
2020-07-04,水生根茎类,5.439,0.0,5.439,118.7532,0.0,118.7532,76.22823,0.0,76.22823,0.0,0.0,5.439,118.7532,76.22823,16,2,2026-08-27 09:33:26.873,2026-08-27 14:51:12.234,21.83364589078875,14.01511858797573,21.83364589078875,14.01511858797573,0.0,0.0,0.557863799277512,6,7,0,0,0,,,,,5.439,118.7532,76.22823,16.0,2.0,21.83364589078875,14.01511858797573,0.557863799277512,2026-08-27 14:51:12.234,是
2020-07-04,花叶类,236.587,0.0,236.587,1841.4,0.0,1841.4,1137.29509,0.0,1137.29509,2.0140000000000002,13.0872,234.573,1828.3128,1128.83411,526,13,2026-08-27 09:18:39.373,2026-08-27 21:13:28.010,7.783183353269623,4.807090372674746,7.794216725710119,4.812293443831984,0.008512724705922136,0.0071072010426849125,0.619647017930739,6,7,3,3,3,0.9333333333333332,0.9333333333333332,0.0,1.0,234.573,1828.3128,1128.83411,523.0,13.0,7.794216725710119,4.812293443831984,0.619647017930739,2026-08-27 21:13:28.010,是
2020-07-04,花菜类,55.662,0.0,55.662,702.186,0.0,702.186,457.40441999999996,0.0,457.40441999999996,0.0,0.0,55.662,702.186,457.40441999999996,126,2,2026-08-27 09:23:51.053,2026-08-27 20:38:39.412,12.615177320254393,8.217534763393338,12.615177320254393,8.217534763393338,0.0,0.0,0.5351535081361916,6,7,0,0,0,,,,,55.662,702.186,457.40441999999996,126.0,2.0,12.615177320254393,8.217534763393338,0.5351535081361916,2026-08-27 20:38:39.412,是
2020-07-04,茄类,57.067,0.0,57.067,327.403,0.0,327.403,177.76086,0.0,177.76086,0.0,0.0,57.067,327.403,177.76086,99,2,2026-08-27 09:18:32.311,2026-08-27 21:42:35.280,5.7371685913049575,3.114950146319239,5.7371685913049575,3.114950146319239,0.0,0.0,0.8418171469242441,6,7,0,0,0,,,,,57.067,327.403,177.76086,99.0,2.0,5.7371685913049575,3.114950146319239,0.8418171469242441,2026-08-27 21:42:35.280,是
2020-07-04,辣椒类,81.282,0.0,81.282,826.4166,0.0,826.4166,464.50121,0.0,464.50121,0.444,5.860799999999999,80.838,820.5558,461.83721,293,10,2026-08-27 09:12:34.580,2026-08-27 21:38:27.249,10.167276887871854,5.714687261632342,10.150619758034589,5.713120190999283,0.00546246401417288,0.007091822695720293,0.7767208493226434,6,7,1,1,1,0.9428571428571428,0.9428571428571428,0.0,1.0,80.838,820.5558,461.83721,292.0,10.0,10.150619758034589,5.713120190999283,0.7767208493226434,2026-08-27 21:38:27.249,是
2020-07-04,食用菌,47.262,0.0,47.262,578.7036,0.0,578.7036,346.67418,0.0,346.67418,0.438,7.7964,46.824,570.9072,341.41818,171,5,2026-08-27 09:22:13.415,2026-08-27 21:10:50.311,12.244585502094708,7.335156785578265,12.192619169656586,7.2915210148641725,0.009267487622191189,0.013472181614214944,0.6721640306324637,6,7,3,1,3,0.898989898989899,0.898989898989899,1.0,1.0,46.824,570.9072,341.41818,168.0,5.0,12.192619169656586,7.2915210148641725,0.6721640306324637,2026-08-27 21:10:50.311,是
2020-07-05,水生根茎类,4.019,0.0,4.019,40.19,0.0,40.19,21.782980000000002,0.0,21.782980000000002,0.0,0.0,4.019,40.19,21.782980000000002,12,1,2026-08-27 09:32:26.962,2026-08-27 18:43:38.155,10.0,5.42,10.0,5.42,0.0,0.0,0.845018450184502,7,7,0,0,0,,,,,4.019,40.19,21.782980000000002,12.0,1.0,10.0,5.42,0.845018450184502,2026-08-27 18:43:38.155,是
2020-07-05,花叶类,223.899,0.0,223.899,1573.1793,0.0,1573.1793,956.80848,0.0,956.80848,4.253,29.0373,219.64600000000002,1544.142,937.91584,508,13,2026-08-27 09:12:12.464,2026-08-27 20:22:51.852,7.026289978963729,4.273393271073118,7.030139406135326,4.270124837238101,0.01899517193020067,0.018457718074475046,0.646354538590584,7,7,6,4,6,0.9615942028985507,0.9615942028985507,0.3333333333333333,1.0,219.64600000000002,1544.142,937.91584,502.0,13.0,7.030139406135326,4.270124837238101,0.646354538590584,2026-08-27 20:22:51.852,是
2020-07-05,花菜类,55.474,0.0,55.474,697.982,0.0,697.982,465.82392000000004,0.0,465.82392000000004,0.0,0.0,55.474,697.982,465.82392000000004,106,2,2026-08-27 09:23:36.258,2026-08-27 20:14:51.873,12.582146591195876,8.397157587338214,12.582146591195876,8.397157587338214,0.0,0.0,0.4983816202482687,7,7,0,0,0,,,,,55.474,697.982,465.82392000000004,106.0,2.0,12.582146591195876,8.397157587338214,0.4983816202482687,2026-08-27 20:14:51.873,是
2020-07-05,茄类,61.816,0.0,61.816,411.3631,0.0,411.3631,248.61746,0.0,248.61746,0.874,7.9081,60.942,403.455,243.36384,111,3,2026-08-27 09:27:53.600,2026-08-27 21:34:18.551,6.654637957810275,4.021894978646305,6.620311115486856,3.9933681205080243,0.014138734308269703,0.01922413556296129,0.6578264051060336,7,7,2,2,2,0.9732142857142857,0.9732142857142857,0.0,1.0,60.942,403.455,243.36384,109.0,3.0,6.620311115486856,3.9933681205080243,0.6578264051060336,2026-08-27 21:34:18.551,是
2020-07-05,辣椒类,98.496,0.0,98.496,1016.2366,0.0,1016.2366,595.02793,0.0,595.02793,0.465,6.324,98.031,1009.9126,591.33118,352,10,2026-08-27 09:31:57.034,2026-08-27 21:44:06.643,10.317541829109812,6.041138015756985,10.301971825238954,6.032083524599361,0.004721003898635478,0.006222960283067939,0.7078629271671417,7,7,1,1,1,0.9714285714285714,0.9714285714285714,0.0,1.0,98.031,1009.9126,591.33118,351.0,10.0,10.301971825238954,6.032083524599361,0.7078629271671417,2026-08-27 21:44:06.643,是
2020-07-05,食用菌,73.213,0.0,73.213,732.6238,0.0,732.6238,430.89539,0.0,430.89539,0.0,0.0,73.213,732.6238,430.89539,207,5,2026-08-27 09:27:17.632,2026-08-27 21:42:49.415,10.006744703809433,5.885503803969241,10.006744703809433,5.885503803969241,0.0,0.0,0.7002358739553931,7,7,0,0,0,,,,,73.213,732.6238,430.89539,207.0,5.0,10.006744703809433,5.885503803969241,0.7002358739553931,2026-08-27 21:42:49.415,是
2020-07-06,水生根茎类,3.089,0.0,3.089,30.7757,0.0,30.7757,16.835050000000003,0.0,16.835050000000003,0.381,3.6957,2.708,27.080000000000002,14.758600000000001,11,1,2026-08-27 09:24:41.889,2026-08-27 19:16:51.598,9.962997733894465,5.450000000000001,10.0,5.45,0.12334088701845258,0.12008500212830252,0.8348623853211008,1,7,1,1,1,0.97,0.97,0.0,1.0,2.708,27.080000000000002,14.758600000000001,10.0,1.0,10.0,5.45,0.8348623853211008,2026-08-27 19:16:51.598,是
2020-07-06,花叶类,195.74,0.0,195.74,1511.5968,0.0,1511.5968,952.11855,0.0,952.11855,12.301,76.9308,183.439,1434.666,896.6381200000001,419,14,2026-08-27 09:19:31.436,2026-08-27 21:38:56.189,7.722472667824666,4.8642002145703485,7.82094320182731,4.887936153162633,0.06284356799836517,0.05089373039159649,0.6000501963936127,1,7,15,3,15,0.75,0.75,0.9333333333333333,1.0,183.439,1434.666,896.6381200000001,404.0,14.0,7.82094320182731,4.887936153162633,0.6000501963936127,2026-08-27 21:38:56.189,是
2020-07-06,花菜类,42.721000000000004,0.0,42.721000000000004,506.3038,0.0,506.3038,334.04152,0.0,334.04152,0.444,5.860799999999999,42.277,500.443,329.8324,86,2,2026-08-27 09:30:55.123,2026-08-27 21:12:15.233,11.851403291121462,7.819140937712131,11.837240106913924,7.801698322965206,0.010393015144776573,0.011575658725057957,0.5172645258622257,1,7,1,1,1,0.9428571428571428,0.9428571428571428,1.0,1.0,42.277,500.443,329.8324,85.0,2.0,11.837240106913924,7.801698322965206,0.5172645258622257,2026-08-27 21:12:15.233,是
2020-07-06,茄类,30.727,0.0,30.727,201.412,0.0,201.412,102.02501,0.0,102.02501,0.0,0.0,30.727,201.412,102.02501,57,3,2026-08-27 09:25:39.459,2026-08-27 21:22:31.248,6.554886581833567,3.3203700328701142,6.554886581833567,3.3203700328701142,0.0,0.0,0.9741433987607548,1,7,0,0,0,,,,,30.727,201.412,102.02501,57.0,3.0,6.554886581833567,3.3203700328701142,0.9741433987607548,2026-08-27 21:22:31.248,是
2020-07-06,辣椒类,58.682,0.0,58.682,645.2908,0.0,645.2908,365.2896,0.0,365.2896,0.0,0.0,58.682,645.2908,365.2896,223,10,2026-08-27 09:19:33.234,2026-08-27 21:51:48.017,10.996400940663236,6.224900310146212,10.996400940663236,6.224900310146212,0.0,0.0,0.7665184007428627,1,7,0,0,0,,,,,58.682,645.2908,365.2896,223.0,10.0,10.996400940663236,6.224900310146212,0.7665184007428627,2026-08-27 21:51:48.017,是
2020-07-06,食用菌,40.578,0.0,40.578,487.603,0.0,487.603,291.28319,0.0,291.28319,1.0,3.4,39.578,484.20300000000003,289.64319,137,6,2026-08-27 09:27:50.155,2026-08-27 21:27:27.508,12.01643747843659,7.178352555571984,12.234145232199706,7.318287685077568,0.024643895707033365,0.0069728857287588465,0.6717223698578931,1,7,1,1,1,0.9714285714285714,0.9714285714285714,0.0,1.0,39.578,484.20300000000003,289.64319,136.0,6.0,12.234145232199706,7.318287685077568,0.6717223698578931,2026-08-27 21:27:27.508,是
2020-07-07,水生根茎类,3.117,0.0,3.117,31.17,0.0,31.17,17.01882,0.0,17.01882,0.0,0.0,3.117,31.17,17.01882,11,1,2026-08-27 09:44:06.142,2026-08-27 19:30:27.392,10.0,5.460000000000001,10.0,5.460000000000001,0.0,0.0,0.8315018315018312,2,7,0,0,0,,,,,3.117,31.17,17.01882,11.0,1.0,10.0,5.460000000000001,0.8315018315018312,2026-08-27 19:30:27.392,是
2020-07-07,花叶类,175.052,-3.0,172.052,1348.709,-20.3,1328.409,839.05841,-12.21,826.8484100000001,15.177,70.031,159.875,1278.678,783.12681,382,15,2026-08-27 09:08:46.027,2026-08-27 21:42:54.615,7.704619198866623,4.79319522199118,7.997985926505083,4.898369413604378,0.08669995201425862,0.05192446999315642,0.6327853722694032,2,7,24,3,24,0.6666666666666666,0.6666666666666666,0.5416666666666666,1.0,159.875,1278.678,783.12681,355.0,15.0,7.997985926505083,4.898369413604378,0.6327853722694032,2026-08-27 21:38:21.312,是
2020-07-07,花菜类,45.749,0.0,45.749,526.991,0.0,526.991,334.62056,0.0,334.62056,0.0,0.0,45.749,526.991,334.62056,97,2,2026-08-27 09:14:17.998,2026-08-27 20:28:51.519,11.519180747120155,7.314270475857396,11.519180747120155,7.314270475857396,0.0,0.0,0.5748912738655387,2,7,0,0,0,,,,,45.749,526.991,334.62056,97.0,2.0,11.519180747120155,7.314270475857396,0.5748912738655387,2026-08-27 20:28:51.519,是
2020-07-07,茄类,32.112,0.0,32.112,186.848,0.0,186.848,105.2496,0.0,105.2496,0.0,0.0,32.112,186.848,105.2496,56,2,2026-08-27 09:29:56.467,2026-08-27 21:29:07.998,5.818634778276034,3.277578475336323,5.818634778276034,3.277578475336323,0.0,0.0,0.7752846566637783,2,7,0,0,0,,,,,32.112,186.848,105.2496,56.0,2.0,5.818634778276034,3.277578475336323,0.7752846566637783,2026-08-27 21:29:07.998,是
2020-07-07,辣椒类,42.213,0.0,42.213,531.0704,0.0,531.0704,287.56131,0.0,287.56131,0.0,0.0,42.213,531.0704,287.56131,191,10,2026-08-27 09:16:49.201,2026-08-27 21:42:17.659,12.580731054414516,6.812150522350934,12.580731054414516,6.812150522350934,0.0,0.0,0.8468075555783217,2,7,0,0,0,,,,,42.213,531.0704,287.56131,191.0,10.0,12.580731054414516,6.812150522350934,0.8468075555783217,2026-08-27 21:42:17.659,是
2020-07-07,食用菌,52.56,0.0,52.56,622.3339,0.0,622.3339,366.0731,0.0,366.0731,1.441,7.2013,51.119,615.1326,361.72977,175,7,2026-08-27 09:15:28.464,2026-08-27 21:42:54.944,11.84044710806697,6.964861111111111,12.033345722725405,7.076229386333848,0.02741628614916286,0.011571440990118005,0.7005307580849649,2,7,2,2,2,0.9078571428571429,0.9078571428571429,1.0,1.0,51.119,615.1326,361.72977,173.0,7.0,12.033345722725405,7.076229386333848,0.7005307580849649,2026-08-27 21:40:55.038,是
2020-07-08,水生根茎类,10.605,0.0,10.605,155.484,0.0,155.484,87.09302,0.0,87.09302,0.0,0.0,10.605,155.484,87.09302,26,2,2026-08-27 09:27:10.680,2026-08-27 20:04:10.826,14.661386138613862,8.212448844884488,14.661386138613862,8.212448844884488,0.0,0.0,0.7852636181406962,3,7,0,0,0,,,,,10.605,155.484,87.09302,26.0,2.0,14.661386138613862,8.212448844884488,0.7852636181406962,2026-08-27 20:04:10.826,是
2020-07-08,花叶类,158.57,-6.0,152.57,1251.845,-41.400000000000006,1210.445,768.05119,-24.660000000000004,743.39119,15.216,80.68,143.354,1171.165,710.21359,336,16,2026-08-27 09:11:46.561,2026-08-27 21:54:37.795,7.894589140442707,4.843609699186479,8.16974064204696,4.954264199115475,0.095957621239831,0.06444887346276895,0.649032089064925,3,7,26,2,26,0.8333333333333334,0.8333333333333334,0.15384615384615385,1.0,143.354,1171.165,710.21359,305.0,16.0,8.16974064204696,4.954264199115475,0.649032089064925,2026-08-27 21:54:37.795,是
2020-07-08,花菜类,45.433,0.0,45.433,532.102,0.0,532.102,333.56052999999997,0.0,333.56052999999997,0.0,0.0,45.433,532.102,333.56052999999997,95,2,2026-08-27 09:24:18.592,2026-08-27 21:05:15.983,11.711795391015341,7.34181167873572,11.711795391015341,7.34181167873572,0.0,0.0,0.5952187148761279,3,7,0,0,0,,,,,45.433,532.102,333.56052999999997,95.0,2.0,11.711795391015341,7.34181167873572,0.5952187148761279,2026-08-27 21:05:15.983,是
2020-07-08,茄类,39.67,0.0,39.67,232.2832,0.0,232.2832,140.22252,0.0,140.22252,0.576,3.8592,39.094,228.424,137.21004,64,2,2026-08-27 09:14:49.474,2026-08-27 21:38:48.845,5.855386942273758,3.5347244769347115,5.842942651046196,3.5097467642093414,0.014519788253087975,0.01661420197414191,0.6647761344577992,3,7,1,1,1,0.8375,0.8375,0.0,1.0,39.094,228.424,137.21004,63.0,2.0,5.842942651046196,3.5097467642093414,0.6647761344577992,2026-08-27 21:38:48.845,是
2020-07-08,辣椒类,65.88,0.0,65.88,768.061,0.0,768.061,425.2001,0.0,425.2001,2.6470000000000002,26.47,63.233,741.591,405.21524999999997,242,10,2026-08-27 09:12:59.248,2026-08-27 21:41:12.565,11.658485124468733,6.454160595021252,11.727911059098888,6.408287602992108,0.04017911353976929,0.03446340850531403,0.8301162160111202,3,7,8,1,8,0.7142857142857143,0.7142857142857143,1.0,1.0,63.233,741.591,405.21524999999997,234.0,10.0,11.727911059098888,6.408287602992108,0.8301162160111202,2026-08-27 21:41:12.565,是
2020-07-08,食用菌,43.968,0.0,43.968,565.4192,0.0,565.4192,334.49906,0.0,334.49906,0.0,0.0,43.968,565.4192,334.49906,153,5,2026-08-27 09:28:53.007,2026-08-27 21:41:32.446,12.859788937409025,7.607784297671032,12.859788937409025,7.607784297671032,0.0,0.0,0.6903461552328432,3,7,0,0,0,,,,,43.968,565.4192,334.49906,153.0,5.0,12.859788937409025,7.607784297671032,0.6903461552328432,2026-08-27 21:41:32.446,是
2020-07-09,水生根茎类,2.106,0.0,2.106,21.060000000000002,0.0,21.060000000000002,11.51982,0.0,11.51982,0.0,0.0,2.106,21.060000000000002,11.51982,7,1,2026-08-27 09:22:46.632,2026-08-27 18:17:59.763,10.000000000000002,5.47,10.000000000000002,5.47,0.0,0.0,0.828153564899452,4,7,0,0,0,,,,,2.106,21.060000000000002,11.51982,7.0,1.0,10.000000000000002,5.47,0.828153564899452,2026-08-27 18:17:59.763,是
2020-07-09,花叶类,187.439,0.0,187.439,1395.7574,0.0,1395.7574,851.89614,0.0,851.89614,0.288,0.08639999999999999,187.151,1395.671,850.52238,391,15,2026-08-27 09:18:25.979,2026-08-27 21:39:20.389,7.446462048986604,4.544924695500936,7.457459484587312,4.544578335141143,0.0015364998746258782,6.190187492468247e-05,0.6409574078462226,4,7,1,1,1,0.0375,0.0375,0.0,1.0,187.151,1395.671,850.52238,390.0,15.0,7.457459484587312,4.544578335141143,0.6409574078462226,2026-08-27 21:39:20.389,是
2020-07-09,花菜类,41.131,0.0,41.131,496.204,0.0,496.204,310.57561,0.0,310.57561,0.0,0.0,41.131,496.204,310.57561,89,2,2026-08-27 09:33:11.451,2026-08-27 20:46:51.061,12.063990663976076,7.550888867277722,12.063990663976076,7.550888867277722,0.0,0.0,0.5976914607042068,4,7,0,0,0,,,,,41.131,496.204,310.57561,89.0,2.0,12.063990663976076,7.550888867277722,0.5976914607042068,2026-08-27 20:46:51.061,是
2020-07-09,茄类,25.921,0.0,25.921,205.51999999999998,0.0,205.51999999999998,101.05523,0.0,101.05523,0.0,0.0,25.921,205.51999999999998,101.05523,48,3,2026-08-27 09:22:18.561,2026-08-27 21:41:14.373,7.928706454226303,3.898585316924501,7.928706454226303,3.898585316924501,0.0,0.0,1.033739372024585,4,7,0,0,0,,,,,25.921,205.51999999999998,101.05523,48.0,3.0,7.928706454226303,3.898585316924501,1.033739372024585,2026-08-27 21:41:14.373,是
2020-07-09,辣椒类,58.86,0.0,58.86,615.355,0.0,615.355,334.93565,0.0,334.93565,0.0,0.0,58.86,615.355,334.93565,219,10,2026-08-27 09:20:58.045,2026-08-27 21:44:59.155,10.454553177030242,5.690378015630309,10.454553177030242,5.690378015630309,0.0,0.0,0.8372335103772919,4,7,0,0,0,,,,,58.86,615.355,334.93565,219.0,10.0,10.454553177030242,5.690378015630309,0.8372335103772919,2026-08-27 21:44:59.155,是
