日期,品类,需求模型,价格响应模型,价格关系是否可靠,价格响应系数,参考点弹性,预测批发价P10,预测批发价P50,预测批发价P90,附件四品类损耗率,条件参考加成率,未截断参考加成率,执行参考加成率,参考是否受经营带约束,价格经营带下限,价格经营带上限,参考正常售价,数学期望利润最大售价,稳健推荐售价,建议成本加成率,正常需求P10,正常需求P50,正常需求P90,建议补货量,补货量敏感区间,预计正常销售量,预计折扣销售量,预计剩余量,缺货概率,剩余概率,预计毛利,毛利P10,毛利P50,毛利P90,是否边界解,边界方向,历史支持等级,定价依据,补货依据,主要风险提示
2023-07-02,辣椒类,同星期最近4次均值,半对数加成,否,-0.04716502946951269,-0.07476355886208619,2.8682018155696327,3.4769597403718344,4.218460502330242,0.0924,0.7090009527955248,0.7090009527955248,0.6483099639921828,是,0.35,0.65,5.8,不适用,5.8,0.6563198009826208,73.00322007232192,114.81875727052791,177.35429706845125,107.1,80.2-195.6千克,90.50238865688343,0.0,6.720703687116582,0.665,0.335,149.87758426285112,8.011222768823359,172.36853374927875,243.44688478535699,不适用,不适用,强,价格关系不可识别，未采用精细弹性最优价；采用截止日前条件中位加成作为经营价格。,联合需求、成本和损耗情景下的报童初值，并在0.1千克网格邻域离散复核。,无库存、缺货和剩余记录，历史销量可能低估潜在需求；价格关系是条件关联。
2023-07-02,食用菌,同星期最近4次均值,半对数加成,否,-0.5636118347510827,-0.9098833431248249,2.6608672133094,3.240105754204292,3.771521539034805,0.09449999999999999,0.6283876984624475,0.6283876984624475,0.6282298634671435,否,0.35,0.65,5.27,不适用,5.27,0.6284181444298411,37.31845632490819,60.91395151740197,101.55417375374921,57.8,41.1-113.4千克,48.35207214738415,0.0,3.9903796026158513,0.6786666666666666,0.32133333333333336,67.75904219615889,-18.030630408975316,83.7565819795165,115.79384828449679,不适用,不适用,强,价格关系不可识别，未采用精细弹性最优价；采用截止日前条件中位加成作为经营价格。,联合需求、成本和损耗情景下的报童初值，并在0.1千克网格邻域离散复核。,无库存、缺货和剩余记录，历史销量可能低估潜在需求；价格关系是条件关联。
2023-07-03,水生根茎类,同星期最近4次均值,半对数加成,否,-0.6846492353141697,-1.0076003641583022,10.41163625370267,10.67925268284548,11.011461824933905,0.1365,0.5862164841052303,0.5862164841052303,0.5865380435167649,否,0.35,0.65,16.94,不适用,16.94,0.5830343124436501,7.329025052419259,17.741997605183137,38.81955764642377,14.0,8.5-45.4千克,10.958532807166431,0.0,1.126836292833567,0.7311666666666666,0.2688333333333333,35.823989511584166,-24.586070963524456,53.91599420038125,61.74301752904012,不适用,不适用,强,价格关系不可识别，未采用精细弹性最优价；采用截止日前条件中位加成作为经营价格。,联合需求、成本和损耗情景下的报童初值，并在0.1千克网格邻域离散复核。,无库存、缺货和剩余记录，历史销量可能低估潜在需求；价格关系是条件关联。
2023-07-03,花叶类,同星期最近4次均值,半对数加成,是,-0.46852260393698597,-0.7906349780858472,3.2519104005456247,3.527984277911091,3.821176761968343,0.1283,0.7029499770901905,0.7029499770901905,0.6480794827390541,是,0.35,0.65,5.83,5.83,5.83,0.650941165852343,70.4279427215323,106.5651632659544,166.96460418706417,106.9,80.8-192.1千克,87.57677669922907,0.0,5.582808639104245,0.6956666666666667,0.30433333333333334,133.07460102537797,34.27711403702319,154.2549740255198,189.74550028636762,是,上界,强,可靠价格关系下在历史支持价格带内先最大化期望利润，再在不超过最优利润1%的候选中选取利润下界较稳健的价格。,联合需求、成本和损耗情景下的报童初值，并在0.1千克网格邻域离散复核。,无库存、缺货和剩余记录，历史销量可能低估潜在需求；价格关系是条件关联。数学最优价触及经营带边界，需结合经营试验复核。
2023-07-03,花菜类,同星期最近4次均值,半对数加成,否,-0.12623550549359563,-0.19245521428650447,7.307729039777453,7.803371836883684,8.330936486017615,0.1551,0.6139990566181031,0.6139990566181031,0.6138755696181157,否,0.35,0.65,12.58,不适用,12.58,0.6110596686703271,5.1716473221747705,10.454421509272018,19.933295156184702,9.6,6.2-23.7千克,7.440617057812199,0.0,0.6687354541878016,0.7381666666666666,0.2618333333333333,18.641120795486636,-9.032032752342875,25.38183533391401,31.813835333914014,不适用,不适用,强,价格关系不可识别，未采用精细弹性最优价；采用截止日前条件中位加成作为经营价格。,联合需求、成本和损耗情景下的报童初值，并在0.1千克网格邻域离散复核。,无库存、缺货和剩余记录，历史销量可能低估潜在需求；价格关系是条件关联。
2023-07-03,茄类,同星期最近4次均值,半对数加成,否,-0.12209755635214331,-0.1919488255650027,3.4104142110382374,3.879533570767568,4.529864884312653,0.0668,0.7571688402819559,0.7571688402819559,0.6498830236575015,是,0.35,0.65,6.38,不适用,6.38,0.6273368065274165,12.454936115277905,23.556472463455826,41.71785511755395,21.2,13.3-44.7千克,17.960705747410127,0.0,1.8197354685898726,0.6575,0.3425,31.474363304065918,-5.433361201901846,40.757954448415646,51.69234180709675,不适用,不适用,强,价格关系不可识别，未采用精细弹性最优价；采用截止日前条件中位加成作为经营价格。,联合需求、成本和损耗情景下的报童初值，并在0.1千克网格邻域离散复核。,无库存、缺货和剩余记录，历史销量可能低估潜在需求；价格关系是条件关联。
2023-07-03,辣椒类,同星期最近4次均值,半对数加成,否,-0.04716502946951269,-0.07476355886208619,2.8682018155696327,3.5010309499397243,4.223883718505244,0.0924,0.6002245055872913,0.6002245055872913,0.5999974305648257,否,0.35,0.65,5.63,不适用,5.63,0.5996855248723445,43.553145150882116,71.0216704633992,108.18252746801826,63.3,48.0-119.2千克,53.802417364566764,0.0,3.6619201874332403,0.69,0.31,80.12694790183724,0.1438609565658453,91.73745886922806,134.58942636370963,不适用,不适用,强,价格关系不可识别，未采用精细弹性最优价；采用截止日前条件中位加成作为经营价格。,联合需求、成本和损耗情景下的报童初值，并在0.1千克网格邻域离散复核。,无库存、缺货和剩余记录，历史销量可能低估潜在需求；价格关系是条件关联。
2023-07-03,食用菌,同星期最近4次均值,半对数加成,否,-0.5636118347510827,-0.9098833431248249,2.6905004952131524,3.2367920954598146,3.771521539034805,0.09449999999999999,0.6207653059662989,0.6207653059662989,0.6220506229985776,否,0.35,0.65,5.25,不适用,5.25,0.6141764286846256,19.7321435858779,32.939957737405294,53.65411231367455,30.8,21.7-59.2千克,25.776866513732088,0.0,2.1143768662679148,0.6848333333333333,0.31516666666666665,35.153625857537854,-11.070579294283865,44.155564373809185,60.159036857113776,不适用,不适用,强,价格关系不可识别，未采用精细弹性最优价；采用截止日前条件中位加成作为经营价格。,联合需求、成本和损耗情景下的报童初值，并在0.1千克网格邻域离散复核。,无库存、缺货和剩余记录，历史销量可能低估潜在需求；价格关系是条件关联。
2023-07-04,水生根茎类,同星期最近4次均值,半对数加成,否,-0.6846492353141697,-1.0076003641583022,10.41561695177064,10.679683969660424,11.03434930773862,0.1365,0.6570573940445887,0.6570573940445887,0.6492877772331893,是,0.35,0.65,17.61,不适用,17.61,0.6427321099711778,8.218887848484139,19.94527101054745,43.2489557420137,16.8,9.5-51.5千克,12.965396294704853,0.0,1.546066545295147,0.7051666666666667,0.29483333333333334,48.22553095246722,-35.414786719810216,73.73905071462383,84.10281125573827,不适用,不适用,强,价格关系不可识别，未采用精细弹性最优价；采用截止日前条件中位加成作为经营价格。,联合需求、成本和损耗情景下的报童初值，并在0.1千克网格邻域离散复核。,无库存、缺货和剩余记录，历史销量可能低估潜在需求；价格关系是条件关联。
2023-07-04,花叶类,同星期最近4次均值,半对数加成,是,-0.46852260393698597,-0.7906349780858472,3.260195934620186,3.528694045225504,3.8161985213122915,0.1283,0.702710480146598,0.702710480146598,0.6480794827390541,是,0.35,0.65,5.83,5.83,5.83,0.6500551717014158,80.52617007638852,121.22543018187162,188.13200006727857,122.1,92.1-215.8千克,100.07397787499382,0.0,6.34179360900618,0.6956666666666667,0.30433333333333334,152.02571608974048,38.652793798404424,176.46025153776316,215.95664415540492,是,上界,强,可靠价格关系下在历史支持价格带内先最大化期望利润，再在不超过最优利润1%的候选中选取利润下界较稳健的价格。,联合需求、成本和损耗情景下的报童初值，并在0.1千克网格邻域离散复核。,无库存、缺货和剩余记录，历史销量可能低估潜在需求；价格关系是条件关联。数学最优价触及经营带边界，需结合经营试验复核。
2023-07-04,花菜类,同星期最近4次均值,半对数加成,否,-0.12623550549359563,-0.19245521428650447,7.320401896071467,7.81687141258835,8.34001721395142,0.1551,0.5846918483878975,0.5846918483878975,0.5845540834608056,否,0.35,0.65,12.37,不适用,12.37,0.5817807794282486,5.463532589785366,10.633140806727484,20.334385829567402,9.7,6.5-24.2千克,7.541978024470011,0.0,0.6525489955299895,0.7495,0.2505,17.437359569221748,-8.538463489715122,23.966074889607974,30.29862429647973,不适用,不适用,强,价格关系不可识别，未采用精细弹性最优价；采用截止日前条件中位加成作为经营价格。,联合需求、成本和损耗情景下的报童初值，并在0.1千克网格邻域离散复核。,无库存、缺货和剩余记录，历史销量可能低估潜在需求；价格关系是条件关联。
2023-07-04,茄类,同星期最近4次均值,半对数加成,否,-0.12209755635214331,-0.1919488255650027,3.3647588526777166,3.8818256418163233,4.489116938380301,0.0668,0.740630606626444,0.740630606626444,0.6477839014894395,是,0.35,0.65,6.36,不适用,6.36,0.6258078641309179,9.490712084471909,18.388247365926595,32.658703058582915,16.6,10.2-35.0千克,14.019997338518097,0.0,1.4693484534819024,0.6593333333333333,0.3406666666666667,24.229620443804237,-6.851607643911981,31.665900472687085,40.43251532726331,不适用,不适用,强,价格关系不可识别，未采用精细弹性最优价；采用截止日前条件中位加成作为经营价格。,联合需求、成本和损耗情景下的报童初值，并在0.1千克网格邻域离散复核。,无库存、缺货和剩余记录，历史销量可能低估潜在需求；价格关系是条件关联。
2023-07-04,辣椒类,同星期最近4次均值,半对数加成,否,-0.04716502946951269,-0.07476355886208619,2.8504071655797234,3.498836738241651,4.2105274132640425,0.0924,0.6029623438699526,0.6029623438699526,0.6028393442958466,否,0.35,0.65,5.64,不适用,5.64,0.6070838601899982,45.62847687565145,71.81438537103327,112.8931882243258,66.1,50.2-124.6千克,56.108220039276006,0.0,3.869481624723982,0.6866666666666666,0.31333333333333335,84.47491205152642,2.5080089519383457,95.67210990958054,141.1048114635388,不适用,不适用,强,价格关系不可识别，未采用精细弹性最优价；采用截止日前条件中位加成作为经营价格。,联合需求、成本和损耗情景下的报童初值，并在0.1千克网格邻域离散复核。,无库存、缺货和剩余记录，历史销量可能低估潜在需求；价格关系是条件关联。
2023-07-04,食用菌,同星期最近4次均值,半对数加成,否,-0.5636118347510827,-0.9098833431248249,2.6827027084867314,3.2352171400031633,3.782503553423644,0.09449999999999999,0.6647356604973155,0.6647356604973155,0.6498572051071247,是,0.35,0.65,5.34,不适用,5.34,0.6459779603024067,21.32043586777701,35.967227523327175,58.667776116767506,33.7,23.6-64.7千克,28.0848663418404,0.0,2.4321821381596087,0.6713333333333333,0.32866666666666666,40.641224149156535,-11.40073364786475,50.83765258873172,68.78481466457933,不适用,不适用,强,价格关系不可识别，未采用精细弹性最优价；采用截止日前条件中位加成作为经营价格。,联合需求、成本和损耗情景下的报童初值，并在0.1千克网格邻域离散复核。,无库存、缺货和剩余记录，历史销量可能低估潜在需求；价格关系是条件关联。
2023-07-05,水生根茎类,同星期最近4次均值,半对数加成,否,-0.6846492353141697,-1.0076003641583022,10.393964859664745,10.679222618924811,11.010913920402041,0.1365,0.6548773394354245,0.6548773394354245,0.6492877772331893,是,0.35,0.65,17.61,不适用,17.61,0.646020747090831,8.3966064049263,20.166923065172757,44.60870816971574,17.2,9.7-52.2千克,13.25427688626251,0.0,1.6008969937374913,0.704,0.296,49.39312445403241,-36.22469149596504,75.78135609829965,86.0282498391532,不适用,不适用,强,价格关系不可识别，未采用精细弹性最优价；采用截止日前条件中位加成作为经营价格。,联合需求、成本和损耗情景下的报童初值，并在0.1千克网格邻域离散复核。,无库存、缺货和剩余记录，历史销量可能低估潜在需求；价格关系是条件关联。
2023-07-05,花叶类,同星期最近4次均值,半对数加成,是,-0.46852260393698597,-0.7906349780858472,3.2650747010587,3.528694045225504,3.8194345121924753,0.1283,0.6676617958919107,0.6676617958919107,0.6480794827390541,是,0.35,0.65,5.83,5.83,5.83,0.6498288956718672,73.32818373001044,111.36125848330744,172.7347392208522,110.6,84.0-199.0千克,90.84608443040777,0.0,5.580490546258888,0.6955,0.3045,138.80547694160123,42.30494119531338,160.09888171629802,195.07253945542493,是,上界,强,可靠价格关系下在历史支持价格带内先最大化期望利润，再在不超过最优利润1%的候选中选取利润下界较稳健的价格。,联合需求、成本和损耗情景下的报童初值，并在0.1千克网格邻域离散复核。,无库存、缺货和剩余记录，历史销量可能低估潜在需求；价格关系是条件关联。数学最优价触及经营带边界，需结合经营试验复核。
2023-07-05,花菜类,同星期最近4次均值,半对数加成,否,-0.12623550549359563,-0.19245521428650447,7.321294132157087,7.8234978977129765,8.348801109370426,0.1551,0.5765938863380045,0.5765938863380045,0.5763755404094673,否,0.35,0.65,12.32,不适用,12.32,0.574959046361049,4.888667964592246,9.496790600367676,18.167683124400135,8.6,5.9-21.5千克,6.698972566935757,0.0,0.5697906910642415,0.752,0.248,15.2584816637378,-6.4552271613620755,20.839766593634124,26.63443109918368,不适用,不适用,强,价格关系不可识别，未采用精细弹性最优价；采用截止日前条件中位加成作为经营价格。,联合需求、成本和损耗情景下的报童初值，并在0.1千克网格邻域离散复核。,无库存、缺货和剩余记录，历史销量可能低估潜在需求；价格关系是条件关联。
2023-07-05,茄类,同星期最近4次均值,半对数加成,否,-0.12209755635214331,-0.1919488255650027,3.4048875500978366,3.8721031481811488,4.4438521979077255,0.0668,0.6716228792368997,0.6716228792368997,0.6475016504983151,是,0.35,0.65,6.35,不适用,6.35,0.6255062582364104,12.371028097650541,23.652553240589047,41.91371406769161,21.3,13.3-44.9千克,18.03505760794357,0.0,1.8455172080564313,0.6591666666666667,0.3408333333333333,31.31469254674127,-6.448791519160636,40.934768550906014,51.62438004934311,不适用,不适用,强,价格关系不可识别，未采用精细弹性最优价；采用截止日前条件中位加成作为经营价格。,联合需求、成本和损耗情景下的报童初值，并在0.1千克网格邻域离散复核。,无库存、缺货和剩余记录，历史销量可能低估潜在需求；价格关系是条件关联。
2023-07-05,辣椒类,同星期最近4次均值,半对数加成,否,-0.04716502946951269,-0.07476355886208619,2.865631945434245,3.5032594682849063,4.207039865598492,0.0924,0.6777657779957129,0.6777657779957129,0.6483099639921828,是,0.35,0.65,5.8,不适用,5.8,0.6541518039514087,45.05573508355316,72.43946609498288,111.67405397741399,66.9,49.5-123.0千克,56.52872946103798,0.0,4.170753754962011,0.667,0.333,93.29323859339371,6.649110165614231,105.17257353492805,152.55858404201828,不适用,不适用,强,价格关系不可识别，未采用精细弹性最优价；采用截止日前条件中位加成作为经营价格。,联合需求、成本和损耗情景下的报童初值，并在0.1千克网格邻域离散复核。,无库存、缺货和剩余记录，历史销量可能低估潜在需求；价格关系是条件关联。
2023-07-05,食用菌,同星期最近4次均值,半对数加成,否,-0.5636118347510827,-0.9098833431248249,2.633096881449653,3.2394222182601853,3.737841430568075,0.09449999999999999,0.6179600357694275,0.6179600357694275,0.6189610027642947,否,0.35,0.65,5.24,不适用,5.24,0.6218391362943947,26.176833699592002,43.41401096164908,71.11877167197527,40.7,29.1-78.6千克,34.07474052331327,0.0,2.7747505066867397,0.6796666666666666,0.32033333333333336,47.05401198471644,-12.525440742035878,58.0147415213454,81.81580422406424,不适用,不适用,强,价格关系不可识别，未采用精细弹性最优价；采用截止日前条件中位加成作为经营价格。,联合需求、成本和损耗情景下的报童初值，并在0.1千克网格邻域离散复核。,无库存、缺货和剩余记录，历史销量可能低估潜在需求；价格关系是条件关联。
2023-07-06,水生根茎类,同星期最近4次均值,半对数加成,否,-0.6846492353141697,-1.0076003641583022,10.404874629364226,10.679836146601517,11.019163787011525,0.1365,0.5632980975631502,0.5632980975631502,0.5631239637718304,否,0.35,0.65,16.69,不适用,16.69,0.5583812668505814,12.64641419551097,30.735278549587008,67.23094500583186,23.6,14.5-78.4千克,18.46596377868581,0.0,1.9092000613141893,0.7431666666666666,0.25683333333333336,55.44492388952159,-43.68568079975228,85.80025778544886,98.8409669974553,不适用,不适用,强,价格关系不可识别，未采用精细弹性最优价；采用截止日前条件中位加成作为经营价格。,联合需求、成本和损耗情景下的报童初值，并在0.1千克网格邻域离散复核。,无库存、缺货和剩余记录，历史销量可能低估潜在需求；价格关系是条件关联。
2023-07-06,花叶类,同星期最近4次均值,半对数加成,是,-0.46852260393698597,-0.7906349780858472,3.2649916476492553,3.528370733463631,3.813432956134076,0.1283,0.7177428133727799,0.7177428133727799,0.6480794827390541,是,0.35,0.65,5.83,5.83,5.83,0.6503498610679261,83.54624071335947,127.60340752399594,198.85794000198865,126.9,95.5-227.4千克,103.90260976331993,0.0,6.726431707680063,0.695,0.305,157.46726792033255,42.95621819895276,183.490116823328,224.32675958529992,是,上界,强,可靠价格关系下在历史支持价格带内先最大化期望利润，再在不超过最优利润1%的候选中选取利润下界较稳健的价格。,联合需求、成本和损耗情景下的报童初值，并在0.1千克网格邻域离散复核。,无库存、缺货和剩余记录，历史销量可能低估潜在需求；价格关系是条件关联。数学最优价触及经营带边界，需结合经营试验复核。
2023-07-06,花菜类,同星期最近4次均值,半对数加成,否,-0.12623550549359563,-0.19245521428650447,7.335773713054728,7.8301651979165525,8.34759509730315,0.1551,0.589928522116869,0.589928522116869,0.5903892426390038,否,0.35,0.65,12.44,不适用,12.44,0.5892395442255554,5.9113767592844155,11.689287816473673,22.416086815948926,10.8,7.0-26.5千克,8.367852674683299,0.0,0.7621484013167034,0.7416666666666667,0.25833333333333336,19.5575414709732,-10.709604142647013,27.21266911036048,34.33462843912203,不适用,不适用,强,价格关系不可识别，未采用精细弹性最优价；采用截止日前条件中位加成作为经营价格。,联合需求、成本和损耗情景下的报童初值，并在0.1千克网格邻域离散复核。,无库存、缺货和剩余记录，历史销量可能低估潜在需求；价格关系是条件关联。
2023-07-06,茄类,同星期最近4次均值,半对数加成,否,-0.12209755635214331,-0.1919488255650027,3.3706222137106265,3.863013814915984,4.447334198702773,0.0668,0.7262814996725512,0.7262814996725512,0.6492373600117898,是,0.35,0.65,6.35,不适用,6.35,0.6314958850328136,12.237277596331632,23.622039255970808,42.32346817713387,21.3,13.2-45.4千克,17.972037441042684,0.0,1.9057865509573193,0.6573333333333333,0.3426666666666667,31.219991449152314,-6.205220948423047,41.00851797154439,51.49560025243707,不适用,不适用,强,价格关系不可识别，未采用精细弹性最优价；采用截止日前条件中位加成作为经营价格。,联合需求、成本和损耗情景下的报童初值，并在0.1千克网格邻域离散复核。,无库存、缺货和剩余记录，历史销量可能低估潜在需求；价格关系是条件关联。
2023-07-06,辣椒类,同星期最近4次均值,半对数加成,否,-0.04716502946951269,-0.07476355886208619,2.8660512089311614,3.493755420634043,4.195851601289318,0.0924,0.689696720706757,0.689696720706757,0.6483099639921828,是,0.35,0.65,5.8,不适用,5.8,0.6560485837338836,51.01355566278952,83.36449957432492,130.31594515535636,77.9,56.3-143.6千克,65.51864105665172,0.0,5.193716019348279,0.6646666666666666,0.3353333333333333,107.17795816957438,5.816773498159612,122.47762998868637,177.0457908821231,不适用,不适用,强,价格关系不可识别，未采用精细弹性最优价；采用截止日前条件中位加成作为经营价格。,联合需求、成本和损耗情景下的报童初值，并在0.1千克网格邻域离散复核。,无库存、缺货和剩余记录，历史销量可能低估潜在需求；价格关系是条件关联。
