销售日期,品类,当日单品数,单品数,销量集中度HHI,前三单品销量占比,固定篮子覆盖率,当前权重与基准权重距离,前一日销量集中度HHI,前一日前三单品销量占比,前一日当前权重与基准权重距离
2020-07-29,水生根茎类,2.0,2,0.7972361303151583,0.9999999999999999,0.8802727037824731,0.28025482429828175,0.7447098875328402,1.0,0.2584137020397822
2020-07-30,水生根茎类,2.0,2,0.8585362604722873,0.9999999999999999,0.888290079337114,0.2993784782959105,0.7972361303151583,0.9999999999999999,0.28025482429828175
2020-07-31,水生根茎类,2.0,2,0.8805551226513626,1.0,0.8916326347036072,0.30322804230094214,0.8585362604722873,0.9999999999999999,0.2993784782959105
2020-08-01,水生根茎类,2.0,2,0.8381777692497463,0.9999999999999999,0.8985881536902289,0.2587614889695755,0.8805551226513626,1.0,0.30322804230094214
2020-08-02,水生根茎类,3.0,3,0.9174696985221626,1.0,0.9493810248444258,0.2892749765534932,0.8381777692497463,0.9999999999999999,0.2587614889695755
2020-08-03,水生根茎类,3.0,3,0.6889384594703979,1.0,0.9563272291537583,0.12809122140534734,0.9174696985221626,1.0,0.2892749765534932
2020-08-04,水生根茎类,3.0,3,0.8030400038398549,1.0,0.9581059709464909,0.18796414565510386,0.6889384594703979,1.0,0.12809122140534734
2020-08-05,水生根茎类,3.0,3,0.7848008105829651,1.0,0.960796228597191,0.1616964983786055,0.8030400038398549,1.0,0.18796414565510386
2020-08-06,水生根茎类,3.0,3,0.908290852706771,1.0,0.9627539713578039,0.2206706706439735,0.7848008105829651,1.0,0.1616964983786055
2020-08-07,水生根茎类,4.0,4,0.7023262792977903,0.9739523903206768,0.9643407155481166,0.13452783926997405,0.908290852706771,1.0,0.2206706706439735
2020-08-08,水生根茎类,4.0,4,0.6695262074255421,0.9422453661556389,0.9662522726985106,0.1523080947437605,0.7023262792977903,0.9739523903206768,0.13452783926997405
2020-08-09,水生根茎类,3.0,3,0.7585698006887195,1.0,0.9628663767751865,0.11769098625602341,0.6695262074255421,0.9422453661556389,0.1523080947437605
2020-08-10,水生根茎类,4.0,4,0.6201441418302428,0.9799237362708992,0.9646897341445058,0.1718861056880266,0.7585698006887195,1.0,0.11769098625602341
2020-08-11,水生根茎类,4.0,4,0.6745638898461042,0.9513236116051014,0.9666308340051958,0.1400263145481821,0.6201441418302428,0.9799237362708992,0.1718861056880266
2020-08-12,水生根茎类,4.0,4,0.6670289515436089,0.9737525132516909,0.9677673921959878,0.16778830552902846,0.6745638898461042,0.9513236116051014,0.1400263145481821
2020-08-13,水生根茎类,3.0,3,0.7335413963611552,0.9999999999999999,0.9537282752740479,0.13769031022740538,0.6670289515436089,0.9737525132516909,0.16778830552902846
2020-08-14,水生根茎类,4.0,4,0.5568676360190797,0.9865626354573038,0.9807801316231926,0.24112660452632914,0.7335413963611552,0.9999999999999999,0.13769031022740538
2020-08-15,水生根茎类,3.0,3,0.7706310814350196,1.0,0.94499168068498,0.1419402408856139,0.5568676360190797,0.9865626354573038,0.24112660452632914
2020-08-16,水生根茎类,3.0,3,0.8151633006148131,0.9999999999999999,0.9470655435695141,0.13583349228758926,0.7706310814350196,1.0,0.1419402408856139
2020-08-17,水生根茎类,3.0,3,0.7147449420465234,1.0,0.9489027060858903,0.09155743138314726,0.8151633006148131,0.9999999999999999,0.13583349228758926
2020-08-18,水生根茎类,3.0,3,0.8694829111475736,1.0,0.9500314359352295,0.1608070168498945,0.7147449420465234,1.0,0.09155743138314726
2020-08-19,水生根茎类,3.0,3,0.7913380808652944,1.0,0.9514958249468519,0.13311832943504703,0.8694829111475736,1.0,0.1608070168498945
2020-08-20,水生根茎类,3.0,3,0.8317462526284365,1.0,0.9526410914792639,0.13199243303287703,0.7913380808652944,1.0,0.13311832943504703
2020-08-21,水生根茎类,4.0,4,0.5190145340100311,0.9832360252037691,0.9846740604355055,0.2583898301364087,0.8317462526284365,1.0,0.13199243303287703
2020-08-22,水生根茎类,3.0,3,0.4634284905221781,0.9999999999999999,0.8613453496050283,0.402639868161386,0.5190145340100311,0.9832360252037691,0.2583898301364087
2020-08-23,水生根茎类,4.0,4,0.46669278155419797,0.975530321123825,0.9860519759410238,0.3292316949486711,0.4634284905221781,0.9999999999999999,0.402639868161386
2020-08-24,水生根茎类,3.0,3,0.8100668717352182,1.0,0.9084467504734677,0.14542900806686132,0.46669278155419797,0.975530321123825,0.3292316949486711
2020-08-25,水生根茎类,3.0,3,0.7070594863430095,0.9999999999999999,0.9104523181222853,0.10653468679156275,0.8100668717352182,1.0,0.14542900806686132
2020-08-26,水生根茎类,3.0,3,0.77773862894299,1.0,0.9123494154022912,0.1415054059707303,0.7070594863430095,0.9999999999999999,0.10653468679156275
2020-08-27,水生根茎类,4.0,4,0.5595857788820423,0.9391389131215683,0.9140689866511513,0.13104249763478804,0.77773862894299,1.0,0.1415054059707303
2020-08-28,水生根茎类,4.0,4,0.5390135370851494,0.9785207410582464,0.9157683123725788,0.1420375185135907,0.5595857788820423,0.9391389131215683,0.13104249763478804
2020-08-29,水生根茎类,2.0,2,0.9790731570562681,1.0,0.8028119752387197,0.23115326264162273,0.5390135370851494,0.9785207410582464,0.1420375185135907
2020-08-30,水生根茎类,3.0,3,0.8110152801561903,1.0,0.9201006506103201,0.1347261863425267,0.9790731570562681,1.0,0.23115326264162273
2020-08-31,水生根茎类,3.0,3,0.9260458741011292,1.0,0.9222756795547931,0.18605781686246767,0.8110152801561903,1.0,0.1347261863425267
2020-09-01,水生根茎类,3.0,3,0.9146307420366475,0.9999999999999999,0.9258382690806093,0.1714561151253699,0.9260458741011292,1.0,0.18605781686246767
2020-09-02,水生根茎类,3.0,3,0.8323017179215596,1.0,0.9287766578319903,0.1175671570042652,0.9146307420366475,0.9999999999999999,0.1714561151253699
2020-09-03,水生根茎类,2.0,2,0.8512976268573269,1.0,0.8895817991328474,0.12618764227032622,0.8323017179215596,1.0,0.1175671570042652
2020-09-04,水生根茎类,2.0,2,0.670252874510262,1.0,0.8910099104686147,0.11177493909620156,0.8512976268573269,1.0,0.12618764227032622
2020-09-05,水生根茎类,2.0,2,0.9213496605687912,1.0,0.8924564068523575,0.16448103730380537,0.670252874510262,1.0,0.11177493909620156
2020-09-06,水生根茎类,2.0,2,0.961593069749086,1.0,0.8959876909971124,0.18049976485214075,0.9213496605687912,1.0,0.16448103730380537
2020-09-07,水生根茎类,2.0,2,0.927534596009431,1.0,0.8992963233849394,0.15669494351224625,0.961593069749086,1.0,0.18049976485214075
2020-09-08,水生根茎类,1.0,1,1.0,1.0,0.8099460119311453,0.19005398806885476,0.927534596009431,1.0,0.15669494351224625
2020-09-09,水生根茎类,2.0,2,0.8688487500104891,0.9999999999999999,0.9033967651289239,0.11689539498769386,1.0,1.0,0.19005398806885476
2020-09-10,水生根茎类,2.0,2,0.8981481897671433,1.0,0.9042314201310392,0.13261602473217313,0.8688487500104891,0.9999999999999999,0.11689539498769386
2020-09-11,水生根茎类,2.0,2,0.9082660613901405,1.0,0.9052074176693552,0.13689814107575934,0.8981481897671433,1.0,0.13261602473217313
2020-09-12,水生根茎类,1.0,1,1.0,1.0,0.8161872794128915,0.18381272058710846,0.9082660613901405,1.0,0.13689814107575934
2020-09-13,水生根茎类,3.0,3,0.7538952635018459,1.0000000000000002,0.9089938863798955,0.12371953489479258,1.0,1.0,0.18381272058710846
2020-09-14,水生根茎类,2.0,2,0.876894611607111,1.0,0.9073341173431584,0.11520736919539486,0.7538952635018459,1.0000000000000002,0.12371953489479258
2020-09-15,水生根茎类,2.0,2,0.6215766554985233,1.0,0.9084149685138243,0.16527372436835785,0.876894611607111,1.0,0.11520736919539486
2020-09-16,水生根茎类,2.0,2,0.8249840985138897,1.0,0.9095824627731901,0.09041753722680994,0.6215766554985233,1.0,0.16527372436835785
2020-09-17,水生根茎类,1.0,1,1.0,1.0,0.8201550601352063,0.17984493986479358,0.8249840985138897,1.0,0.09041753722680994
2020-09-18,水生根茎类,2.0,2,0.8033499843854706,0.9999999999999999,0.9115156031333491,0.08848439686665088,1.0,1.0,0.17984493986479358
2020-09-19,水生根茎类,2.0,2,0.9460022916679838,1.0,0.9121649354339658,0.14954574341886415,0.8033499843854706,0.9999999999999999,0.08848439686665088
2020-09-20,水生根茎类,2.0,2,0.9411124570274862,1.0,0.914341262580055,0.14324455617543816,0.9460022916679838,1.0,0.14954574341886415
2020-09-21,水生根茎类,1.0,1,1.0,1.0,0.8298632890219803,0.17013671097801972,0.9411124570274862,1.0,0.14324455617543816
2020-09-22,水生根茎类,2.0,2,0.9303018279969142,1.0,0.9172450050022827,0.13229792565572507,1.0,1.0,0.17013671097801972
2020-09-23,水生根茎类,2.0,2,0.86593509644623,1.0,0.9191017983972047,0.09323295586466689,0.9303018279969142,1.0,0.13229792565572507
2020-09-24,水生根茎类,2.0,2,0.9671200052101967,0.9999999999999999,0.9199863824591987,0.14774689556322987,0.86593509644623,1.0,0.09323295586466689
2020-09-25,水生根茎类,2.0,2,0.8119012758631443,1.0,0.9221189976558801,0.07788100234412003,0.9671200052101967,0.9999999999999999,0.14774689556322987
2020-09-26,水生根茎类,2.0,2,0.9155318174661677,0.9999999999999999,0.9231174872495091,0.11563126569116504,0.8119012758631443,1.0,0.07788100234412003
2020-09-27,水生根茎类,2.0,2,0.920508911919218,0.9999999999999999,0.9258663061442355,0.11421870466618975,0.9155318174661677,0.9999999999999999,0.11563126569116504
2020-09-28,水生根茎类,2.0,2,0.8604728701279378,1.0,0.9269895270852906,0.07849564319299701,0.920508911919218,0.9999999999999999,0.11421870466618975
2020-09-29,水生根茎类,2.0,2,0.9358262971530944,1.0,0.9274504074854055,0.12026920313076302,0.8604728701279378,1.0,0.07849564319299701
2020-09-30,水生根茎类,2.0,2,0.9364664191171008,0.9999999999999999,0.9283704780310839,0.11908664487496984,0.9358262971530944,1.0,0.12026920313076302
2020-10-01,水生根茎类,2.0,2,0.937250000875897,1.0,0.9297307077497877,0.11724436392480386,0.9364664191171008,0.9999999999999999,0.11908664487496984
2020-10-02,水生根茎类,2.0,2,0.7289087554690481,1.0,0.9316802093727587,0.08359062911385616,0.937250000875897,1.0,0.11724436392480386
2020-10-03,水生根茎类,2.0,2,0.9121202809119027,1.0,0.9324229733534799,0.10052259408911048,0.7289087554690481,1.0,0.08359062911385616
2020-10-04,水生根茎类,2.0,2,0.9161729282112696,1.0,0.9330369927902694,0.10183570034936464,0.9121202809119027,1.0,0.10052259408911048
2020-10-05,水生根茎类,2.0,2,0.9257435234501303,1.0,0.9336643998102166,0.10609688125623651,0.9161729282112696,1.0,0.10183570034936464
2020-10-06,水生根茎类,2.0,2,0.9587678674761346,1.0,0.9361426543066163,0.11969332069694069,0.9257435234501303,1.0,0.10609688125623651
2020-10-07,水生根茎类,2.0,2,0.971570793112164,1.0,0.936904741517169,0.12490183158009954,0.9587678674761346,1.0,0.11969332069694069
2020-10-08,水生根茎类,2.0,2,0.9170080938257663,1.0,0.9383896280454238,0.0930074354266811,0.971570793112164,1.0,0.12490183158009954
2020-10-09,水生根茎类,2.0,2,0.9716194626021564,0.9999999999999999,0.9392666807453128,0.12066343868469505,0.9170080938257663,1.0,0.0930074354266811
2020-10-10,水生根茎类,2.0,2,0.9760969761123781,1.0,0.9404659897368708,0.12058036957020653,0.9716194626021564,0.9999999999999999,0.12066343868469505
2020-10-11,水生根茎类,2.0,2,0.9775057627318424,1.0,0.941034336583298,0.12015056411542441,0.9760969761123781,1.0,0.12058036957020653
2020-10-12,水生根茎类,2.0,2,0.8849212178398798,1.0,0.9424586214771113,0.06732826097438599,0.9775057627318424,1.0,0.12015056411542441
2020-10-13,水生根茎类,2.0,2,0.9656703115246525,1.0,0.9431774413800348,0.1103138075814899,0.8849212178398798,1.0,0.06732826097438599
2020-10-14,水生根茎类,1.0,1,1.0,1.0,0.8743279902364633,0.12567200976353674,0.9656703115246525,1.0,0.1103138075814899
2020-10-15,水生根茎类,1.0,1,1.0,1.0,0.8766581783132066,0.12334182168679343,1.0,1.0,0.12567200976353674
2020-10-16,水生根茎类,1.0,1,1.0,1.0,0.8783835701316414,0.12161642986835865,1.0,1.0,0.12334182168679343
2020-10-17,水生根茎类,1.0,1,1.0,1.0,0.8808715819271662,0.1191284180728337,1.0,1.0,0.12161642986835865
2020-10-18,水生根茎类,1.0,1,1.0,1.0,0.8846591442112491,0.11534085578875086,1.0,1.0,0.1191284180728337
2020-10-19,水生根茎类,1.0,1,1.0,1.0,0.8878166337946126,0.11218336620538735,1.0,1.0,0.11534085578875086
2020-10-20,水生根茎类,1.0,1,1.0,1.0,0.8894061661658204,0.11059383383417963,1.0,1.0,0.11218336620538735
2020-10-21,水生根茎类,1.0,1,1.0,1.0,0.8912230833993048,0.10877691660069527,1.0,1.0,0.11059383383417963
2020-10-22,水生根茎类,1.0,1,1.0,1.0,0.8919029840773247,0.10809701592267536,1.0,1.0,0.10877691660069527
2020-10-23,水生根茎类,2.0,2,0.9844950159725678,0.9999999999999999,0.9525388369407294,0.09920299192728345,1.0,1.0,0.10809701592267536
2020-10-24,水生根茎类,1.0,1,1.0,1.0,0.8940071650352893,0.10599283496471067,0.9844950159725678,0.9999999999999999,0.09920299192728345
2020-10-25,水生根茎类,1.0,1,1.0,1.0,0.8961806065331154,0.10381939346688468,1.0,1.0,0.10599283496471067
2020-10-26,水生根茎类,1.0,1,1.0,1.0,0.898344903662838,0.10165509633716203,1.0,1.0,0.10381939346688468
2020-10-27,水生根茎类,1.0,1,1.0,1.0,0.8990344486228001,0.10096555137719987,1.0,1.0,0.10165509633716203
2020-10-28,水生根茎类,1.0,1,1.0,1.0,0.8997176117425526,0.10028238825744738,1.0,1.0,0.10096555137719987
2020-10-29,水生根茎类,1.0,1,1.0,1.0,0.9001934761892556,0.09980652381074441,1.0,1.0,0.10028238825744738
2020-10-30,水生根茎类,1.0,1,1.0,1.0,0.9007034208442535,0.09929657915574654,1.0,1.0,0.09980652381074441
2020-10-31,水生根茎类,1.0,1,1.0,1.0,0.901246271938977,0.09875372806102305,1.0,1.0,0.09929657915574654
2020-11-01,水生根茎类,1.0,1,1.0,1.0,0.9035246873640602,0.09647531263593978,1.0,1.0,0.09875372806102305
2020-11-02,水生根茎类,1.0,1,1.0,1.0,0.9051569868974091,0.09484301310259093,1.0,1.0,0.09647531263593978
2020-11-03,水生根茎类,1.0,1,1.0,1.0,0.9055951406542083,0.0944048593457917,1.0,1.0,0.09484301310259093
2020-11-04,水生根茎类,1.0,1,1.0,1.0,0.9060058625828425,0.09399413741715741,1.0,1.0,0.0944048593457917
2020-11-05,水生根茎类,1.0,1,1.0,1.0,0.9065252178648245,0.09347478213517553,1.0,1.0,0.09399413741715741
2020-11-06,水生根茎类,1.0,1,1.0,1.0,0.906761713399425,0.09323828660057494,1.0,1.0,0.09347478213517553
2020-11-07,水生根茎类,1.0,1,1.0,1.0,0.9070875540932348,0.09291244590676523,1.0,1.0,0.09323828660057494
2020-11-08,水生根茎类,1.0,1,1.0,1.0,0.908755180235564,0.09124481976443596,1.0,1.0,0.09291244590676523
2020-11-09,水生根茎类,1.0,1,1.0,1.0,0.910235148792944,0.08976485120705596,1.0,1.0,0.09124481976443596
2020-11-10,水生根茎类,1.0,1,1.0,1.0,0.9105850008880253,0.08941499911197467,1.0,1.0,0.08976485120705596
2020-11-11,水生根茎类,2.0,2,0.7364635530237922,1.0,0.9108419103048291,0.15615152099813492,1.0,1.0,0.08941499911197467
2020-11-12,水生根茎类,2.0,2,0.7881185804672104,1.0,0.911241924021238,0.11974798286286986,0.7364635530237922,1.0,0.15615152099813492
2020-11-13,水生根茎类,2.0,2,0.8966757777678969,1.0,0.9116103588233181,0.08838964117668194,0.7881185804672104,1.0,0.11974798286286986
2020-11-14,水生根茎类,1.0,1,1.0,1.0,0.9105431968422969,0.08945680315770312,0.8966757777678969,1.0,0.08838964117668194
2020-11-15,水生根茎类,1.0,1,1.0,1.0,0.9118479992394658,0.0881520007605342,1.0,1.0,0.08945680315770312
2020-11-16,水生根茎类,1.0,1,1.0,1.0,0.9128128951471328,0.0871871048528672,1.0,1.0,0.0881520007605342
2020-11-17,水生根茎类,1.0,1,1.0,1.0,0.9131520861253114,0.08684791387468856,1.0,1.0,0.0871871048528672
2020-11-18,水生根茎类,1.0,1,1.0,1.0,0.9136468382060954,0.08635316179390458,1.0,1.0,0.08684791387468856
2020-11-19,水生根茎类,2.0,2,0.5526937376678583,1.0,0.915384884112113,0.33634017112918907,1.0,1.0,0.08635316179390458
2020-11-20,水生根茎类,2.0,2,0.8465026152592323,1.0,0.9158108359607637,0.08418916403923633,0.5526937376678583,1.0,0.33634017112918907
2020-11-21,水生根茎类,2.0,2,0.9130203642167429,1.0,0.9162837697899602,0.0837162302100398,0.8465026152592323,1.0,0.08418916403923633
2020-11-22,水生根茎类,1.0,1,1.0,1.0,0.9138082659690736,0.08619173403092646,0.9130203642167429,1.0,0.0837162302100398
2020-11-23,水生根茎类,1.0,1,1.0,1.0,0.915326726888093,0.08467327311190702,1.0,1.0,0.08619173403092646
2020-11-24,水生根茎类,1.0,1,1.0,1.0,0.9160924950699435,0.08390750493005647,1.0,1.0,0.08467327311190702
2020-11-25,水生根茎类,1.0,1,1.0,1.0,0.916962404822538,0.08303759517746206,1.0,1.0,0.08390750493005647
2020-11-26,水生根茎类,1.0,1,1.0,1.0,0.917632592327945,0.08236740767205496,1.0,1.0,0.08303759517746206
2020-11-27,水生根茎类,1.0,1,1.0,1.0,0.9181332093836877,0.08186679061631236,1.0,1.0,0.08236740767205496
2020-11-28,水生根茎类,1.0,1,1.0,1.0,0.9185461228445296,0.0814538771554704,1.0,1.0,0.08186679061631236
2020-11-29,水生根茎类,1.0,1,1.0,1.0,0.9191605403143865,0.08083945968561351,1.0,1.0,0.0814538771554704
2020-11-30,水生根茎类,1.0,1,1.0,1.0,0.919789648163276,0.0802103518367239,1.0,1.0,0.08083945968561351
2020-12-01,水生根茎类,1.0,1,1.0,1.0,0.9201075844952509,0.0798924155047491,1.0,1.0,0.0802103518367239
2020-12-02,水生根茎类,2.0,2,0.7824066301330139,1.0,0.9205967219723351,0.1242297043851032,1.0,1.0,0.0798924155047491
2020-12-03,水生根茎类,2.0,2,0.5159735699440452,1.0,0.9210293149529177,0.40995437611981383,0.7824066301330139,1.0,0.1242297043851032
2020-12-04,水生根茎类,2.0,2,0.541727631785715,1.0,0.9216112336801758,0.6407454443824859,0.5159735699440452,1.0,0.40995437611981383
2020-12-05,水生根茎类,2.0,2,0.6577261548930078,1.0,0.9228645935067731,0.20523172050561753,0.541727631785715,1.0,0.6407454443824859
2020-12-06,水生根茎类,2.0,2,0.5598030265392788,1.0,0.9235867697857408,0.3112154152626573,0.6577261548930078,1.0,0.20523172050561753
2020-12-07,水生根茎类,2.0,2,0.5906852775871634,1.0,0.9251596380431013,0.2647918755184197,0.5598030265392788,1.0,0.3112154152626573
2020-12-08,水生根茎类,3.0,3,0.4394951464785313,1.0,0.9299097277888845,0.5175891112281464,0.5906852775871634,1.0,0.2647918755184197
2020-12-09,水生根茎类,3.0,3,0.7023336221816656,0.9999999999999999,0.9310074986144621,0.1336210936479555,0.4394951464785313,1.0,0.5175891112281464
2020-12-10,水生根茎类,3.0,3,0.7316239954255618,1.0,0.9313234513690234,0.11751974982103221,0.7023336221816656,0.9999999999999999,0.1336210936479555
2020-12-11,水生根茎类,3.0,3,0.6520141123946637,1.0,0.9318502156771954,0.17118026154049157,0.7316239954255618,1.0,0.11751974982103221
2020-12-12,水生根茎类,3.0,3,0.6608150829599589,0.9999999999999999,0.9326813317062836,0.16602993073420008,0.6520141123946637,1.0,0.17118026154049157
2020-12-13,水生根茎类,3.0,3,0.5466100970985862,1.0,0.9336900823444376,0.2537403767114365,0.6608150829599589,0.9999999999999999,0.16602993073420008
2020-12-14,水生根茎类,2.0,2,0.5245334104250625,1.0,0.9272913546865817,0.5707866240581515,0.5466100970985862,1.0,0.2537403767114365
2020-12-15,水生根茎类,4.0,4,0.5303810621696737,0.9965784671532849,0.9712113986962999,0.23821221734622539,0.5245334104250625,1.0,0.5707866240581515
2020-12-16,水生根茎类,3.0,3,0.4821679449388593,1.0,0.935060528557111,0.3222326239115194,0.5303810621696737,0.9965784671532849,0.23821221734622539
2020-12-17,水生根茎类,2.0,2,0.5725172567055506,1.0,0.9275979463440381,0.26281329175577484,0.4821679449388593,1.0,0.3222326239115194
2020-12-18,水生根茎类,3.0,3,0.41847773513927006,1.0,0.9282205767118079,0.3994928168436674,0.5725172567055506,1.0,0.26281329175577484
2020-12-19,水生根茎类,3.0,3,0.4399796330360266,1.0,0.9290280726778299,0.38856066631249114,0.41847773513927006,1.0,0.3994928168436674
2020-12-20,水生根茎类,3.0,3,0.4292128013011988,1.0,0.9302591142891333,0.35506709057585745,0.4399796330360266,1.0,0.38856066631249114
2020-12-21,水生根茎类,3.0,3,0.6045201980926077,1.0,0.9313036074082542,0.1869907452589595,0.4292128013011988,1.0,0.35506709057585745
2020-12-22,水生根茎类,2.0,2,0.6516952357128707,1.0,0.9196470058103767,0.1695900907733006,0.6045201980926077,1.0,0.1869907452589595
2020-12-23,水生根茎类,2.0,2,0.5917045113756361,1.0,0.9202353432585986,0.22962143139247534,0.6516952357128707,1.0,0.1695900907733006
2020-12-24,水生根茎类,2.0,2,0.605374370106728,1.0,0.9207888876822075,0.2126224284448776,0.5917045113756361,1.0,0.22962143139247534
2020-12-25,水生根茎类,3.0,3,0.3545493261938452,1.0,0.9335695241531372,0.47868578382798704,0.605374370106728,1.0,0.2126224284448776
2020-12-26,水生根茎类,4.0,4,0.3432053677550291,0.9841682305952553,0.9671176004912437,0.46363639362288167,0.3545493261938452,1.0,0.47868578382798704
2020-12-27,水生根茎类,3.0,3,0.3962136274420553,1.0,0.935280205735218,0.3985694918159417,0.3432053677550291,0.9841682305952553,0.46363639362288167
2020-12-28,水生根茎类,3.0,3,0.427075634064934,1.0,0.936374776082175,0.32594427054680786,0.3962136274420553,1.0,0.3985694918159417
2020-12-29,水生根茎类,4.0,4,0.4628941566878103,0.9957236145088897,0.9440820052104462,0.2706304921223817,0.427075634064934,1.0,0.32594427054680786
2020-12-30,水生根茎类,4.0,4,0.3540202780657268,0.9572299791365753,0.9447536148453547,0.3990268024621836,0.4628941566878103,0.9957236145088897,0.2706304921223817
2020-12-31,水生根茎类,4.0,4,0.5338229704089771,0.9801292629262927,0.9456262155056883,0.18680614757728797,0.3540202780657268,0.9572299791365753,0.3990268024621836
2021-01-01,水生根茎类,3.0,3,0.5907898813839936,1.0000000000000002,0.9389732038281621,0.16364598588748125,0.5338229704089771,0.9801292629262927,0.18680614757728797
2021-01-02,水生根茎类,3.0,3,0.4118604908715586,1.0,0.9400573731691468,0.3324268891444388,0.5907898813839936,1.0000000000000002,0.16364598588748125
2021-01-03,水生根茎类,3.0,3,0.45382822507746584,1.0,0.9411026223862299,0.2822543352862943,0.4118604908715586,1.0,0.3324268891444388
2021-01-04,水生根茎类,4.0,4,0.3412298543407942,0.954504161294104,0.9491015573805753,0.4551371323155496,0.45382822507746584,1.0,0.2822543352862943
2021-01-05,水生根茎类,4.0,4,0.32633562333130756,0.982511442160998,0.9497338549100109,0.4910269824918269,0.3412298543407942,0.954504161294104,0.4551371323155496
2021-01-06,水生根茎类,4.0,4,0.3876067116781697,0.9923974965899062,0.950524822514079,0.334465410765906,0.32633562333130756,0.982511442160998,0.4910269824918269
2021-01-07,水生根茎类,3.0,3,0.5463980258758044,1.0,0.9432179899337458,0.21292981545139447,0.3876067116781697,0.9923974965899062,0.334465410765906
2021-01-08,水生根茎类,3.0,3,0.3379226762730503,1.0,0.9437475151635181,0.48600686241000923,0.5463980258758044,1.0,0.21292981545139447
