日期,品类,预测批发价,损耗率,正常销售价格弹性,价格关系可靠,搜索R,搜索总维度,建议加成率,建议售价,建议补货量,预测需求量,预计满足量,预计满足率,预计利润,当前方案售价,当前方案补货量
2023-07-07,花菜类,8.000358660933962,0.1551,-1.0673360170463346,True,256,21504,0.6270694629745341,13.017139270049485,39.48652366628374,48.449026772439105,30.630109300067065,0.6322130977766395,82.81004701208396,13.2,40.3
2023-07-01,水生根茎类,12.563152990918143,0.1365,-0.6155981729215607,True,256,21504,0.5530864384474223,19.51166253433514,21.40793868888301,31.727708480223487,17.331822023100806,0.5462676900824425,69.22145345126786,19.72,22.2
2023-07-02,水生根茎类,12.563152990918143,0.1365,-0.6155981729215607,True,256,21504,0.5506994403001674,19.481674311422136,19.21837459078893,29.97972159510652,15.537186483226627,0.5182565299659989,61.24702656119623,19.72,20.5
2023-07-03,水生根茎类,12.563152990918143,0.1365,-0.6155981729215607,True,256,21504,0.5436221983242913,19.39276183772546,12.530768252904734,18.272247119509696,10.153742630354323,0.5556920593260223,39.483153937039226,19.72,13.3
2023-07-04,水生根茎类,12.563152990918143,0.1365,-0.6155981729215607,True,256,21504,0.5440600844836988,19.3982630685387,13.459419775022061,19.258298632694103,10.884973879160386,0.5652095279424822,42.05683699953411,19.72,13.4
2023-07-05,水生根茎类,12.563152990918143,0.1365,-0.6155981729215607,True,256,21504,0.5428683745755308,19.383291434641595,12.47565837361476,18.40062099405733,10.050333131684077,0.5461953232409893,38.074931296515366,19.72,12.9
2023-07-06,水生根茎类,12.563152990918143,0.1365,-0.6155981729215607,True,256,21504,0.5426690739963327,19.38078759097395,12.042211809994935,17.514343021753394,9.789523249338702,0.5589432179773909,38.44052139432684,19.72,13.0
2023-07-07,水生根茎类,12.563152990918143,0.1365,-0.6155981729215607,True,256,21504,0.5459319322301167,19.421779378152653,14.969830609136297,22.921071190131308,12.05796870116824,0.5260647986800814,46.118935672050846,19.72,16.2
2023-07-01,茄类,4.590124850948491,0.0668,-0.1686553058648785,False,256,21504,0.5746668014388212,7.227917217247906,19.463744721083003,24.463466890363314,16.964980358940586,0.6934822621409992,33.28045528989861,7.23,19.8
2023-07-02,茄类,4.590124850948491,0.0668,-0.1686553058648785,False,256,21504,0.5746668014388212,7.227917217247906,18.380803143685,23.41019821239676,16.04999447144904,0.6855984014244629,31.637850086699544,7.23,19.1
2023-07-03,茄类,4.590124850948491,0.0668,-0.1686553058648785,False,256,21504,0.5746668014388212,7.227917217247906,14.275352533124467,17.786700973584868,12.367007545894978,0.6952951851083173,23.862056348463984,7.23,14.2
2023-07-04,茄类,4.590124850948491,0.0668,-0.1686553058648785,False,256,21504,0.5746668014388212,7.227917217247906,12.805872990243559,16.352290683154486,11.126931400050644,0.680450929820688,21.643983190955367,7.23,13.2
2023-07-05,茄类,4.590124850948491,0.0668,-0.1686553058648785,False,256,21504,0.5746668014388212,7.227917217247906,12.81776268706895,15.863443826303973,11.12580357388639,0.7013485656524427,21.58125616393623,7.23,13.2
2023-07-06,茄类,4.590124850948491,0.0668,-0.1686553058648785,False,256,21504,0.5746668014388212,7.227917217247906,13.144293805590971,16.278827231731665,11.472982767384813,0.7047794416677012,22.59182003235781,7.23,13.5
2023-07-07,茄类,4.590124850948491,0.0668,-0.1686553058648785,False,256,21504,0.5746668014388212,7.227917217247906,15.000177092917692,18.52717483180746,13.177074866771475,0.7112295849958229,26.390120659672416,7.23,15.3
2023-07-01,辣椒类,3.547082087016438,0.0924,-0.6346499616294883,True,256,21504,0.7442383256446419,6.186956520381654,113.93398450680046,131.97830991888796,95.30627510839189,0.7221358961708617,185.52258466867244,6.24,118.7
2023-07-02,辣椒类,3.547082087016438,0.0924,-0.6346499616294883,True,256,21504,0.7415241206601721,6.177329012500751,108.46439695679543,123.51110271213453,90.64532240034319,0.7339042435043988,175.21386038663496,6.24,113.0
2023-07-03,辣椒类,3.547082087016438,0.0924,-0.6346499616294883,True,256,21504,0.7279517703755423,6.129186771927428,79.23166592450681,90.4702257500821,66.10459158835911,0.7306778671136358,124.12616540174689,6.24,81.6
2023-07-04,辣椒类,3.547082087016438,0.0924,-0.6346499616294883,True,256,21504,0.7251356153641171,6.11919763893214,74.65417696681173,87.92655085407537,62.42947687209632,0.7100184900429621,117.21381363556748,6.24,79.9
2023-07-05,辣椒类,3.547082087016438,0.0924,-0.6346499616294883,True,256,21504,0.7272520718732973,6.126704883903802,78.73982681272028,90.01254676741169,65.71863809084802,0.7301053069930571,123.34207173252818,6.24,80.0
2023-07-06,辣椒类,3.547082087016438,0.0924,-0.6346499616294883,True,256,21504,0.7275776786323762,6.1278598378063425,79.10120384614878,90.79615899284664,66.06097233240621,0.7275745258960878,124.23391597807783,6.24,80.7
2023-07-07,辣椒类,3.547082087016438,0.0924,-0.6346499616294883,True,256,21504,0.7306701775473667,6.138829185311823,85.25357365180427,98.95066270706342,71.5828506153991,0.7234196179899792,137.0334685711768,6.24,89.3
2023-07-01,食用菌,3.7092366594593202,0.09449999999999999,-0.16834598851778015,False,256,21504,0.6143794133185154,5.988115302157468,53.087342235422966,68.09053636910421,44.52347334856239,0.6538863654592201,69.69817609083256,5.99,57.0
2023-07-02,食用菌,3.7092366594593202,0.09449999999999999,-0.16834598851778015,False,256,21504,0.6143794133185154,5.988115302157468,51.924950105428366,65.34736351911309,43.42891115420185,0.6645855137139476,67.45539896686223,5.99,54.4
2023-07-03,食用菌,3.7092366594593202,0.09449999999999999,-0.16834598851778015,False,256,21504,0.6143794133185154,5.988115302157468,34.18724159413501,44.855662054897245,28.821814090386372,0.6425457293465512,45.779776183822236,5.99,36.3
2023-07-04,食用菌,3.7092366594593202,0.09449999999999999,-0.16834598851778015,False,256,21504,0.6143794133185154,5.988115302157468,32.69407536753422,42.070066560546714,27.418096599547056,0.651724583323092,42.91266090339546,5.99,34.3
2023-07-05,食用菌,3.7092366594593202,0.09449999999999999,-0.16834598851778015,False,256,21504,0.6143794133185154,5.988115302157468,36.51039666129308,46.33762229668661,30.64781995519734,0.6614025156268931,48.09697790401472,5.99,38.1
2023-07-06,食用菌,3.7092366594593202,0.09449999999999999,-0.16834598851778015,False,256,21504,0.6143794133185154,5.988115302157468,35.23487078803083,44.1192874712984,29.570510480642177,0.6702399829072293,46.37715188346495,5.99,36.9
2023-07-07,食用菌,3.7092366594593202,0.09449999999999999,-0.16834598851778015,False,256,21504,0.6143794133185154,5.988115302157468,42.97465051914517,54.002408990313725,35.99717902383955,0.666584689403324,56.15210941408967,5.99,43.6
